Nombre de usuario,Usuario,Fecha,Texto
Gobernación de Antioquia,@GobAntioquia,2021-03-06T01:09:57.000Z,"Con 486 casos nuevos registrados, hoy el número de contagiados por COVID-19 en Antioquia se eleva a 347.316.
 Medellín (256)
 Bello (46)
 Envigado (29)
 Itagüí (21)
 Rionegro (19)
 Caldas (12)
 Sabaneta (11)
 Apartadó (11)
 Copacabana (7)
 El Santuario (6)"
SecretariaSaludCauca,@saludcauca,2021-03-06T01:09:27.000Z,"#CaucaSeVacuna 
Reporte Plan Nacional Vacunación contra el COVID_19 en el Departamento del Cauca con corte a las 4 PM del 05 de marzo de 2021.

Total dosis aplicadas: 5.500
Porcentaje de vacunación: 85% 
@MinSaludCol
 @GobCauca"
MinSaludCol,@MinSaludCol,2021-03-05T23:36:42.000Z,"Al cumplirse un año de la llegada de la COVID-19 a Colombia, el ministro 
@Fruizgomez
 hizo un balance de los esfuerzos realizados para enfrentar la pandemia, el fortalecimiento del sector salud y los logros obtenidos durante este tiempo. #PrevenciónYAcción"
Presidencia Colombia,@infopresidencia,2021-03-05T23:27:00.000Z,"#PrevenciónyAcción | ""Hoy se registran 111 fallecidos por #COVID19, les expresamos a las familias que han perdido a sus seres queridos nuestro sentimiento de solidaridad; encontramos que el 55.8% de estos casos fatales estuvo concentrado en cinco municipios del país"""
Gobernación de Antioquia,@GobAntioquia,2021-03-07T01:40:37.000Z," Con 503 casos nuevos registrados, hoy el número de contagiados por COVID-19 en Antioquia se eleva a 347.819.
Medellín (257)
Bello (46)
Rionegro (29)
Envigado (27)
Itagüí (22)
Sabaneta (18)
La Estrella (13)
Girardota (11)
Caldas (10)
Marinilla (8)"
Supersalud,@Supersalud,2021-03-07T00:53:22.000Z,"@Supersalud
 visitó el Hospital Regional de Duitama para verificar el cumplimiento de las instrucciones previstas para el Plan Nacional de Vacunación y realizó recorrido al punto de extensión para vacunación Covid19 en el Hotel Hunza I #SeguimientoALasVacunas"
Canal Institucional,@InstitucionalTV,2021-03-06T21:30:00.000Z,"Con la #AlianzaRegional transmitimos la lucha colectiva contra el Covid en todo el país 
. Eso sí, mostrando la cara positiva que nos ha dejado #UnAñoDePandemia."
Presidencia Colombia,@infopresidencia,2021-03-06T14:28:00.000Z,"#JuntosFrenteAlCovid | Con el Programa de Apoyo al Empleo Formal (PAEF), hemos protegido más de 3,9 millones de empleos en el país durante la pandemia. El subsidio les otorga a los empleadores el 40% del salario mínimo por cada empleado."
Alcaldía de Bogotá,@Bogota,2021-03-06T14:24:33.000Z,"#Hoy se cumple un año desde que el COVID-19 llegó al país. Hacemos un homenaje a las mujeres y hombres que nos cuidaron y a quienes nos dejaron en este año tan difícil y de grandes retos en medio de una pandemia.

Acompáñanos. 

#UnAñoSalvandoVidasAlcaldía de Bogotá
@Bogota
#Hoy se cumple un año desde que el COVID-19 llegó al país. Hacemos un homenaje a las mujeres y hombre que nos cuidaron y a quienes nos dejaron en este año tan difícil y de grandes retos en medio de...
pscp.tv"
Elsa Noguera,@elsanoguerabaq,2021-03-05T22:23:29.000Z,"¡Estamos mejorando la educación con tecnología y conectividad! De los retos que nos trajo la pandemia fue la transformación digital de nuestros colegios rurales y urbanos, hoy nos enorgullece lo que hemos avanzado con la entrega de nuevos 
 y la ampliación del internet."
Gobernación del Huila,@HuilaGob,2021-03-05T22:09:25.000Z,"Contraloría Delegada para Salud verificó avances y cumplimiento del Plan Nacional de Vacunación en el Huila 

El propósito de la visita estuvo orientada a desarrollar acciones preventivas y de acompañamiento a todo el proceso de vacunación..."
MAURICIO AGUILAR HURTADO,@MAguilarHurtado,2021-03-05T22:07:39.000Z,"Así avanzamos en la distribución en #Santander: de las 17.441 vacunas recibidas por el 
@minsaludcol
 ya hemos enviado el 100% a los municipios.

Pido celeridad a las alcaldías, puntos de vacunación y a todos los actores involucrados para avanzar en el proceso de vacunación."
MinSaludCol,@MinSaludCol,2021-03-05T21:52:22.000Z,"#ReporteCOVID19 5 de marzo:

3.711 recuperados
3.371 nuevos casos
111 fallecidos

Muestras: 40.990
PCR: 23.855
Antígeno: 17.135

Total:

2.168.149 recuperados
2.269.582 casos 
60.300 Fallecidos
11.655.186 muestras procesadas
33.950 casos activos

http://bit.ly/ReporteCovid19"
Supersalud,@Supersalud,2021-03-05T20:53:02.000Z,El Superintendente Fabio Aristizábal realizó un recorrido por los puntos de vacunación habilitados en el Hospital de Fontibón para verificar cómo se implementa el Plan Nacional de Vacunación #SeguimientoALasVacunas
MinSaludCol,@MinSaludCol,2021-03-05T20:39:34.000Z,"A un año de la llegada del #COVID19 a Colombia, te presentamos los 
avances significativos, que han fortalecido el sistema de salud
 y su capacidad frente a la pandemia. 
http://bit.ly/3rpFsme"
Bolívar Primero,@GobDeBolivar,2021-03-05T20:32:01.000Z,"#PrimeroLaVida‍
Vamos a buen ritmo en nuestra Fase de Vacunación #PorLaVida 2021

Bolívar se ubica a nivel nacional como uno de los dpto con mejor promedio de vacunación por día y población vacunada.
La próxima semana esperamos recibir el 3er lote de vacunas
@MinSaludCol"
Presidencia Colombia,@infopresidencia,2021-03-05T20:31:00.000Z,"#ColombiaSeVacuna | Recuerda que debes seguir cuidándote y cuidando a los que más quieres, la vacunación no significa que podemos bajar la guardia. #ABCdeLaVacunación"
Territorial de Salud de Caldas,@saluddecaldas,2021-03-05T20:28:52.000Z,"Continuamos la entrega de vacunas a nuestras ESE para inmunizar al personal de salud de primera línea y adultos mayores de 80 años. Este fin de semana viviremos una jornada de alegría y esperanza con la vacunación en varios municipios.
#PrimeroLaVacuna
@LuisCarlosGober"
Gobernación del Magdalena,@MagdalenaGober,2021-03-05T20:24:52.000Z,"#EnMiTurnoYoMeVacuno La aplicación de las vacunas, ayudarán a reducir la tasa de contagios y mortalidad del Covid-19. 

Si formas parte del grupo poblacional de la primera etapa de vacunación, debes estar atento al llamado de tu EPS o consultar:  http://mivacuna.sispro.gov"
Gobernación del Magdalena,@MagdalenaGober,2021-03-05T19:35:53.000Z,"#EnMiTurnoYoMeVacuno 

Con total éxito avanzamos en la aplicación de la primera dosis de la vacuna contra el Covid-19 a los adultos mayores de Ciénaga, Magdalena."
Gobernación del Magdalena,@MagdalenaGober,2021-03-05T18:44:54.000Z,#EnMiTurnoYoMeVacuno En todos los rincones del Magdalena estamos cuidando a nuestros abuelitos. Hoy iniciamos la jornada de vacunación contra el Covid-19 a los adultos mayores de El Retén.
MinSaludCol,@MinSaludCol,2021-03-05T17:15:00.000Z,"El Coronavirus pone en riesgo tu vida, pero vacunarte 
 te protege contra la enfermedad grave, que significa hospitalización y muerte. #YoMeVacuno "
MinSaludCol,@MinSaludCol,2021-03-05T16:00:01.000Z,"#Noticia
 La próxima semana inicia vacunación
 a los adultos mayores de 80 años en todo el territorio nacional. Los detalles: http://bit.ly/3qh8oev."
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T15:41:50.000Z,"La Clínica Los Nogales es otra de las instituciones que avanza en el proceso de vacunación del personal de primera línea. Allí, también, el secretario 
@AlejandroGL2014
 revisa que el proceso de inmunización se realice de forma adecuada."
Gobernación del Huila,@HuilaGob,2021-03-05T13:57:17.000Z,"Vacunación contra la Covid19
De acuerdo al Boletín de Vacunación No.13, con corte a las 4 de la tarde de este jueves, se vacunaron en total 1.056 personas, de esta manera se acumulan un total de 4.191 dosis aplicadas."
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T13:55:19.000Z,"Continuamos verificando el avance del proceso de vacunación en Bogotá. 
 #AEstaHora el secretario de Salud 
@AlejandroGL2014
 visita la Clínica La Colina donde se realiza la inmunización del personal de salud de la primera línea."
Gobernación del Meta,@GobMeta,2021-03-05T13:50:49.000Z,"Red de mujeres del #Meta son capacitadas en enfoque de género. Con el taller ‘La otra cara de la pandemia’, llegaremos a 200 mujeres que se convertirán en semilleros y multiplicadoras de conocimientos adquiridos en sus comunidades y así seguir fortaleciendo las rutas de atención."
Gob de La Guajira,@LAGUAJIRAGOB,2021-03-07T02:49:24.000Z,"Se confirman 19 nuevos casos de Covid-19 en La Guajira.

Riohacha: 6 casos
Maicao: 5 casos
Villanueva: 3 casos
San Juan Del Cesar: 2 casos
Albania: un casos
Barrancas: un caso
Hatonuevo: un caso"
Gobernación de Antioquia,@GobAntioquia,2021-03-07T01:34:27.000Z," Hoy logramos aplicar 7.510 vacunas contra el COVID-19, el mayor avance desde que iniciamos el proceso de inmunización en Antioquia. Ya son 39.328 personas vacunadas. En esta fase protegemos a nuestros adultos mayores y a los GIGANTES de la salud.
#CuidarnosYVacunarnos"
Supersalud,@Supersalud,2021-03-07T01:16:21.000Z,"#SeguimientoALasVacunas | 
@Supersalud
 verificó el alistamiento de 
@SSaludBoyaca
, el desarrollo de la primera fase de Vacunación y la implementación del Programa PRASS y presentó al cierre recomendaciones a las autoridades para garantizar un óptimo manejo del antiviral"
gobernaciondelvaupes,@gobernavaupes,2021-03-07T00:06:02.000Z,"""Es fascinante comprender la medicina tradicional"" manifestó el Ministro de Salud 
@Fruizgomez
.  En esta reunión se abordaron los avances en salud en Vaupés y en la vacunación contra Covid-19. Se han aplicado el 55% de las 5212 dosis recibidas. 
#GestiónTrabajoProgreso"
Gobernación del Meta,@GobMeta,2021-03-06T23:45:00.000Z,"¡La vacunación salva vidas! Todos podemos hacer pedagogía para derrumbar los mitos alrededor de la vacuna contra el #Covid_19. En estos momentos, el riesgo más grande es no aplicarse la vacuna. #YoMeVacuno"
Presidencia Colombia,@infopresidencia,2021-03-06T23:30:00.000Z,"#JuntosFrenteAlCovid | ¿Sabías que el programa Ingreso Solidario fue creado por el Gobierno Nacional, en medio de la pandemia, con el fin de mitigar el impacto económico en los hogares en situación de pobreza y vulnerabilidad, que no eran beneficiarios de programas sociales?"
Secretaría de Salud de Boyacá,@SSaludBoyaca,2021-03-05T20:38:41.000Z,"#segurasyefectivas Vacunarse contra la #COVID19 es la manera más segura de ayudar a generar protección, salvar millones de vidas y cuidar del bienestar de tu familia, amigos y comunidad.  

#YoMeVacuno"
Secretaría de Salud de Boyacá,@SSaludBoyaca,2021-03-05T17:40:25.000Z,"Participar de reuniones en espacios cerrados, con poca ventilación, es una de las actividades de mayor riesgo de contagio de #COVID19.  El 
 sigue entre nosotros.

¡Evitémosla al máximo!  

#ContamosContigo."
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-03-05T11:54:57.000Z,"#BoletínCOVID19 Infórmate sobre los 3161 Vacunados, 61 nuevos positivos y 5 decesos por #COVID19 en el departamento de Córdoba. 
37.805 Total Positivos - Pandemia
1.933 Fallecidos
34.688 Recuperados
118_ Casos Activos
 ¡No bajemos la guardia! 
#CórdobaSeVacuna"
Gobernación del Meta,@GobMeta,2021-03-05T03:23:07.000Z,"El Meta hoy no registra fallecidos. Recibimos 350 pruebas negativas de #Covid_19 y 48 positivas así: Villavicencio 40, Puerto Gaitán 3, Castilla La Nueva 2, Acacías 1, Puerto Gaitán 1 y San Martín 1.

Además, 63 recuperados y 29 en UCI."
Gobernación del Huila,@HuilaGob,2021-03-05T03:05:12.000Z,"86 casos de Covid19 se confirmaron hoy para el Huila

La Sala de Análisis del Riesgo para el evento Covid19 confirma 86 casos en 12 municipios:

60 casos en Neiva, 6 en Campoalegre, 4 en Palermo, 4 en Pitalito, 2 en Algeciras, 2 en Rivera, 2 en San Agustín, 2 en Tello..."
Gobernación de Antioquia,@GobAntioquia,2021-03-05T01:54:18.000Z,"Con 491 casos nuevos registrados, hoy el número de contagiados por COVID-19 en Antioquia se eleva a 346.832.
Medellín (277)
Rionegro (34)
Bello (32)
Envigado (30)
Itagüí (22)
Marinilla (13)
Caldas (13)
Guarne (8)
Sabaneta (6)
La Ceja (6)
La Estrella (6)"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-03-05T01:45:18.000Z,"Para ver el comportamiento del COVID-19 en el departamento de #Antioquia ingresa al siguiente enlace: 
https://bit.ly/2VQmebG 

Nuevos casos: 491 
Medellín (277)
Rionegro (34)
Bello (32)
Envigado (30)
Itagüí (22)
Marinilla (13)
Caldas (13)
Guarne (8)"
Gobernación de Risaralda,@Gob_Risaralda,2021-03-05T01:26:51.000Z,"Por primera vez, luego que el Ministerio de Salud determinara los rangos de afectación de los territorios por la pandemia de Baja a No Covid, el departamento registra Baja Afectación en todos sus municipios. Además, hoy no reporta personas fallecidas durante las últimas 24 horas."
Ramiro Barragán,@RamiroBarraganA,2021-03-05T01:00:00.000Z,"Hoy, nos confirman 83 casos nuevos de covid-19 en Boyacá.

Tunja (32), Sogamoso (19), Duitama (7), Toca (4), Chiquinquirá (3), Nobsa (3), Moniquirá (2), Sativanorte (2), Tasco (2) y un caso en Belén, Jenesano, Muzo, Samacá, Soatá, Socha, Sora, Ventaquemada y Villa de Leyva."
Secretaría Distrital de Salud,@SectorSalud,2021-03-05T00:00:00.000Z,"¡Sí! Aunque ya estamos avanzando en el proceso de vacunación contra el covid-19, esto no quiere decir que debemos dejar de cuidarnos. 
¡Pilas! NO es hora de bajar la guardia. "
MinSaludCol,@MinSaludCol,2021-03-04T23:52:42.000Z,"El #ViceSalud, Luis Alexánder Moscoso, hizo un llamado a la población a extremar las medidas de autocuidado para reducir factores de riesgo de contagio de COVID-19 y otras enfermedades respiratorias, teniendo en cuenta los cambios de temperatura registrados en el país1:15
5,6 mil reproducciones"
Secretaría de Salud de Boyacá,@SSaludBoyaca,2021-03-05T13:43:00.000Z,"#SegurasYEfectivas “El proceso de vacunación en Boyacá avanza bien, pero para poder adquirir esa inmunidad de rebaño, tenemos que vacunarnos todos, invito a los colombianos a que asistamos a la vacunación contra el virus 
 ”: Fabio Aristizábal 
@Supersalud"
MinSaludCol,@MinSaludCol,2021-03-05T13:17:27.000Z,"A un año de la pandemia, el ministro 
@Fruizgomez
 hizo un balance de los logros alcanzados y los retos que enfrenta el país en este momento de la pandemia.Citar Tweet
Radio Nacional CO
@RadNalCo
 · 5 mar.
#AlAire @Fruizgomez, ministro de Salud (@MinSaludCol), entrega un balance en #SeñalDeLaMañana sobre la pandemia en el país, a un año del primer caso de Covid-19 #MiAñoEnPandemiaFue 
 http://radionacional.co
Mostrar este hilo"
Gobernación de Antioquia,@GobAntioquia,2021-03-05T01:55:09.000Z,"Antioquia tiene un porcentaje de ocupación de camas UCI de 70.78%.
Lamentamos el fallecimiento de 15 personas. Así la cifra total de muertes por COVID-19 en Antioquia asciende a 6.587.
 https://app.powerbi.com/view?r=eyJrIjoiOWEyOGU1NmMtOTAwZi00YWM0LWE3NzgtNjhlMWNjOTJmZjQ3IiwidCI6IjY0MmYxNTllLThmMTItNDMwOS1iODdjLWNiYzU0MzZlYzY5MSIsImMiOjR9…"
MinSaludCol,@MinSaludCol,2021-03-04T23:41:15.000Z,"Para hacer un bloqueo epidemiológico en departamentos fronterizos con Brasil, se asignaron 40.355 vacunas. En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó cómo avanza su aplicación en Amazonas, Vaupés y Guainía.1:04
7,6 mil reproducciones"
MinSaludCol,@MinSaludCol,2021-03-04T23:35:11.000Z,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 informó que a la fecha contamos con 509.070 vacunas, que completan más del 90% de los biológicos necesarios para inmunizar al personal de la salud, y para que de aquí al domingo, termine la vacunación del personal de 1ra línea."
Presidencia Colombia,@infopresidencia,2021-03-04T23:31:57.000Z,"""Hoy se registraron 107 fallecidos por #COVID19 les expresamos nuestra solidaridad a las familias que han perdido a sus seres queridos y los acompañamos en oración. Destacar que el 62.6% de estos casos fatales el día de hoy estuvieron concentrados en 5 municipios del país"""
MinSaludCol,@MinSaludCol,2021-03-04T23:41:15.000Z,"Para hacer un bloqueo epidemiológico en departamentos fronterizos con Brasil, se asignaron 40.355 vacunas. En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó cómo avanza su aplicación en Amazonas, Vaupés y Guainía.7,6 mil reproducciones
0:00 / 1:05"
Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-03-07T03:01:40.000Z,"#BoletínCOVID19 Infórmate sobre los 5.795 vacunados, 81 nuevos positivos y 5 decesos por #COVID19 en el departamento de Córdoba. 
37.219 Total Positivos Pandemia
1.941 Fallecidos
34.870 Recuperados
1408 Casos Activos
 ¡No bajemos la guardia! 
#CórdobaSeVacuna"
Presidencia Colombia,@infopresidencia,2021-03-06T20:31:00.000Z,"Desde el inicio de la pandemia, 
@ICBFColombia
 flexibilizó servicios de atención en seguridad alimentaria, pedagogía y prevención de violencias. Garantizamos el bienestar de 1.700.000 niñas/os de 0 a 5 años, en todo el país. #JuntosFrenteAlCovid"
Alcaldía de Bogotá,@Bogota,2021-03-06T19:00:00.000Z,"No ha sido fácil ver cómo familiares y amigos nos dejaron por este virus. Hoy los honramos y en su memoria nos levantamos más fuertes. 

Un año después, #BogotáRenace. Hoy, cuidándonos y con el avance progresivo de la vacunación, seguimos saliendo adelante. #UnAñoSalvandoVidas"
Presidencia Colombia,@infopresidencia,2021-03-05T18:02:00.000Z,"Las vacunas contra el covid-19 adquiridas por nuestro país son seguras, eficaces, de calidad y han sido avaladas por la Organización Mundial de la Salud. Vacunarnos es la mejor herramienta para evitar el contagio de la enfermedad y salvar vidas. #ColombiaSeVacuna"
Gobernación de Antioquia,@GobAntioquia,2021-03-05T14:51:10.000Z,"""La cobertura de vacunación contra el COVID-19 de la población priorizada en la primera etapa es de un 13.64%"": 
@LuisFSuarezV
, Gobernador (e) de Antioquia, en reunión con congresistas antioqueños."
Gobernación de Santander,@GobdeSantander,2021-03-05T14:29:59.000Z, Las Secretarías de Salud deberán emitir un informe diario de acuerdo al avance del Plan Nacional de Vacunación contra el COVID-19.
Gobernación de Antioquia,@GobAntioquia,2021-03-05T00:00:09.000Z,"#LaVerdadDeLaVacuna | La tecnología es una aliada estratégica en el Plan Nacional de Vacunación contra el COVID-19. 
 𝐑𝐄𝐂𝐔𝐄𝐑𝐃𝐀: Ya está habilitado el aplicativo web MiVacuna. 
 En esta plataforma podrás conocer en cuál fase serás vacunado. 
 #CuidarnosYVacunarnos"
Presidencia Colombia,@infopresidencia,2021-03-04T23:31:55.000Z,"En #PrevenciónyAcción el Presidente 
@IvanDuque
 informó que Colombia llega de manera acumulada a lo largo de la pandemia a 11.614.196 pruebas adelantadas, 2.266.211 casos positivos y 2.164.438 recuperados. Hoy se registraron 3.883 recuperados y estamos en el 95.5% de recuperación."
