Nombre de usuario,Usuario,Fecha,Texto
CeciliaFuentesIcarte,@relatoscomunes,2021-03-06T12:33:50.000Z,"Kate Pierson publicó que se vacunó así que solo me queda el reporte #YoMeVacuno de 
@remhq
 para conmemorar los 30 años del Out Of Time como corresponde"
elioedel Gibert Quintana,@ElioedelQ,2021-03-06T12:25:16.000Z,"Seguimos adelante en la lucha para acabar con la Covid 19 nuestra esperanza es la vacuna
#YoMeVacuno #QuedateEnCasa"
Angela,@anyi_vb,2021-03-06T12:15:05.000Z,"¡Vacunada!
#YoMeVacuno #AntiCabestrismo #VeteArCarajoCovi"
Laaus,@Laau_MS,2021-03-06T12:11:10.000Z,"Mucho ánimo a todos los que os habéis puesto estas semanas la 1ª dosis de la vacuna #AstraZeneca contra el #SARSCoV2, y a los que os la ponen pronto también.

24H de síntomas y a volar! Todos a vacunarse!! 
#YoMeVacuno"
One World no walls,@Pichulito,2021-03-06T11:48:55.000Z,Yo tan vacunado y vos tan indefensa. #YoMeVacuno
FERNWEH,@TimmyBurch2,2021-03-06T11:38:47.000Z,"#YoMeVacuno
Todos los otros hastags son tribuneo. El partido se juega en esto, no en otra boludeces, como saber a quién votaron."
Abel Gilvonio,@abelgilvonio,2021-03-06T11:21:32.000Z,"Frente a toda esa banda mafiosa y delincuencial que quiere bajarse al gobierno de transición sólo queda cerrar filas compañeros

Defender al Presidente 
@FSagasti
 

Y seguir con la campaña #YoMeVacuno para salvar la vida de millones de peruanos

Viva el prueblo peruano "
Claudia Truccelli,@CTruccelli,2021-03-06T11:17:11.000Z,El martes voy por la sinovac. #YoMeVacuno
Jime,@jimesaret,2021-03-06T11:08:42.000Z,"Buen día.
Ya fueron a vacunarse?

#YoMeVacuno #queremoschuponear"
Vane,@vanesolaa,2021-03-06T11:06:29.000Z,"2a dosis de la vacuna del Covid puesta. Efectos secundarios: pequeña sensación de febrícula y dolor articular. Mejor que estar intubada? Sin ninguna duda. #YoMeVacuno #promociondelasalud 
@EnfrmraSaturada"
Jennie Goslino Biassini,@jemago62,2021-03-06T10:57:48.000Z,Soy de izquierda y me vacuno #YoMeVacuno
Diego Costemalle,@CostemalleDiego,2021-03-06T10:30:47.000Z,"En escala de 1 a 10: en quien confiarias?
A) Un cientifico
B) Un politico.
C) Pit Cnt.
D)Un terraplanista.
E) Dr.Salle.
#YoMeVacuno"
Piece of Cake uy,@Pieceof48057522,2021-03-06T03:20:20.000Z,"Qué pasa que siguen quedando vacunas? Tanto apuro, tanta queja y siguen quedando miles de dosis? #YoMeVacuno #UruguaySeVacuna #NosCuidamosEntreTodos"
Silvia Massi,@SilviaMassi1,2021-03-06T03:00:37.000Z,"Agendada, el martes me vacuno #YoMeVacuno"
Dani,@Guante_De_Goma,2021-03-06T02:46:06.000Z,"Ya me vacuné, ahora estoy esperando segunda dosis! #YoMeVacuno"
mariela.n,@marielanavasc,2021-03-06T02:17:06.000Z,Hoy me agendé. Me vacuno el martes #YoMeVacuno
Alejandro,@zapatatataa,2021-03-06T02:15:00.000Z,DEBERIA ESTAR EBRIO VIENDO YO SOY #YoMeVacuno
Gonzalo Na_Cabro,@Na_Cabro,2021-03-06T01:51:05.000Z,"Si lee los siguientes números con ritmo usted se tiene que vacunar
03 03 456
#YoMeVacuno 
 Pd:me lo robé de FB pero perdí el enlace. Sorry"
Sebastián Marroni,@sebamarroni89,2021-03-06T01:46:04.000Z,"El inepto de  
@pugliainvita
 está diciendo que los de izquierda no nos queremos vacunar.
Todo vas a politizar?
#YoMeVacuno"
Silvina,@SilvinaTeacher,2021-03-06T01:29:32.000Z,"Che... #YoParaMi que si los que les toca vacunarse no lo hacen, en una semana cae la oferta y se apunta a otro grupo no? Que vamos a esperar? A que se convenzan?  
#YoMeVacuno"
Ro Ocampo,@roxaocampo,2021-03-06T01:26:50.000Z,"Ya agendada para la vacuna
#YoMeVacuno"
Δnd3r RyeS,@Bandr3s,2021-03-06T01:24:08.000Z,"La gente ya no quiere tener un título Universitario, la gente quiere tener el carnet de la vacunación Covid #YoMeVacuno"
Fernando Panizza,@FernandoPanizza,2021-03-06T01:19:46.000Z,"Agendado para el martes 9 en la mañana. 
#YoMeVacuno"
Sebastian Briones,@sebabriones,2021-03-06T01:13:30.000Z,21% de la población ya tiene su primera dosis #YoMeVacuno
Silvia,@Silvia68375851,2021-03-06T01:09:16.000Z,"#YoMeVacuno hijo con primera dosis(personal esencial),esposo agendado para el 10/03/2021,mi nuera y yo esperando nuestra franja,desicion tomada desde el momento 1en familia..por mi,por ti,por todos 
@DrDanielSalinas"
Marita del mar Botero C,@Boteromarita,2021-03-06T01:07:13.000Z,"Porque 
@NoticiasCaracol
 habla de la pandemia en pasado?! Las muertes continúan, el personal de la salud sigue agotado, el gobierno ha sido insuficiente en su gestión!.... aún con la vacuna los vacíos siguen mostrando porque somos 3 mundo. #YoMeVacuno #Pandemia"
Enrique Baliño,@ebalino,2021-03-06T01:03:20.000Z,"Gente, tenemos un enemigo común: se llama Covid19. Vamos a vacunarnos, por nosotros, por nuestros amigos , por nuestras familias, por todos los uruguayos.
 A ponerse la celeste y ganarle!
Whatsapp 098 999 999
Vamoooo
#YoMeVacuno"
Consuelo,@con_j,2021-03-06T00:53:14.000Z,"Me molesta más la gente que no quiere vacunarse porque son inconscientes, egoístas e ignorantes, que los que se saltan la fila para vacunarse. Mientras antes se vacunen todos, mejor. #covid19 #vacunas #VacunasCOVID19 #YoMeVacuno"
Jantoka,@jantoka,2021-03-06T00:50:59.000Z,"Es Obligación del gobierno proveer la vacuna, no es ningún esfuerzo sobre humano ni un favor, es su trabajo. Y no es ningún regalo, es pagada y con nuestro dinero por cierto esa informacion  #Morena la bloqueo por 5 años #YoMeVacuno #Toluca"
Fresia,@fresiasandra,2021-03-06T00:15:46.000Z,#YoMeVacuno Segunda dosis ok. Gracias 
"Silmora,",@SilmoraUy,2021-03-06T00:15:28.000Z,"#YoMeVacuno ...
(cuando me toque)"
Pablo Martínez.,@Pablouruguay,2021-03-05T23:54:56.000Z,Lunes en la tarde me vacuno #YoMeVacuno
SalvadorSchwartzmann,@S_Schwartzmann,2021-03-05T23:33:50.000Z,La campaña de vacunación masiva contra el coronavirus alcanzó las 4.031.812 vacunados. Sigamos cuidándonos y cuando sea tu turno #YoMeVacuno
Ceci,@Ceciiii83,2021-03-05T23:32:48.000Z,"Feliz con mi segunda dosis de la vacuna.
#YoMeVacuno #Sinovac #coronavac solo me duele un poco el brazo pero no más que con la de la influenza."
Alfredo Martínez,@FredoalMartinez,2021-03-05T21:35:17.000Z,"¿Se imaginan que hermoso sería en poco tiempo poder abrazarnos y festejarlo?
Festejar haberlo logrado, ser de los primeros países del mundo en lograr vacunar a la mayor parte de su población.
#UruguaySeVacuna
#YoMeVacuno"
Una chica muy normal,@Lumosvevi,2021-03-05T21:19:10.000Z,"#Astrazeneca corre por mis venas! 
 #YoMeVacuno"
Rolando Manuel,@Rolando_Manuel,2021-03-05T21:12:45.000Z,"#UruguaySeVacuna #YoMeVacuno cuando me toque, porque quiere empezar a ver el final de este horror que ha significado esta pandemia. Las vacunas no son el fin pero si el comienzo para alcanzar el final de tanta muerte y parálisis social"
gracielacassina,@gracecassina,2021-03-05T21:02:34.000Z,El lunes #YoMeVacuno
GobiernoAlerta,@GobiernoAlerta,2021-03-05T21:01:01.000Z,"Bio actualizada de 
@desdelamoncloa
: ""Bienvenidos a la cuenta oficial en Twitter del Gobierno de #España 
 #YoMeVacuno"""
Pia,@piastopia,2021-03-05T20:41:12.000Z,"contentísima de que mis papás ya tienen hora para vacunarse 
 #YoMeVacuno #UruguaySeVacuna"
Mariana Margulis,@MarianaMarguli1,2021-03-05T20:33:58.000Z,"#YoMeVacuno es tendencia y me llena de orgullo que los que tenemos entre 55 y 59 años demos el ejemplo 
@DrDanielSalinas"
Tincho Tejera,@tincho_tejera,2021-03-05T20:20:08.000Z,"Era obvio que varios de los pelotudos que se quejaron por la demora de las vacunas, cuando llegaran no iban a ir, de manual solo para romper los huevos

#YoMeVacuno cuando me toque al toque"
Paciel Daniela,@PacielDaniela,2021-03-05T20:16:29.000Z,"#COVID19 no alcanz acon decir querías vacunas, acá están.
Se quiere  lograr que la gente se vacune, pues campaña publicitaria a full.
Referentes que expliquen porqué creen en lo que creen y se vacunan.
#YoMeVacuno 
#VACUNATEporvos
#VACUNATEporTodos"
@pizarraenblanco,@pizarraenblanco,2021-03-05T20:08:43.000Z,"conocen el cuento del quinto piso? 
Bueno...  parece que así somos los orientales... IN CRE I BLE!  #noscuidamosentretodos #NosCuidamosJuntos  #UruguaySeVacuna #YoMeVacuno"
Gaston Nicolas Castillo,@GCastillo_uy,2021-03-05T20:07:50.000Z,"Hoy vacunarse es el mejor gesto hacia el/la otro/a que podemos hacer.

Cuando nos corresponda por segmento de riesgo y por recomendación médica lo haremos.

Nos toca ser responsables y cuidarnos entre todos/as. 

¡Vamos que le ganamos! 

#YoMeVacuno"
Cataldito,@aguscata,2021-03-05T20:02:12.000Z,"La baja vacunación muestra, entre otras cosas, que la grieta política que quieren instaurar llega hasta la vacuna. Todo quien politice sobre la vacuna 
 bloqueo. #YoMeVacuno"
L a m a r c e w a l l e s,@MarcelawallesL,2021-03-05T19:54:21.000Z,"Vacuna 
 #YoMeVacuno"
Luciano Paiva C.,@lucianopaivac,2021-03-05T19:53:10.000Z,"Tengo a mi madre en tratamiento por cáncer, de 62 años y no logramos ir al día de la vacunación, que fue el día miércoles pasado, como lo puedo hacer para que tenga su vacuna? Les agradezco mucho la ayuda!!  #Antofagasta #YoMeVacuno #COVID19"
GobiernoAlerta,@GobiernoAlerta,2021-03-05T19:53:02.000Z,"Bio actualizada de 
@saludpublicaes
: ""Cuenta oficial del Gobierno de España con información de interés para la ciudadanía sobre cuestiones de Salud Pública. #YoMeVacuno"""
BrendaAlvarez,@alvabren,2021-03-05T19:19:59.000Z,"Mi papá que no quería vacunarse por tanto fake news acaba de registrarse en 
@EsSaludPeru
. Esto me emociona y me deja más tranquila. Sigamos promoviendo la vacunación en personas adultas mayores. Las vacunas salvan vidas.

#YoMeVacuno"
Tiago Farias,@TiagoFarias65,2021-03-05T19:13:10.000Z,"Oficialmente he recibido la primera dosis de 
@pfizer
 .
#YoMeVacuno"
Pablo D. Dans,@DansPablo,2021-03-05T18:39:38.000Z,"En lugar de #YoMeVacuno, propongo el hashtag alternativo #LlamameMarta."
SC,@SandraC27G,2021-03-05T18:33:34.000Z,"Hoy me vacunaron y les puedo decir que nunca pensé el ""gracias, estaré bien"" , yo solo pensé, gracias Dios, podre atender a mis pacientes, podré ver a mi familia y amigos sin tener miedo de que por mi terminen en una UCI #yomevacuno no por mi, si no por todos ustedes"
Irene Telias Hasson,@IreneTelias,2021-03-05T18:31:00.000Z,"Me da pena el 
@DrEnriqueParis
 perdió su compostura y su dignidad como médico y se convirtió en un títere del 2” piso, #YoMeVacuno"
Luc@s24™,Luc@s24™,2021-03-05T18:22:58.000Z,Listo; 2 dosis #Coronavac de Laboratorio #Sinovac #YoMeVacuno #CoronaVaccine
Xenia Covarrubias,@xeniavcb,2021-03-05T18:14:22.000Z,"En verdad el gobierno piensa que una joven de 23 años tiene más riesgo de enfermar gravemente que una joven de 18 con enf. crónica que en los últimos 6años la ha llevado a estar hospitalizada 12 veces en su mayoría en uci?#YoMeVacuno 
@pdazan
 @DrEnriqueParis
 @sebastianpinera"
Macarena Lizana,@Macalizanach,2021-03-05T18:13:10.000Z,Alguien sabe de algún centro de vacunacion mañana sábado??? #YoMeVacuno
Andrea Tabárez,@AndreaTabarez,2021-03-05T17:48:41.000Z,"Y lloré. Cuando me enteré que vacunaron a quien tanto quiero y que tanto hemos cuidado este año por su riesgo, lloré. La vacuna es el principio del fin para la pandemia en el mundo, y para los uruguayos es mucho más q eso: es tener una causa en común. #yomevacuno #Uruguaysevacuna"
Claudia Radó,@claurado,2021-03-05T17:47:55.000Z,"#YoMeVacuno favor respuesta

Hola buen día. Cómo se procede con los trabajadores de Un centro Visual ? Trabajamos a diario con pacientes que padecen patologías corneales complejas más laboratorio de fabricación, rubro óptica RUT 76080723-0.
No tenemos acceso aún a la vacuna"
Pablo D. Dans,@DansPablo,2021-03-05T17:39:41.000Z,"El 15 de marzo llegan 1.558.000 dosis de la vacuna Sinovac y empieza la vacunación masiva! Vamo arriba!!! Cortemos esta pandemia de una buena vez #YoMeVacuno (al final lo tuve que poner 
)."
España Forever,@MarellaSpain,2021-03-05T17:32:00.000Z,"Si os regalan en otro país una vacuna contra #COVID19 que os permite adquirir el #pasaportecovid para viajar sin problema y poder ver a vuestros familiares, os la pondríais?
#YoMeVacunoSí
No, me esperaría mi turno
1 voto
·
23 horas restantes"
Cristina_RR,@_Cris_20,2021-03-05T17:30:51.000Z,"Bueno, pues aunque ha costado un poco, y me ha dado apuro hacerme la foto de rigor.... ya tengo puesta la primera dosis de vacuna 
y mis dos compis enfermeras también!!! #YoMeVacuno #VacunasCOVID19"
ScarletteJara,@ScarletteJara1,2021-03-05T17:28:16.000Z,"Que hice para tener familia antivacuna...
#YoMeVacuno"
Johan Prada,@Johan_PradaC,2021-03-05T17:25:26.000Z,Uno está tranquilo por fuera pero por dentro está embolsao' #YoMeVacuno
"Foquita leopardo
#Apruebo",@Pudu_28,2021-03-05T16:27:07.000Z,"Vacunada!!! Ahora no me voy a morir 
 #YoMeVacuno"
Carla,@grin_ais,2021-03-05T16:24:21.000Z," Ayer me vacunaron, no del COVID (porque para eso parece que falta mucho) pero sí de la difteria y la hepatitis B. Al menos de algo estoy protegida. Así que pueden ir a su centro de salud más cercano. 
#vacuna #minsa #YoMeVacuno"
Charlie Wheel,@carrue1970,2021-03-05T16:16:24.000Z,"Mis viejos y suegra vacunados 2 dosis.
Primera vez en mis 50 años que siento un retorno a mis #impuestos 
 #YoMeVacuno"
Flora,@floralv85,2021-03-05T16:16:02.000Z,"Me vacune. Me obligan a firmar un consentimiento en que nadie se hace responsable si algo me pasa. Tb dice q la vacunación es voluntaria sin embargo circulan comunicados de anep donde se nos obliga a vacunar, dicho con hermosos eufemismos. 
#YoMeVacuno contra mi voluntad"
Luis Cubilla,@LCubilla10,2021-03-05T16:07:31.000Z,"Muchos se hacen los rebeldes y rechazan la vacunación para demostrar que son libres. Bien que cuando mañana se abran las fronteras y pidan la vacunación para viajar van a salir corriendo a vacunarse.
La libertad es responsabilidad. #UruguaySeVacuna #YoMeVacuno"
Pablo,@pablodmv,2021-03-05T16:04:59.000Z,"Vacunarse no es un acto de solidaridad. Es un acto de responsabilidad individual.Te quieren hacer creer que sos un héroe al mismo tiempo que sacan prestaciones a los que más necesitan. Si querés ser un héroe, sé solidario y ayuda a los más vulnerables. Luchá por ellos #YoMeVacuno"
Lupita,@TipicaLoca,2021-03-05T16:00:25.000Z,"En la AMSJ hubo que contratar personal de apuro porque un piso entero está enfermo de covid. 

VACÚNENSE

#YoMeVacuno, de hecho, espero la segunda dosis."
Martín Bazzino,@mbazzino,2021-03-05T15:59:43.000Z,"Aquí no es un tema de sinovac o pfizer personalmente tengo confianza en  ambas vacunas y me voy a vacunar con la que me designen y el día que me designen , confianza en las vacunas , son, probadas seguras y confiables #YoMeVacuno 
@DrDanielSalinas
 @JoseSatdjian
 @MSPUruguay"
Mónica Cappetta,@MonicaCappetta,2021-03-05T15:59:12.000Z,"Ojala tuviese 55 años!! 
#YoMeVacuno"
Paola Delgado,@abogado_paola,2021-03-05T15:57:28.000Z,"El hipotiroidismo,  tiroiditis de hashimoto  es una enfermedad autoninmune. Se considera crónico para efectos de vacunación por covid 19 ? Alguien sabe. 
@ministeriosalud
 @sebasugarte
 @colmedchile
 @pdazan
 #YoMeVacuno #COVID19 #vacunacion #vacuna"
Xime,@Atrapasilencios,2021-03-05T15:56:27.000Z,"Vine al Pabellón de la Araucanía de Temuco a ver si me vacunaban por tener una enfermedad autoinmune, ¡Y me vacunaron! 
. #YoMeVacuno Cc 
@Seferene"
Gabriela Silva,@teachgab,2021-03-05T15:44:52.000Z,"Primero te militaron el #nohayvacunas  y ahora que llegaron como se dijo, no se quieren vacunar xq no es la que ""prefieren"". No hay cura xra la idiotez...
#YoMeVacuno, ya me di la primera y el 31 la segunda. Cuanto antes debemos salir de esta epidemia maldita!!"
Bettina SC,@la_bettina,2021-03-05T15:39:33.000Z,"#sabremoscumplir agendada . Lunes 8, hora 13y30. #yomevacuno"
¥ubii,@Yubisw,2021-03-05T15:34:54.000Z,"Mi abuela renovó el plan de datos 
, está contenta con su segunda dosis, y yo tranquila. 

#YoMeVacuno."
"ℝ𝕒𝕔𝕙𝕖𝕝 𝕂𝕒𝕣𝕖𝕟 𝔾𝕣𝕖𝕖𝕟
🅐🅟🅡🅤🅔🅑🅞",@trayken2021,2021-03-05T15:30:02.000Z,"Tal vez si hubieran estado vacunando #YoMeVacuno el primer día de clases en cada escuela del país podría haber sido un buen comienzo. Pero no, los niños aun no tienen fecha de vacuna #RegresoAClases #RetornoSeguroAClases2021"
Antonio Yañez Betanzo,@conceantonio,2021-03-05T14:47:31.000Z,"""Elige Vivir Contagiado y Contagiando""
Nuevo Programa de Gobierno...
Todo un éxito!
Aún cuando funcione bastante 
 Mejor el Programa: #YoMeVacuno"
Sonia Rodriguez,@soni_rodri52,2021-03-05T14:41:06.000Z,"Ya estoy agendada, el lunes me vacuno nomas, invito a todos a agendarse
#YoMeVacuno
#UruguaySeVacuna"
Lucero de Vivanco,@sinluz_0,2021-03-05T14:40:56.000Z,"Pucha, desde que comenzó la pandemia en Chile, solo hemos tenido 10 días con mas ""casos diarios"" que hoy.
#YoMeVacuno
#covid"
Andrés Álvarez Piedra.,@Andresalvarezgp,2021-03-05T14:40:00.000Z,"Cuando van a dejar de vacuna oficinistas del ministerio 
@Salud_Ec
  y vacunar a los internos? #YoMeVacuno"
Nacho González,@NacheteGperera,2021-03-05T14:38:10.000Z,"V de Viernes y de Vacuna. ¡Vacunado
!  Gracias a todo el personal sanitario.  #Yomevacuno"
Pelu2881,@OlgaAhumada13,2021-03-05T14:34:36.000Z,"Yo creo que el 
@GobiernodeChile
 me quiere muerta, soy enferma crónica licencias rechazadas #bonocovid rechazado fecha de vacunación postergado con un hijo Asmático Gracias 
@ministeriosalud
 @MinDesarrollo
 @SUSESOChile
 #YoMeVacuno #COVID19 #ContigoCHV #TercerRetiroAfpONoHayVotos"
⚘,@IvetteDePaula1,2021-03-05T14:31:58.000Z,"~Yo no me gua* vacuná’

-Fulgencio: 3 hijos menores de edad y que trabaja como chofer de transporte público, además de tener envejecientes en casa. 
Se le muere un familiar por #COVID19 y dice que los médicos del país no sirven 
 #YoMeVacuno #VacunateRD"
Javu,@javita10,2021-03-05T14:24:54.000Z,"No hay plazo que no se cumpla ni deuda que no se pague , aquí estamos esperando la dosis de vacuna #yomevacuno"
SoyAIvaro,@SoyAIvaro,2021-03-05T14:23:56.000Z,Listo con la segunda dosis de la vacuna #YoMeVacuno 
Carlos Delfino,@CDelfino64,2021-03-05T14:23:24.000Z,Estoy agendado para el lunes 8 primera dosis #YoMeVacuno
Dra. Silvia Zuluaga,@doctorazuluaga,2021-03-05T14:21:13.000Z,"#YoMeVacuno Empiezo el fin de semana con el subidón que da el saber que la semana que viene me vacunan. Gracias 
@comgipuzkoa"
Profarm,@profarmgipuzkoa,2021-03-05T14:16:54.000Z,"Hoy los farmacéuticos comunitarios gipuzkoanos estamos recibiendo las llamadas del 
@GipuzkoaCOF
 para convocarnos para la vacunación. Gracias a tod@s los que lo han hecho posible #YoMeVacuno 
@osakidetzaEJGV"
Ale,@vale1977ale,2021-03-05T14:11:35.000Z,"Pedían las vacunas, llegaron y ahora q sos de los q te toca, no lo haces xq cuestionas la vacuna, cunado nunca lo hiciste; además de que mezclan lo Político... Xq si hubiera sido un gobierno de izquierda ya estaban todos vacunados
 #YoMeVacuno #UruguaySeVacuna"
Camila María,@Camiileiins,2021-03-05T14:01:16.000Z,ME VACUNÉ CTM. CASI LLORO DE LA EMOCIÓN Y DOLOR DEL PINCHAZO. #YoMeVacuno
La Paty de la pipol,@la_tia_paty,2021-03-05T13:46:35.000Z,"Che!!!! Agendense para vacunarse!! Estuvimos todos a los gritos pidiendo vacunas y ahora están.
Es la forma de proteger a los que no se pueden vacunar y de protegernos nosotros.
#YoMeVacuno
#Vacunate
 
Parece mentira que tenga que estar escribiendo esto."
api,@api_playera,2021-03-05T13:45:48.000Z,#YoMeVacuno ya agendada
Gabriella,@Gabriella750222,2021-03-05T13:38:01.000Z,"TODOS ATENTOS A LA NUEVA AGENDA 
@MSPUruguay
 ! 
A VACUNARSE!
#YOMEVACUNO
#YOMEVAVUNOPORVOS
#YOMEVACUNOPORLAPATRIA
098999999 agendate!"
daniel yanibelli,@danielyanibelli,2021-03-05T13:35:00.000Z,"A mis amigos y conocidos entre 55 y 59 años les pido por favor que se agenden para vacunarse hoy se abrió la agenda para esa franja de edad sin importar actividad.
#YoMeVacuno"
Hugo Sosa,@sosareta,2021-03-05T13:34:03.000Z,"Dicen qué hay que convencer gente a que se vacune, yo solo pienso en certificado de vacunación que sea pedido hasta para entrar a una tienda! Vas a ver cómo se convencen, es de entender la lentitud de pensar en la empatia, para varios eso no existe #YoMeVacuno"
daniel yanibelli,@danielyanibelli,2021-03-05T13:32:56.000Z,"Tengo muchos conocidos y amigos que trabajan en la enseñanza, les pido por favor vacunense. 
#YoMeVacuno"
Patricia Noble Lema,@pattynoblelema,2021-03-05T13:29:44.000Z,"#YoMeVacuno 
Ya agendada 8/3"
