,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
71,71,71,Mariana Margulis,@MarianaMarguli1,2021-03-05,es tendencia y me llena de orgullo que los que tenemos entre 55 y 59 anos demos el ejemplo drdanielsalinas,1
72,72,72,Tincho Tejera,@tincho_tejera,2021-03-05,era obvio que varios de los pelotudos que se quejaron por la demora de las vacunas cuando llegaran no iban a ir de manual solo para romper los huevos cuando me toque al toque,1
73,73,73,Paciel Daniela,@PacielDaniela,2021-03-05,no alcanz acon decir querias vacunas aca estan se quiere lograr que la gente se vacune pues campana publicitaria a full referentes que expliquen porque creen en lo que creen y se vacunan,1
74,74,74,@pizarraenblanco,@pizarraenblanco,2021-03-05,conocen el cuento del quinto piso bueno parece que asi somos los orientales in cre i ble,1
75,75,75,Gaston Nicolas Castillo,@GCastillo_uy,2021-03-05,hoy vacunarse es el mejor gesto hacia ella otroa que podemos hacer cuando nos corresponda por segmento de riesgo y por recomendacion medica lo haremos nos toca ser responsables y cuidarnos entre todosas vamos que le ganamos,1
76,76,76,Cataldito,@aguscata,2021-03-05,la baja vacunacion muestra entre otras cosas que la grieta politica que quieren instaurar llega hasta la vacuna todo quien politice sobre la vacuna bloqueo,1
77,77,77,L a m a r c e w a l l e s,@MarcelawallesL,2021-03-05,vacuna,1
78,78,78,Luciano Paiva C.,@lucianopaivac,2021-03-05,tengo a mi madre en tratamiento por cancer de 62 anos y no logramos ir al dia de la vacunacion que fue el dia miercoles pasado como lo puedo hacer para que tenga su vacuna les agradezco mucho la ayuda,1
79,79,79,GobiernoAlerta,@GobiernoAlerta,2021-03-05,bio actualizada de saludpublicaes  cuenta oficial del gobierno de espana con informacion de interes para la ciudadania sobre cuestiones de salud publica ,1
80,80,80,BrendaAlvarez,@alvabren,2021-03-05,mi papa que no queria vacunarse por tanto fake news acaba de registrarse en essaludperu esto me emociona y me deja mas tranquila sigamos promoviendo la vacunacion en personas adultas mayores las vacunas salvan vidas,1
81,81,81,Tiago Farias,@TiagoFarias65,2021-03-05,oficialmente he recibido la primera dosis de pfizer,1
82,82,82,Pablo D. Dans,@DansPablo,2021-03-05,en lugar de propongo el hashtag alternativo,1
83,83,83,SC,@SandraC27G,2021-03-05,hoy me vacunaron y les puedo decir que nunca pense el gracias estare bien yo solo pense gracias dios podre atender a mis pacientes podre ver a mi familia y amigos sin tener miedo de que por mi terminen en una uci no por mi si no por todos ustedes,1
84,84,84,Irene Telias Hasson,@IreneTelias,2021-03-05,me da pena el drenriqueparis perdio su compostura y su dignidad como medico y se convirtio en un titere del 2 piso,1
85,85,85,Luc@s24™,Luc@s24™,2021-03-05,listo 2 dosis de laboratorio,1
86,86,86,Xenia Covarrubias,@xeniavcb,2021-03-05,en verdad el gobierno piensa que una joven de 23 anos tiene mas riesgo de enfermar gravemente que una joven de 18 con enf cronica que en los ultimos 6anos la ha llevado a estar hospitalizada 12 veces en su mayoria en uci pdazan drenriqueparis sebastianpinera,1
87,87,87,Macarena Lizana,@Macalizanach,2021-03-05,alguien sabe de algun centro de vacunacion manana sabado,1
88,88,88,Andrea Tabárez,@AndreaTabarez,2021-03-05,y llore cuando me entere que vacunaron a quien tanto quiero y que tanto hemos cuidado este ano por su riesgo llore la vacuna es el principio del fin para la pandemia en el mundo y para los uruguayos es mucho mas q eso es tener una causa en comun,1
89,89,89,Claudia Radó,@claurado,2021-03-05,favor respuesta hola buen dia como se procede con los trabajadores de un centro visual trabajamos a diario con pacientes que padecen patologias corneales complejas mas laboratorio de fabricacion rubro optica rut 760807230 no tenemos acceso aun a la vacuna,1
90,90,90,Pablo D. Dans,@DansPablo,2021-03-05,el 15 de marzo llegan 1558000 dosis de la vacuna sinovac y empieza la vacunacion masiva vamo arriba cortemos esta pandemia de una buena vez al final lo tuve que poner ,1
91,91,91,España Forever,@MarellaSpain,2021-03-05,si os regalan en otro pais una vacuna contra que os permite adquirir el para viajar sin problema y poder ver a vuestros familiares os la pondriais no me esperaria mi turno 1 voto 23 horas restantes,1
92,92,92,Cristina_RR,@_Cris_20,2021-03-05,bueno pues aunque ha costado un poco y me ha dado apuro hacerme la foto de rigor ya tengo puesta la primera dosis de vacuna y mis dos compis enfermeras tambien,1
93,93,93,ScarletteJara,@ScarletteJara1,2021-03-05,que hice para tener familia antivacuna,1
94,94,94,Johan Prada,@Johan_PradaC,2021-03-05,uno esta tranquilo por fuera pero por dentro esta embolsao,1
95,95,95,"Foquita leopardo
#Apruebo",@Pudu_28,2021-03-05,vacunada ahora no me voy a morir,1
96,96,96,Carla,@grin_ais,2021-03-05,ayer me vacunaron no del covid porque para eso parece que falta mucho pero si de la difteria y la hepatitis b al menos de algo estoy protegida asi que pueden ir a su centro de salud mas cercano,1
97,97,97,Charlie Wheel,@carrue1970,2021-03-05,mis viejos y suegra vacunados 2 dosis primera vez en mis 50 anos que siento un retorno a mis,1
98,98,98,Flora,@floralv85,2021-03-05,me vacune me obligan a firmar un consentimiento en que nadie se hace responsable si algo me pasa tb dice q la vacunacion es voluntaria sin embargo circulan comunicados de anep donde se nos obliga a vacunar dicho con hermosos eufemismos contra mi voluntad,1
99,99,99,Luis Cubilla,@LCubilla10,2021-03-05,muchos se hacen los rebeldes y rechazan la vacunacion para demostrar que son libres bien que cuando manana se abran las fronteras y pidan la vacunacion para viajar van a salir corriendo a vacunarse la libertad es responsabilidad,1
100,100,100,Pablo,@pablodmv,2021-03-05,vacunarse no es un acto de solidaridad es un acto de responsabilidad individualte quieren hacer creer que sos un heroe al mismo tiempo que sacan prestaciones a los que mas necesitan si queres ser un heroe se solidario y ayuda a los mas vulnerables lucha por ellos,1
101,101,101,Lupita,@TipicaLoca,2021-03-05,en la amsj hubo que contratar personal de apuro porque un piso entero esta enfermo de covid vacunense de hecho espero la segunda dosis,1
102,102,102,Martín Bazzino,@mbazzino,2021-03-05,aqui no es un tema de sinovac o pfizer personalmente tengo confianza en ambas vacunas y me voy a vacunar con la que me designen y el dia que me designen confianza en las vacunas son probadas seguras y confiables drdanielsalinas josesatdjian mspuruguay,1
103,103,103,Mónica Cappetta,@MonicaCappetta,2021-03-05,ojala tuviese 55 anos,1
104,104,104,Paola Delgado,@abogado_paola,2021-03-05,el hipotiroidismo tiroiditis de hashimoto es una enfermedad autoninmune se considera cronico para efectos de vacunacion por covid 19 alguien sabe ministeriosalud sebasugarte colmedchile pdazan,1
105,105,105,Xime,@Atrapasilencios,2021-03-05,vine al pabellon de la araucania de temuco a ver si me vacunaban por tener una enfermedad autoinmune y me vacunaron cc seferene,1
106,106,106,Gabriela Silva,@teachgab,2021-03-05,primero te militaron el y ahora que llegaron como se dijo no se quieren vacunar xq no es la que prefieren no hay cura xra la idiotez ya me di la primera y el 31 la segunda cuanto antes debemos salir de esta epidemia maldita,1
107,107,107,Bettina SC,@la_bettina,2021-03-05,agendada lunes 8 hora 13y30,1
108,108,108,¥ubii,@Yubisw,2021-03-05,mi abuela renovo el plan de datos esta contenta con su segunda dosis y yo tranquila,1
109,109,109,"ℝ𝕒𝕔𝕙𝕖𝕝 𝕂𝕒𝕣𝕖𝕟 𝔾𝕣𝕖𝕖𝕟
🅐🅟🅡🅤🅔🅑🅞",@trayken2021,2021-03-05,tal vez si hubieran estado vacunando el primer dia de clases en cada escuela del pais podria haber sido un buen comienzo pero no los ninos aun no tienen fecha de vacuna,1
110,110,110,Antonio Yañez Betanzo,@conceantonio,2021-03-05,elige vivir contagiado y contagiando nuevo programa de gobierno todo un exito aun cuando funcione bastante mejor el programa,1
111,111,111,Sonia Rodriguez,@soni_rodri52,2021-03-05,ya estoy agendada el lunes me vacuno nomas invito a todos a agendarse,1
112,112,112,Lucero de Vivanco,@sinluz_0,2021-03-05,pucha desde que comenzo la pandemia en chile solo hemos tenido 10 dias con mas casos diarios que hoy,1
113,113,113,Andrés Álvarez Piedra.,@Andresalvarezgp,2021-03-05,cuando van a dejar de vacuna oficinistas del ministerio saludec y vacunar a los internos,1
114,114,114,Nacho González,@NacheteGperera,2021-03-05,v de viernes y de vacuna vacunado  gracias a todo el personal sanitario,1
115,115,115,Pelu2881,@OlgaAhumada13,2021-03-05,yo creo que el gobiernodechile me quiere muerta soy enferma cronica licencias rechazadas rechazado fecha de vacunacion postergado con un hijo asmatico gracias ministeriosalud mindesarrollo susesochile,1
116,116,116,⚘,@IvetteDePaula1,2021-03-05,yo no me gua vacuna fulgencio 3 hijos menores de edad y que trabaja como chofer de transporte publico ademas de tener envejecientes en casa se le muere un familiar por y dice que los medicos del pais no sirven,1
117,117,117,Javu,@javita10,2021-03-05,no hay plazo que no se cumpla ni deuda que no se pague aqui estamos esperando la dosis de vacuna,1
118,118,118,SoyAIvaro,@SoyAIvaro,2021-03-05,listo con la segunda dosis de la vacuna,1
119,119,119,Carlos Delfino,@CDelfino64,2021-03-05,estoy agendado para el lunes 8 primera dosis,1
120,120,120,Dra. Silvia Zuluaga,@doctorazuluaga,2021-03-05,empiezo el fin de semana con el subidon que da el saber que la semana que viene me vacunan gracias comgipuzkoa,1
121,121,121,Profarm,@profarmgipuzkoa,2021-03-05,hoy los farmaceuticos comunitarios gipuzkoanos estamos recibiendo las llamadas del gipuzkoacof para convocarnos para la vacunacion gracias a tods los que lo han hecho posible osakidetzaejgv,1
122,122,122,Ale,@vale1977ale,2021-03-05,pedian las vacunas llegaron y ahora q sos de los q te toca no lo haces xq cuestionas la vacuna cunado nunca lo hiciste ademas de que mezclan lo politico xq si hubiera sido un gobierno de izquierda ya estaban todos vacunados,1
123,123,123,Camila María,@Camiileiins,2021-03-05,me vacune ctm casi lloro de la emocion y dolor del pinchazo,1
124,124,124,La Paty de la pipol,@la_tia_paty,2021-03-05,che agendense para vacunarse estuvimos todos a los gritos pidiendo vacunas y ahora estan es la forma de proteger a los que no se pueden vacunar y de protegernos nosotros parece mentira que tenga que estar escribiendo esto,1
125,125,125,api,@api_playera,2021-03-05,ya agendada,1
126,126,126,Gabriella,@Gabriella750222,2021-03-05,todos atentos a la nueva agenda mspuruguay  a vacunarse 098999999 agendate,1
127,127,127,daniel yanibelli,@danielyanibelli,2021-03-05,a mis amigos y conocidos entre 55 y 59 anos les pido por favor que se agenden para vacunarse hoy se abrio la agenda para esa franja de edad sin importar actividad,1
128,128,128,Hugo Sosa,@sosareta,2021-03-05,dicen que hay que convencer gente a que se vacune yo solo pienso en certificado de vacunacion que sea pedido hasta para entrar a una tienda vas a ver como se convencen es de entender la lentitud de pensar en la empatia para varios eso no existe,1
129,129,129,daniel yanibelli,@danielyanibelli,2021-03-05,tengo muchos conocidos y amigos que trabajan en la ensenanza les pido por favor vacunense,1
130,130,130,Patricia Noble Lema,@pattynoblelema,2021-03-05,ya agendada 83,1
131,131,131,Marta Izquierdo,@martaizquierd,2021-03-05,con astrazeneca en el cuerpo ya ser parte de la solucion y no del problema,1
132,132,132,Daneou,@Daneou_,2021-03-05,llego la etapa de vacunacion para los jovenes de 18 anos es momento de vacunarnos amazonas,1
133,133,133,Verdadera Alegría,@VerdaderaAlegr1,2021-03-05,felizmente agendada para vacunarme vamoooo uruguay,1
134,134,134,Ò•••hp,@o_hhpp,2021-03-05,esperando los sintomas del 5g,1
135,135,135,JP OLIVIERI BONINO,@jolivieribonino,2021-03-05,acabo de agendar a mi padre para vacunarse contra el covid19 feliz por nosotros feliz por el,1
136,136,136,Dave Ortgui,@dortega_g,2021-03-05,pues aqui uno vacunado ya noto como el wifi llega mejor,1
137,137,137,Municipalidad de San Miguel,@Muni_San_Miguel,2021-03-05,trasplantados cancer en tratamiento y enfermedades autoinmune  18 anos segundas dosis segun indique carnet de vacunacion use su mascarilla presente su cedula de identidad o pasaporte alcaldesanhueza,1
138,138,138,marievitale,@marievitale2,2021-03-05,el 8 de marzo dia de la mujer me dare la primera dosis de la vacuna primero la salud de todos los uruguayos podemos,1
139,139,139,Fernando Pena #YoMeVacuno #YoMeQuedoEnCasa,@fpenafotografo,2021-03-05,hoy me vacuno desde el momento que me avisaron que estaba habilitado fue un festejo soy paciente renal y me juego la vida en esto por favor vacunate,1
140,140,140,Alejandro Collazo,@candrocollazo,2021-03-05,agendado lunes 8 de marzo hora 1330,1
141,141,141,Adriana Troccoli Garcia,@AdrianaTroccoli,2021-03-05,brillante la pagina web del mspuruguay para agendar,1
142,142,142,Natalia Venegas Valdeavellado,@MerlinaIsAVamp,2021-03-05,alguien sabe si para la segunda dosis de la vacuna es necesario el periodo de observacion la prox semana mi abuela tiene su 2da dosis mi mama tiene si 1ra vacuna y queremos organizarnos bien ya que la idea es exponer lo menos posible a mi abuela,1
143,143,143,Ghule87,@danita_hirasawa,2021-03-05,podrian decir si es que los asmaticos debemos ir a vacunarnos desde el lunes los diabeticos tambien,1
144,144,144,Pablo Ordóñez,@PabloOrdonez50,2021-03-05,ya agende dia y hora para la vacuna contra el covid19 el proximo lunes 8 recibire la primera dosis y el 5 de abril la segunda en el hospital britanico lo hago por mi mi familia mis amigos y por todos,1
145,145,145,ℬ,@Beittta_,2021-03-05,vacuna covid,1
146,146,146,h daniel garcia,@hdanielge,2021-03-05,tu solicitud de agenda para vacunacion covid 19 se ha registrado de forma exitosa agenda asignada primera dosis 08032021  1200 segunda dosis 05042021  1200 vacunatorio ambas dosis maldonado  campus puesto,1
147,147,147,Federico Bacalini,@FBacalini,2021-03-05,feliz rumbo al centro de vacunacion y que mejor que me toque en sadopmdp  adridonzelli,1
148,148,148,Alfredo Toker,@AlfredoToker2,2021-03-05,sin salud no hay economia,1
149,149,149,Victoria Adami #9720,@vadamig,2021-03-05,agendada  por respeto a los q murieron x sus familias por los q sufren la enfermedad para evitar que se siga propagando el virus y por nuestro pais,1
150,150,150,María José,@mariajo_nh,2021-03-05,primera dosis de la vacuna puesta,1
151,151,151,eduardo katz oltarz,@edukatzoltarz,2021-03-05,por tipor los tuyospor todosdebemos vacunarnos de esta pandemia salimos entre todos muy feliz viernes para todos y a disfrutar del findeeeee,1
152,152,152,Dialisis Peritoneal,@dialisis_p,2021-03-05,tras 12h de los sintomas son dolor de brazo y suenoaunque tal vez sea del madrugon de ayer ni fiebre ni nada importante,1
153,153,153,Lilia,@Liliaalvme,2021-03-05,viernes y no es un viernes cualquiera astrazeneca nos vemos esta tarde,1
154,154,154,Mamadoc,@Mamidoc43,2021-03-05,hoy vamos por la segunda dosis de la vacuna dios quiera que sea el principio del fin,1
155,155,155,FUENSANTA GÓMEZ,@fuensantagg73,2021-03-05,ves a tu amiga enfermera tu amiga de tu tierra con la que compartiste dias de practicas de estudiante y anos de trabajo despues piensas que llevas un ano sin verla ya estamos vacunadas y esta mierda se acaba la abrazas y te echas a llorar por todo,1
156,156,156,Jackie B.B.,@JackieBB9,2021-03-05,feliz el lunes de manana y la proxima el 4 de abrilfeliz por mi y por todos gracias drdanielsalinas luislacallepou y todo el equipo de gobiernogrs cohenengelman en uda todo el gachgrs ipmontevideo udelaruy y a todos los q se pusieron el pais al hombro,1
157,157,157,Marcelo de la Fuente,@MarcelodelaF,2021-03-05,soy 55 y 59 y ya me agende para vacunarme el lunes tarde menos de medio minuto por wazzup al 098 999999 con la que me toque y cuando me toque,1
158,158,158,Alcaldía de Medellín,@AlcaldiadeMed,2021-03-05,medellin sigue floreciendo la primavera llego  asi va el plan de vacunacion en nuestra ciudad  hoy fueron suministradas 142 dosis sinovac a personas mayores llegando a la meta de 1535 vacunas aplicadas en centros geriatricos,1
159,159,159,Gabales,@gabbales,2021-03-05,han pasado mas de 48 horas desde que me vacune y no me he convertido en lagarto ni me ha salido un tercer ojo ni siquiera me detectaron el microchip un fiasco pero de algo estoy seguro y es que la unica manera de salir de esto es colaborando entre todos,1
160,160,160,Matlab,@MatLabPer,2021-03-05,faltan solo 3 dias para poder vacunar su primera dosis a todos los miembros de mesa ,1
161,161,161,Verónica Pérez Papadopulos,@Veroperezpap,2021-03-05,que vacuna darte la que tengas disponible en el momento que te toque esa es la mejor vacuna todas previenen con alta efectividad enfermedad grave y muerte por uno por su familia por la comunidad por todos,1
162,162,162,Pancho_WHO,@Pancho_Who,2021-03-05,jajajaja han visto los covidiotas mostrando el carnet de la vacuna como que fuera un logro el logro sera si no se enferman de otra cosa con esa vacuna,1
163,163,163,Ismael Burone,@iburone,2021-03-05,creo que la vacuna que precisan muchos es la vacuna del sentido comun con una pizca de empatia vacunate aunque te caiga en turismo despues puede ser demasiado tarde,1
164,164,164,Francisca Lira,@franlira_cl,2021-03-05,hoy vi a mi abuela de 97 anos despues de un ano como siempre de punta en blanco y con su pelo perfecto sus dos dosis de vacuna listas,1
165,165,165,plopp,@PilarLopMont,2021-03-05,como si me hubieran pasado 3 camiones por encima me duelen todas las articulaciones y la fiebre no para de subir aun asi pienso que va a merecer la pena,1
166,166,166,Ana Cencio,@germinadora,2021-03-05,crei que era un sueno pero no estoy en el grupo de personas para agendarse manana cualquier persona de entre de entre esta bien no le tengan miedo 55 y 59 anos alla ire con mis 58 primaveras por aquellos a los que todavia no les toca por mi por todos,1
167,167,167,Camilo Anjari G,@delaluna_7,2021-03-04,hueon me duele todo el cuerpo y el brazo culiao llevo horas asi y en la tarde me dio fiebre pero muy leve pero el dolor del cuerpo llega a ser molestoso,1
