,Unnamed: 0,Nombre de usuario,Usuario,Fecha,Texto
3852,3852,Tapones de punta,@Taponesdepunta2,2020-11-03,si vacuna rusa sere parte fase 3 sigo cuidando tiempo mas espero haga seriamente
3853,3853,Carlie,@Carlipelli,2020-11-03,si primero vacunen presis
3854,3854,Vanesa Romano,@vaneromano77,2020-11-03,horrorizan alberto trae vacuna rusia va vacunarse apoyaron funcionarios pedian confianza pais tenian guita afuera confiaban pais
3855,3855,Jorge,@Jorge00623679,2020-11-03,uds anticuarentena mario pereyra recuerdan tendran derecho vacunarse encierrense contagiarse tambien ser vectores olas contagio entra suncerebros cabezas termo
3856,3856,Florencia Lico,@FlorenciaLico,2020-11-03,ok mas
3857,3857,Tía Úrsula,@antyUrsula,2020-11-03,consulta abogados puede presentarse amparo obliguen vacunarse digo estan hablando hacerla obligatoria confio
3858,3858,#queGobiernodeMierda,@renata_jons,2020-11-03,provacuna conejillo india
3859,3859,Mary Lepez,@EstherLepez,2020-11-03,paso vida sido sencillo pudo ser mejor peor diferencia otrosis decisiones regido destino pais dependido bienestar alguien luego trabajar toda vida fin jubilo
3860,3860,Rossana Tacler,@RTacler,2020-11-03,impresionante cada cosa tenes leer
3861,3861,José Luis.,@JoseLuDaCosta,2020-11-03,vacuna existe ninguna aprobada dejen mentir siempre quedo iban elaborar conjuntamente zurdo lopez obrador toda pantalla gorda paseo europa paso rusia dibujarla
3862,3862,adelaida,@adelaid15580411,2020-11-03,x ir banderazo murio solo triste tirado sillon pajaro mal agero putes gorilas siempre haciendo troll poder comprar pan
3863,3863,Iván Presumido,@Presu_PR,2020-11-03,consigna medieval conocimiento cientifico siempre prevalece aun epoca opiniones valen mas verdades vacunense cuidense uds mismos
3864,3864,Alan Herrera,@Alan34O,2020-11-03,ojala caguen muriendo corazon digo
3865,3865,SoLeJaure,@solejaure,2020-11-03,periodo observacion efectos adversos solo 42 dias vacunen primero politicos presos demuestren efectividad inocuidad largo plazo
3866,3866,Gonzalo Lozano,@gmlozano1988,2020-11-03,vacuno alberto ano
3867,3867,jose,@jose20161123,2020-11-03,alberto vacuno octubre giles
3868,3868,Nancy N,@nilnan,2020-11-03,vacuna aprobado demagogia permanente comemos vidrio queremos vacuna segura rusa inglesa fernandez comercialice aun aprobada vacunese ud gabinete despues seguimos
3869,3869,EnvraInProcess,@MuriaticaMente,2020-11-03,daria experimental enfermedad supervivencia 99 gatos
3870,3870,SoLeJaure,@solejaure,2020-11-03,demuestren efectividad inocuidad largo plazo
3871,3871,Jorge Ξncina™,@jorgeencina,2020-11-03,constante determina logica militantes vacunados octubre 2019
3872,3872,Claudio Rofrano,@ClauRofrano,2020-11-03,tampoco
3873,3873,adelaida,@adelaid15580411,2020-11-03,q gato regrese urgente oro q dio inglaterra forro accardi padre murio troll viejo ir banderaso covid encontro
3874,3874,Andrea Picón,@andrepicon,2020-11-03,serio van poner vacuna avalada tipo alteraba medicamentos oncologicos
3875,3875,Axel_damian,@AxelBalmaceda2,2020-11-03,palos
3876,3876,andreaveronicagomez,@andreludan,2020-11-03,puede salir convenio hecho cfk bueno verdad vamos directo comunismo aclaro antivacunaspero covidni locaescuchen dra brandolino barrientos dra bruno
3877,3877,adelaida,@adelaid15580411,2020-11-03,culo roto x macri ladron mentiroso estafador narco pedofilo verdad ganamos elecciones peronistas kichrnerista cristinista albertista bravoooooo sere 1ra vacunarme ok
3878,3878,NietoschkaNezvanova,@SritaNezvanova,2020-11-03,desperte vi quiero morir
3879,3879,Pia Miranda,@cpmisoria,2020-11-03,10 vacunan viene segunda hola elecciones legislativas disminuye 25 votantes pro
3880,3880,Fabiana orcajada,@OrcajadaFabiana,2020-11-03,pregunto telefe pelotudos medico explica sabe contiene solo adenovirus a5 a25 organica privada monos fase 3 probada argentina ver saber si da resultado
3881,3881,MiLataConPiolin,@MiLataConPiolin,2020-11-03,vamo terminar gritando lugar viva viva koba
3882,3882,Karina,@Karina02720652,2020-11-03,anti vacunas
3883,3883,andreaveronicagomez,@andreludan,2020-11-03,dan europeos estan tannnn graves segunda ola despertemos
3884,3884,Lord Vader,@mantisreligioso,2020-11-03,recordatorio 2 politicos enemigos
3885,3885,Lord Vader,@mantisreligioso,2020-11-03,recordatorio 1 vacunarse
3886,3886,cande,@iBKUG0U,2020-11-03,peor va pasar capaz volves fan urss
3887,3887,El Benandante,@Benandante1,2020-11-03,sputnik v nombre cargado ideologia propaganda imaginate oxford llame falklands eeuu llame backyard bueno mismo
3888,3888,BOQUI,@BOQUI43694460,2020-11-03,si vacuna sido probada responde pandemia creo vacunarse unica solucion
3889,3889,Ｃａｒｌｏｔａ,@_HeyJude_19,2020-11-03,deberian vacunarse primero gabinete 444 ministro salud 185 politicos 37 sindicalistas 0 27 votos resultados finales
3890,3890,Julio longo,@Juliolongo9,2020-11-03,morite puta q t pario
3891,3891,Paula Grimald,@paulagrimald,2020-11-03,ivana nadal haciendose guru mas tendencia corranse estan gobernando che
3892,3892,Mimi.,@Miiimi_x_x,2020-11-03,argentinos mas economicos monosasi venga prueba jajajaja veganos reclamarian x
3893,3893,Mimi.,@Miiimi_x_x,2020-11-03,vacunen presos primeros si buenadespues pueblo
3894,3894,Mimi.,@Miiimi_x_x,2020-11-03,vacunen presos primeros
3895,3895,juls.,@flawlessbu,2020-11-03,mas espero exigen vacunarse despues anden ocupando camas terapia intensiva personas podrian usar corta
3896,3896,Alepla,@Planmar61,2020-11-03,si pasan mintiendo dicen aca haceme caso sali rajando
3897,3897,El Benandante,@Benandante1,2020-11-03,organizacion rusa derechos animales celebra decision suspender ensayos monos continuarlos argentinos
3898,3898,va lentin,@adorniconGorra,2020-11-03,querido alberte jajaja estan primero ustedes ah vacuns rusa usan prueba mas vsle 25 mill dosos votantes choripan
3899,3899,Luxhia,@noitsdenise,2020-11-03,tendencia jajaja favor hagan hacen favor enorme
3900,3900,@DamianDiaz,@DamianDiaz,2020-11-03,cuanta ignorancia vacunes ahhh firma declaracion jurada negas vacunarte listo felices gorilas pelotudos
3901,3901,Lila,@Lila12146085,2020-11-03,si gobierno serio confiable estariamos pensando tema creemos mayoria dos dedos frente decimos vacuna
3902,3902,Dr. Pachuli,@PachuliDr,2020-11-03,perfecto vacunen menos votos pro octubre
3903,3903,17AJuanaParkes,@juanaparkes,2020-11-03,creo venga rusia tampoco cuba venezuela menos acordado gobierno
3904,3904,Matt,@MaatiEzee,2020-11-03,sinceramente vacuno efectos secundarios malignos organismo
3905,3905,"Odin, Padre de Todo",@GranMx,2020-11-03,creador imposible virus llegue agentina llega creo cuarentena sido tan larga
3906,3906,VICTORIA,@vickyjunquera,2020-11-03,si
3907,3907,adelaida,@adelaid15580411,2020-11-03,envidia d color verde afata burro comio si quieren morir alla ustedes si pienso vacunar jajajajajaja
3908,3908,defensa y justicia,@nortesj1,2020-11-03,cumplio protocolos altera adn
3909,3909,Julius,@Julius16445255,2020-11-03,mas claro gobierno importa gente querer inyectar 25000000 argentinos vacuna rusa aun probada estovos vas dar
3910,3910,Martin Suárez,@martinlsuarez,2020-11-03,locoooo
3911,3911,17AJuanaParkes,@juanaparkes,2020-11-03,vos primero senor
3912,3912,HSCOT,@Hscot744,2020-11-03,fabricando vacuna argentinos argentinas vamos comprar rusosque todavia estan fase 2
3913,3913,Raul Andres,@rad1011,2020-11-03,parece vacuna be ser obligatoria si viajar subir aun avion micro hotel ingresar ciudad teatro recital restaurante etc etc presentar constancia vacunacion punto podes caminar calle libertad vacuna
3914,3914,adelaida,@adelaid15580411,2020-11-03,poronga q venga bien cabio gorilas gorilones si vacuno si vacuno si vacuno
3915,3915,Rossana y Nur,@rossanacaballe1,2020-11-03,buenos dias gente linda hermoso dia
3916,3916,Laguertta2,@retirada19,2020-11-03,peor mediante coaccion vacunen gente salud policias primero
3917,3917,Victor Echegaray,@VictorEchegara6,2020-11-03,vacunen todas lacras estan detras negiciado recien ahi
3918,3918,cledy,@CledyClaicu,2020-11-03,deberiamos hacer lista deben vacunar primero ver onda brieva echarri tinelli maradona donda
3919,3919,La tostada de Manchitas,@jimenegraroldan,2020-11-03,vacuna origen ruso zapatilla barata cosida esclavo bangladesh siii
3920,3920,#QueLaGenteCrea,@RiverPlate3G,2020-11-03,trolls mas boludos mundo hacen tendencia perfecto nadie obliga imbecil mas vacunas gente bien gracias
3921,3921,grace,@grabeacalli,2020-11-03,serio instalaron gente masticaron estan peor suponia sale vacuna pongo 2 brazos marzo doy beso viejos
3922,3922,Mauroxdios,@mauroxdios,2020-11-03,si nota vacunaron nunca
3923,3923,"voice: zero: lis.
YEOSANG MC ¡!",@hwabxby,2020-11-03,xfa vacunen asi mueren ahorran sigan reproduciendo
3924,3924,El REBUscado,@MatiRebu,2020-11-03,mas confianza peso argentino vacuna rusa
3925,3925,Cristina,@crisluz16,2020-11-03,vos
3926,3926,Roxanne alias Bobby,@Neptunogirl16,2020-11-03,dicen van ser primeros ir vacunarse asi puertas afuera revolucionarios primeros pensar vacunarse irse jodita pongo firma
3927,3927,Nico Rostagno,@Nico_Balu,2020-11-03,ojala pronto salga vacuna varias fase 3 si q llegue argentina gobierno acordo tener producir mas importantes si anda saber fin ano va rusa
3928,3928,"Soy Ana -
de MDQ",@AnaConUstedes,2020-11-03,dijo alberto 1ro peronia va vacunar pq prefiere q hagan medicos enfermeras etc q aunq corresponde hacerlo presidente ponele piensa argentinos zorro
3929,3929,Pao,@paoluzzi,2020-11-03,vos
3930,3930,Roberto Mussodorni,@mussodorni,2020-11-03,vacunacion sera deseada sera chistoso robarle slogans zurdos jaja
3931,3931,# 41% arquiCordoba,@ARQUICORDOBA,2020-11-03,apuesto q movida vacuna rusa tapar cosa etc ojo asi funcion monjeoscuro arma
3932,3932,Verónica Osso,@VeronicaOsso,2020-11-03,mayoria quiere vacunar
3933,3933,La Espartana,@VerytoDeSparta,2020-11-03,q vacunen estupidos q votaron asesinos grandes universidades niegan existencia vacuna q efectiva porq mier van experimentar q diga sr presidente q obtuvo cambio
3934,3934,BOCALIVE3,@bocalive3,2020-11-03,cobayo nadie
3935,3935,René Serrano,@RallySp0rts,2020-11-03,celebran diciembre vacuna tranki marzo vienen vacunando aqui tamos vite
3936,3936,Su DB,@susiheidi,2020-11-03,buen dia vacuna rusa
3937,3937,El Benandante,@Benandante1,2020-11-03,cualquier pais oposicion habria pedido investigacion negociaciones ocultas comprar vacuna ningun aval cientifico
3938,3938,tomāo,@TomasGeist_,2020-11-03,pedo primero pongan zurdos si mutan geneticamente ahi voy
3939,3939,Enanita2015,@AMLoums,2020-11-03,hoy oportunidad cambiar futuro mas af cfk ak mk sc nk ed etc si queremos politicos dignos decentes responsables comprometidos presenten ddjj curren mientan cuiden trabajen resuelvan
3940,3940,La tostada de Manchitas,@jimenegraroldan,2020-11-03,creen guerra fria pelicula indiana jonesque pesados rusos
3941,3941,Marco Aquino,@marcofaquino,2020-11-03,antecedente uso mas importante vacuna rusa seria aplicacion venezuela saca propias conclusiones confiable puede ser
3942,3942,Patricio Gentilini,@Pato_Gentilini,2020-11-03,television periodistas pelean quieren vacuna inglesa rusa muchachos ninguna dos
3943,3943,Un Pibe Que Opina,@unpibequeopina,2020-11-03,gente tan boluda si existe vacuna hecha cientificos importar ideologia terminar fase iii quieren hacer comunistas
3944,3944,Belu Neanderthal,@nofknusername,2020-11-03,imagino toda progresia argenta kakarulaje indomito ira alegremente vacunarse
3945,3945,Dany,@reglapunta,2020-11-03,alverso orden porota campora tomo decision paso nefasto solo confirma manda gobierno demas mas
3946,3946,Amy,@kawaytsu,2020-11-03,fase 3 usando pais entero gracias voy esperar
3947,3947,Paga,@Pagatilt,2020-11-03,turbio frente vacunas q informan claramente bueno malo bajo halo desinformacion x politica si cubana venezuela siguen pasos dan informes correspondientes tendria problema
3948,3948,*•.¸♡ PAU ♡¸.•*,@Pau_li_92723,2020-11-03,resulta ahora quieren aplicar vacuna rusa probada pais ejemplo mundo controlo pandemia prevenir virus china aca iba llegar sigan improvisando
3949,3949,Lalo Landa,@Amantedlcomida4,2020-11-03,si quieren probar estan presos
3950,3950,Luciana,@luchikiyoko,2020-11-03,llegue vacuna obveo llega
3951,3951,Adriana Barber,@Adriana80855844,2020-11-03,antivacuna derecho hacerlo
3952,3952,Mario,@mariofilaccio,2020-11-03,alberto dice ambas dosis vacunas hace seria gozar privilegio pueblo hijo puta cada dia supera
3953,3953,Dammy Fernandez,@Dammyfer,2020-11-03,odio politica turno puede mas querer abrazar seres queridos aparecen
3954,3954,maria elena,@pomelo202,2020-11-03,optativo
3955,3955,"moderada ly, las pelotas, me harte, cabrones!",@moderadaLy,2020-11-03,pedo
3956,3956,Dany,@reglapunta,2020-11-03,compartieron mundo especificaciones ser aprobadaestan fase 2 medicos rusos negaron ponersela precio sabe aplacar desastre salud generaron compran millones dosisyo ojo eh pongo pedo
3957,3957,Alan Robinson,@AlanRobinsonOk,2020-11-03,puedo comprender quieren vacunar puedo comprender necesitan escribirlo twitter enteren seguidores creen publicar asi forma resistencia politica salgo asombro
3958,3958,Andrea,@andrea_jbf,2020-11-03,vacuna rusa vas meter tuje alberto nadie cree nadie dos dedos frente pondria probado
3959,3959,LLLeo (לאו),@SoyLeoL,2020-11-03,dale veni obligame aplicarme vacuna proba
3960,3960,Fernamhaim - [Yo no voté chorros K],@tresher2,2020-11-03,mierda van comprar millones dosis vacuna aun aprobada
3961,3961,Verónica Osso,@VeronicaOsso,2020-11-03,semana pasada aprobo congreso confidencialidad componentes vacuna inmunidad legallos laboratorios van hacer cargo efectos adversos vacuna ahora quieren vacunar masivamente planeado
3962,3962,Marcelo Bergm,@MarceloBergm,2020-11-03,borracho
3963,3963,G.,@xulixol,2020-11-03,estw hashtag ver dicen encontre comunidad mogolicos si saben estan obligados vacunarse si vacunaron enfermedades reputa vida
3964,3964,Hipatía,@GabySmolskiOdeh,2020-11-03,cristina negocio rusos ahora toca designado comunicar presidente hizo negocio millonario recibio dinero designado va comprar estupidos van vacunarse cristina cada vez mas millonaria ganado cada vez mas estupido
3965,3965,flor,@florenciade1987,2020-11-03,empiecen gobierno
3966,3966,Carlitos,@carlitosralarc1,2020-11-03,vos
3967,3967,Naomi,@granoefer1956,2020-11-03,pedo
3968,3968,Juan Samarás,@juan_samaras,2020-11-03,deberian hacer registro vacunados vacunados saber cuantas personas realmente quieren vacuna claro antivacuna lleguen van final fila pienselo
3969,3969,UnNegroDePorAhi,@twittonyourface,2020-11-03,pelotudos favor vacuna ve poca memoria acuerdan paso primeras dosis h1n1
3970,3970,"Campeón de América
9/12",@Victor_RIVERR,2020-11-03,pelotudos
3971,3971,Carvajal amigo,@cubanoslejos,2020-11-03,si vacuna rusia aumenta enfermo pais presidente maneja bunker
3972,3972,Juan Samarás,@juan_samaras,2020-11-03,hoy dicen despues creme vacune van quejar gobierno provee suficientes
3973,3973,Silvia,@scr_78,2020-11-03,viene vacunando peronismo hace anosmira si vamos sobrevivir vacuna rusa
3974,3974,Diego M. Dominguez,@diegoPomelo,2020-11-03,2021 veran
3975,3975,Yo Marcos,@MARCANTONACCIO,2020-11-03,paises primer mundo aun siguen haciendo pruebas compro 25 millones empiecen vacunar campora ccc cgt gabinete diputados senadores luego vemos
3976,3976,Elva Taton,@elvataton,2020-11-03,solo votantes kirchneristas creen cuestion ideologica entienden estan probados eficacia efectos adversos capaz solucion sacar pais adelante vacuna dando cuenta
3977,3977,Juan Pablo,@JuanPab44360767,2020-11-03,vacune senado gobierno cientificos pro cuarentena alverso chorra asesina vicepresidenta despues 1 2 anos vemos
3978,3978,Eliseo,@ReEliseo,2020-11-03,vacunarte vacuna rusa cuis quiso dar tan idiota ser antivacunas resto vacunas probadamente exitosas
3979,3979,Marye AntiK,@MaryeToninaok,2020-11-03,buen dia gente excelente martes
3980,3980,Damian Orona,@Damiro62,2020-11-03,conmigo cuenten raton laboratorio ruso vacunate vos cfk
3981,3981,Lulago,@LucianaGo7,2020-11-03,ahora arte magia aparecio ratas laboratorio
3982,3982,Lamonitorepublicana,@Lamonitorepubl1,2020-11-03,cobayo pelotas conmigo hijo cris vacune nietos
3983,3983,Wayward Bum,@MusicLoverBum,2020-11-03,gusta hash podemos identificar va morir casualmente derecha asi argentina va hacer linda limpieza pelotudos hijos puta
3984,3984,AureF87,@AureF87,2020-11-03,voy poner vacuna dudosa procedencia vayan militantes enfilandose encanta ser idiotas utiles turno
3985,3985,anti,@Neri18110294,2020-11-03,primero ibamos producir vacuna mas tarde habia mejor vacuna oxford repente viaje secreto vizzotti rusia ver onda terminamos comprandoles vacuna casi testeada bautizaron vacuna sputnik v
3986,3986,anti,@Neri18110294,2020-11-03,gines gonzalez garcia todas dos dosis ahora decimos numeros dividir dos 25 millones serian vacunas doce millones personas entrada roban 1 millon
3987,3987,EzE,@Ezequie28330501,2020-11-03,van meter vacunas orto muchachos vengan vengan
3988,3988,Ricardo Roson,@roson_ricardo,2020-11-03,centro vacunacion sera congreso nacion 2do quinta olivos
3989,3989,La embelequera gorila,@LEmbelequera,2020-11-03,paso cuerpa decision deberiamos aplicar mismo principio tipica doble vara moral discursiva peronchismo
3990,3990,La embelequera gorila,@LEmbelequera,2020-11-03,cuento ley 27491 va ser obligatorio vacunarse segun establezca autoridad aplicacion gines quedaremos todes pelotudes comunistas
3991,3991,Eleanor Abernathy,@elealbernathy,2020-11-03,lado gobierno apuro informar compra vacuna fase 3 completada va noviembre lado lobby sistematico hace gente quiera vacunarse informacion unico pretexto rechazo ideologico
3992,3992,Polyetileno5,@polyetileno5,2020-11-03,pedo dejo inyectar banda delincuentes hijosdeunagranputa
3993,3993,La Meritocrata,@LaMeritocrata,2020-11-03,limites cosa robar vienen robando politicos argentinos hace anos sobreprecios alimentos pobres obras publicas etc etc cosa robar vendiendo argentinos conejillos indias
3994,3994,susy,@susolsecreta,2020-11-03,cuantos vacunaran
3995,3995,NICO FERRARISTA,@NGutierrez0,2020-11-03,mejor menos pelotudos siempre pasa pais dara gratuitamente ustedes terminaran aplicandocela seguiran diciendo estupideces
3996,3996,ℕ𝕀ℂ𝕆𝕏𝕏𝕎𝔼𝔹,@nicoxxweb,2020-11-03,nose si joda leyendo pandemia volvio mas boldos peor gente cree unicos hamsters ustedes medios desinforman simbran miedoellos ganan
3997,3997,Abismal,@Alex086327,2020-11-03,vacuna componentes transgenicos hijos puta preocupa sobrepoblacion quieren esterilizar quieren aduenar cuerpo
3998,3998,damián,@dem_rawr,2020-11-03,bueno entonces morite rompas pelotas
3999,3999,Nonnorobert,@robmartucci,2020-11-03,quede claro aparecieron vacunas di todas antivacunas dicho menos conejito indias preguntaron paises ricos previsto aplicarlas dentro varios meses privilegiados
4000,4000,Shoavast Free Antivirus,@JoaBaa,2020-11-03,ligera ligerisima sospecha grueso gente usa ambos igual and its not coincidence
4001,4001,Maby,@Mimarcaregistra,2020-11-03,llamo laika
4002,4002,male,@malezavala,2020-11-03,vacunas todavia generado menos ano quieren sacar covid ahi das cuenta cantidad intereses politicos economicos detras
4003,4003,Rodrigo Fraga,@franylavida,2020-11-03,cedo completamente dosis politicos artistas militantes gobierno anterior total si vacuno muero problema mio arriesgo nadie contagiarse total van supervacunados disfruten vacuna
4004,4004,Juane,@Juane_Siviero,2020-11-03,vacunes re puta pario pija importa opinion
4005,4005,aguz,@KINDARARE_,2020-11-03,xq falla cerebro
4006,4006,Esteban camboya,@CamboyaD,2020-11-03,gran mayoria tuitea van ser primeros hacer fila vacunarse despues salir decir vacuno pienso hacer jaja creen mas falsos abrazo suegra
4007,4007,Mr. Opinion,@mropinionarg,2020-11-03,gobierno cree nadie solo kabezas termo peeedoooo
4008,4008,Cuervofra,@cuervoefra,2020-11-03,primero peronchosdespues vemos
4009,4009,Edidk,@Edid31659953,2020-11-03,cualquier cosa diga gobierno van hacer contrario aunque ello vaya vida va ser aburrido tener pelear
4010,4010,Nehuen Borysewicz,@NehuenBory,2020-11-03,ningun organismo salud aprobo vacuna saltearon fases voy cumplir funcion rata laboratorio comunista
4011,4011,Fidel Chena,@Fidel_Chena,2020-11-03,q quieren vacunar mas q quieren ir pais pronto estara mejor
4012,4012,Edidk,@Edid31659953,2020-11-03,acuna llama sputnik k
4013,4013,🅒🅞🅡🅐,@dogsfdmk,2020-11-03,si pones vacuna putin quedas fabiola estanislao
4014,4014,Edidk,@Edid31659953,2020-11-03,si vacuno quisiera alcance votamos gobierno asi si quieren vacunarse rusa entiendo
4015,4015,Alejandro,@Alejandrosfe,2020-11-03,vancunen politicos primero ahi suerte vacuna inyecta honestidad amor patria mejor ahi mueren buen comienzo
4016,4016,matias tarnovsky,@matiastarnovsky,2020-11-03,pedo ahora si peronchos kirchneristas quieren hacerlo bienvenido
4017,4017,PSY.,@pizzafria4,2020-11-03,si invirtieran ciencia verdad seriamos vacunados conicet presta choreo
4018,4018,Lilucha,@Lilucha_I,2020-11-03,primero deben vacunarse promueven vacuna si rusa si sale bien comprometo hacerlo dentro 10 anos
4019,4019,ANDY NEWMAR,@The_OldCatWoman,2020-11-03,locaaanada q venga mano gobiernopuede ser bueno seguroy menos alianza rusia
4020,4020,ANDY NEWMAR,@The_OldCatWoman,2020-11-03,quieren inocular comunismo
4021,4021,"Jonathan
#DesobedienciaCivil",@Jonna_Ortega77,2020-11-03,obvio q nadie
4022,4022,nata 41 %,@natalia99737695,2020-11-03,tampoco hijos menos libertad
4023,4023,Leandro Diaz,@leandiaz2004,2020-11-03,onda anti k pelotudo
4024,4024,kaytec--(fran),@kaytec737,2020-11-03,oh wow pais ruina magicamente consigue vacuna testeos resultados bastante dudosos vacuna fiable necesita anos testeo quieren meter cualquier gilada cristina sigue arruinando dense cuenta
4025,4025,cele,@tortwice,2020-11-03,hijos vacune salieron re bien ahre
4026,4026,Cynthia Scotch,@allatambien,2020-11-03,vivir argentina mezcla fiestas clandestinas hashtag
4027,4027,Mirta Beatriz Sandoval,@MirtaBeatrizSa3,2020-11-03,siguiendo solidaridad hago donacion dosis vacuna veneno rusa china algun choriplaneroa quiera poner
4028,4028,Emily,@Emyluane,2020-11-03,controlados tecnologia gente necesitan implantarnos
4029,4029,ElEscuchador,@ccerussi,2020-11-03,vacuna rusa nuevo fideos daniel arroyo ojo ahi
4030,4030,"Jonathan
#DesobedienciaCivil",@Jonna_Ortega77,2020-11-03,tendencias importantisimas
4031,4031,Líbranos del Mal,@LibranosM,2020-11-03,antivacunas tampoco suicida
4032,4032,enrique barreiro,@enrique1876,2020-11-03,prueben titere yegua
4033,4033,Susi,@AnaRiomares,2020-11-03,vos
4034,4034,Diego J. Prats,@dieprats,2020-11-03,palos
4035,4035,Emily,@Emyluane,2020-11-03,che igual si presidenta tipo mando cualquiera menos jajajaja osea primero conejillo indias despues
4036,4036,El Comandante Fort,@el_comandante_F,2020-11-03,pedo
4037,4037,Ulises Chite,@ChiteUlise_,2020-11-03,quiero inserten chip peronista ruso comunista controlen trampa pd tierra plana
4038,4038,argtrends,@argtrends,2020-11-03,habla argentina 1 2 3
4039,4039,Angelo&Naro,@GoBlackNaro,2020-11-03,solidarizo aquellos estan favor payasada gobierno usen dosis vacuna discrecion
4040,4040,Nunca Peroncho,@nuncaperoncho,2020-11-03,si vacunas quedas gines
4041,4041,ˢᵐ⁴ ⱠɆØ ❯❯❯❯,@xfuturexmoonx,2020-11-03,vacuno solo dan miedo agujas ahre
4042,4042,kyara,@Kyaraa_06,2020-11-03,pelotudxs gente mas tres neuronas esperando contagien extingan
4043,4043,𝓛𝓲𝓵𝔂 𝓙𝓸𝓷𝓮𝓼,@Lily55138,2020-11-03,dicen bien mauricio vacuno lindo
4044,4044,Ulises Mulder,@MulderUlises,2020-11-03,habria probarla primero gobierno cientificos despues votantes total si pasa aportan mas vivir demas imaginate mala debe ser vacuna presidente pone
4045,4045,Luciana Lutz,@luciana_lutz,2020-11-03,hace 5 anos puedo vacunar problema sistema inmune ustedes pueden haganlo
4046,4046,Johny Canelones,@canelonesjohny,2020-11-03,pincho
4047,4047,Chelito,@ChelitooCor,2020-11-03,mirando tt quede impactada pasa gente critica generalmente k quieren vacunar despues ano puede saber va causar vacuna expertos estan recomendando aprobada
4048,4048,SilviaKa,@SilviaKa8,2020-11-03,hijos tocan
4049,4049,SiloBolso,@Gabmosss,2020-11-03,pienso vacunar
4050,4050,Ramon Rafael Ortega,@RamonRafaelOrt2,2020-11-03,ahora si perdon benitez comente idea logica datos confiable aunque sostengo si viniera unidos nadie tendria ninguna objecion invadidos idea si origen lugar valides
4051,4051,"⟬⟭
𝓜𝖎𝖓 𝓢𝖚𝖌𝖆
⟭⟬ ᴮᴱ",@93Minsuga7,2020-11-03,ojala mueran ustedes pelotudos hace falta gente pelotuda mundo hace falta extingan deserebrados dejen imponerle cosas estupidas futuras generaciones quedan pelotuditos porq puta capacidas
4052,4052,Alejandra,@alevignon,2020-11-03,primero den rusos tanta fe chinos arrancaron quilombo si veo pasa doy
4053,4053,Carpincho,@CarpinchoFacho,2020-11-03,voy tener confianza vacuna presidente palabras dijo presidente hacer contrario generar miedo ademas viniendo rusia normal muchas personas dudas respecto
4054,4054,Polo,@pogasolo,2020-11-03,vos
4055,4055,Seba²² #Racing,@sebilox,2020-11-03,propongo gobierno saque comunicado titulado tiro balcon decimo piso asi pelotudos agitan encanta llevar van hacen
4056,4056,Clauston,@Clauston4,2020-11-03,ridiculo logica q gente favor llevar pais someterce vacuna q todavia todas fases prueva pasadas quiero q negligencia pueblo futuro efectos secundarios daninos capricho ideologias politicas
4057,4057,dуlαn ディ,@dylelouch,2020-11-03,vacuno river 912 saco mas
4058,4058,Graciela Navarro,@MirtaNavarro22,2020-11-03,discusion prestemos atencion dictamen corte manana porfanos estan distrayendo
4059,4059,Viktor Orban ARG,@ViktorOrbanARG,2020-11-03,basta adictos vacunas laboratorios
4060,4060,Viktor Orban ARG,@ViktorOrbanARG,2020-11-03,empedo
4061,4061,Anabel Becerra,@Aniiiithaaaaaa,2020-11-03,aca riendome publican cuanta pelotudes junta
4062,4062,𝓔𝓶𝓶𝓪 𝓑𝓮𝓷𝓳𝓾𝓻𝓲𝓪,@Emmabenjuria,2020-11-03,cuanto pagaran rusos permitirles usarnos ratas laboratorio vacuna rusa
4063,4063,GAby Menta,@gabymenta,2020-11-03,nadie va presentar justicia despilfarro lacompra vacunas q estan probadas realizadas pais complicado q pretende poderio mundial dinero usado conveniencia
4064,4064,♡∞:LeeBit:∞♡,@LeeJae150,2020-11-03,ay vacunen mueranse covid corta pelotuditos
4065,4065,Cristian Burzaco,@CristianBurzac1,2020-11-03,ninguna peor hdp hugo sigman si obligaran elijo rusa
4066,4066,GAby Menta,@gabymenta,2020-11-03,deberian probar primero presidente diputados senadores si salvan vacuna sirve si mueren pais salva
4067,4067,Obce,@CecyFilipos,2020-11-03,alberto vacuname
4068,4068,pablo figueroa,@pablos_figueroa,2020-11-03,gabinete puede dormir reunieron emergencia rosada macristas libertarios alberto fernandez estaria redactando carta renuncia mismo momento usted lee lineas mentira chupaban huevo imaginate ahora
4069,4069,࿙A࿚࿙g࿚࿙o࿚࿙s࿚࿙t࿚࿙i࿚࿙n࿚࿙a࿚,@SignorinaAgos,2020-11-03,vacuna lleva anos investigacion m menos ano sacaron mmm dijo muda
4070,4070,Mecha,@CumbiaNena6,2020-11-03,mejor prueben alverso compania despues vemos
4071,4071,inocencio Bonafide,@LeToxique1,2020-11-03,solo alma tan solitaria mia puede mirar leiva joyas fin
4072,4072,TheLastDragon_98,@Albiceleste98,2020-11-03,argentina pais apoyan trump luego dicen vamos mal peronismo
4073,4073,Emi,@EmiOrtizok,2020-11-03,garantiza q pierda poca vista queda
4074,4074,Emi,@EmiOrtizok,2020-11-03,cuerpe desicion ciela
4075,4075,pajaro,@pajadepajarito,2020-11-03,obvio si meto hisopo oreja mas arranco timpano mira si voy andar vacunando solo
