,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
88,88,88,Andrea Tabárez,@AndreaTabarez,2021-03-05,llore entere vacunaron quiero cuidado ano riesgo llore vacuna principio fin pandemia mundo uruguayos mas q tener causa comun,1
89,89,89,Claudia Radó,@claurado,2021-03-05,favor respuesta hola buen dia procede trabajadores centro visual trabajamos diario pacientes padecen patologias corneales complejas mas laboratorio fabricacion rubro optica rut 760807230 acceso aun vacuna,1
90,90,90,Pablo D. Dans,@DansPablo,2021-03-05,15 marzo llegan 1558000 dosis vacuna sinovac empieza vacunacion masiva vamo arriba cortemos pandemia buena vez final poner,1
91,91,91,España Forever,@MarellaSpain,2021-03-05,si regalan pais vacuna permite adquirir viajar problema poder ver familiares pondriais esperaria turno 1 voto 23 horas restantes,1
92,92,92,Cristina_RR,@_Cris_20,2021-03-05,bueno pues aunque costado dado apuro hacerme foto rigor puesta primera dosis vacuna dos compis enfermeras tambien,1
93,93,93,ScarletteJara,@ScarletteJara1,2021-03-05,hice tener familia antivacuna,1
94,94,94,Johan Prada,@Johan_PradaC,2021-03-05,tranquilo dentro embolsao,1
95,95,95,"Foquita leopardo
#Apruebo",@Pudu_28,2021-03-05,vacunada ahora voy morir,1
96,96,96,Carla,@grin_ais,2021-03-05,ayer vacunaron covid parece falta si difteria hepatitis b menos protegida asi pueden ir centro salud mas cercano,1
97,97,97,Charlie Wheel,@carrue1970,2021-03-05,viejos suegra vacunados 2 dosis primera vez 50 anos siento retorno,1
98,98,98,Flora,@floralv85,2021-03-05,vacune obligan firmar consentimiento nadie hace responsable si pasa tb dice q vacunacion voluntaria embargo circulan comunicados anep obliga vacunar dicho hermosos eufemismos voluntad,1
99,99,99,Luis Cubilla,@LCubilla10,2021-03-05,hacen rebeldes rechazan vacunacion demostrar libres bien manana abran fronteras pidan vacunacion viajar van salir corriendo vacunarse libertad responsabilidad,1
100,100,100,Pablo,@pablodmv,2021-03-05,vacunarse acto solidaridad acto responsabilidad individualte quieren hacer creer sos heroe mismo tiempo sacan prestaciones mas necesitan si queres ser heroe solidario ayuda mas vulnerables lucha,1
101,101,101,Lupita,@TipicaLoca,2021-03-05,amsj contratar personal apuro piso entero enfermo covid vacunense hecho espero segunda dosis,1
102,102,102,Martín Bazzino,@mbazzino,2021-03-05,aqui tema sinovac pfizer personalmente confianza ambas vacunas voy vacunar designen dia designen confianza vacunas probadas seguras confiables drdanielsalinas josesatdjian mspuruguay,1
103,103,103,Mónica Cappetta,@MonicaCappetta,2021-03-05,ojala 55 anos,1
104,104,104,Paola Delgado,@abogado_paola,2021-03-05,hipotiroidismo tiroiditis hashimoto enfermedad autoninmune considera cronico efectos vacunacion covid 19 alguien sabe ministeriosalud sebasugarte colmedchile pdazan,1
105,105,105,Xime,@Atrapasilencios,2021-03-05,vine pabellon araucania temuco ver si vacunaban tener enfermedad autoinmune vacunaron cc seferene,1
106,106,106,Gabriela Silva,@teachgab,2021-03-05,primero militaron ahora llegaron dijo quieren vacunar xq prefieren cura xra idiotez di primera 31 segunda cuanto debemos salir epidemia maldita,1
107,107,107,Bettina SC,@la_bettina,2021-03-05,agendada lunes 8 hora 13y30,1
108,108,108,¥ubii,@Yubisw,2021-03-05,abuela renovo plan datos contenta segunda dosis tranquila,1
109,109,109,"ℝ𝕒𝕔𝕙𝕖𝕝 𝕂𝕒𝕣𝕖𝕟 𝔾𝕣𝕖𝕖𝕟
🅐🅟🅡🅤🅔🅑🅞",@trayken2021,2021-03-05,tal vez si vacunando primer dia clases cada escuela pais podria haber sido buen comienzo ninos aun fecha vacuna,1
110,110,110,Antonio Yañez Betanzo,@conceantonio,2021-03-05,elige vivir contagiado contagiando nuevo programa gobierno exito aun funcione bastante mejor programa,1
111,111,111,Sonia Rodriguez,@soni_rodri52,2021-03-05,agendada lunes vacuno nomas invito agendarse,1
112,112,112,Lucero de Vivanco,@sinluz_0,2021-03-05,pucha comenzo pandemia chile solo 10 dias mas casos diarios hoy,1
113,113,113,Andrés Álvarez Piedra.,@Andresalvarezgp,2021-03-05,van dejar vacuna oficinistas ministerio saludec vacunar internos,1
114,114,114,Nacho González,@NacheteGperera,2021-03-05,v viernes vacuna vacunado gracias personal sanitario,1
115,115,115,Pelu2881,@OlgaAhumada13,2021-03-05,creo gobiernodechile quiere muerta enferma cronica licencias rechazadas rechazado fecha vacunacion postergado hijo asmatico gracias ministeriosalud mindesarrollo susesochile,1
116,116,116,⚘,@IvetteDePaula1,2021-03-05,gua vacuna fulgencio 3 hijos menores edad trabaja chofer transporte publico ademas tener envejecientes casa muere familiar dice medicos pais sirven,1
117,117,117,Javu,@javita10,2021-03-05,plazo cumpla deuda pague aqui esperando dosis vacuna,1
118,118,118,SoyAIvaro,@SoyAIvaro,2021-03-05,listo segunda dosis vacuna,1
119,119,119,Carlos Delfino,@CDelfino64,2021-03-05,agendado lunes 8 primera dosis,1
120,120,120,Dra. Silvia Zuluaga,@doctorazuluaga,2021-03-05,empiezo fin semana subidon da saber semana viene vacunan gracias comgipuzkoa,1
121,121,121,Profarm,@profarmgipuzkoa,2021-03-05,hoy farmaceuticos comunitarios gipuzkoanos recibiendo llamadas gipuzkoacof convocarnos vacunacion gracias tods hecho posible osakidetzaejgv,1
122,122,122,Ale,@vale1977ale,2021-03-05,pedian vacunas llegaron ahora q sos q toca haces xq cuestionas vacuna cunado nunca hiciste ademas mezclan politico xq si sido gobierno izquierda vacunados,1
123,123,123,Camila María,@Camiileiins,2021-03-05,vacune ctm casi lloro emocion dolor pinchazo,1
124,124,124,La Paty de la pipol,@la_tia_paty,2021-03-05,che agendense vacunarse gritos pidiendo vacunas ahora estan forma proteger pueden vacunar protegernos parece mentira escribiendo,1
125,125,125,api,@api_playera,2021-03-05,agendada,1
126,126,126,Gabriella,@Gabriella750222,2021-03-05,atentos nueva agenda mspuruguay vacunarse 098999999 agendate,1
127,127,127,daniel yanibelli,@danielyanibelli,2021-03-05,amigos conocidos 55 59 anos pido favor agenden vacunarse hoy abrio agenda franja edad importar actividad,1
128,128,128,Hugo Sosa,@sosareta,2021-03-05,dicen convencer gente vacune solo pienso certificado vacunacion pedido entrar tienda vas ver convencen entender lentitud pensar empatia varios existe,1
129,129,129,daniel yanibelli,@danielyanibelli,2021-03-05,conocidos amigos trabajan ensenanza pido favor vacunense,1
130,130,130,Patricia Noble Lema,@pattynoblelema,2021-03-05,agendada 83,1
131,131,131,Marta Izquierdo,@martaizquierd,2021-03-05,astrazeneca cuerpo ser parte solucion problema,1
132,132,132,Daneou,@Daneou_,2021-03-05,llego etapa vacunacion jovenes 18 anos momento vacunarnos amazonas,1
133,133,133,Verdadera Alegría,@VerdaderaAlegr1,2021-03-05,felizmente agendada vacunarme vamoooo uruguay,1
134,134,134,Ò•••hp,@o_hhpp,2021-03-05,esperando sintomas 5g,1
135,135,135,JP OLIVIERI BONINO,@jolivieribonino,2021-03-05,acabo agendar padre vacunarse covid19 feliz feliz,1
136,136,136,Dave Ortgui,@dortega_g,2021-03-05,pues aqui vacunado noto wifi llega mejor,1
137,137,137,Municipalidad de San Miguel,@Muni_San_Miguel,2021-03-05,trasplantados cancer tratamiento enfermedades autoinmune 18 anos segundas dosis segun indique carnet vacunacion use mascarilla presente cedula identidad pasaporte alcaldesanhueza,1
138,138,138,marievitale,@marievitale2,2021-03-05,8 marzo dia mujer dare primera dosis vacuna primero salud uruguayos podemos,1
139,139,139,Fernando Pena #YoMeVacuno #YoMeQuedoEnCasa,@fpenafotografo,2021-03-05,hoy vacuno momento avisaron habilitado festejo paciente renal juego vida favor vacunate,1
140,140,140,Alejandro Collazo,@candrocollazo,2021-03-05,agendado lunes 8 marzo hora 1330,1
141,141,141,Adriana Troccoli Garcia,@AdrianaTroccoli,2021-03-05,brillante pagina web mspuruguay agendar,1
142,142,142,Natalia Venegas Valdeavellado,@MerlinaIsAVamp,2021-03-05,alguien sabe si segunda dosis vacuna necesario periodo observacion prox semana abuela 2da dosis mama si 1ra vacuna queremos organizarnos bien idea exponer menos posible abuela,1
143,143,143,Ghule87,@danita_hirasawa,2021-03-05,podrian decir si asmaticos debemos ir vacunarnos lunes diabeticos tambien,1
144,144,144,Pablo Ordóñez,@PabloOrdonez50,2021-03-05,agende dia hora vacuna covid19 proximo lunes 8 recibire primera dosis 5 abril segunda hospital britanico hago familia amigos,1
145,145,145,ℬ,@Beittta_,2021-03-05,vacuna covid,1
146,146,146,h daniel garcia,@hdanielge,2021-03-05,solicitud agenda vacunacion covid 19 registrado forma exitosa agenda asignada primera dosis 08032021 1200 segunda dosis 05042021 1200 vacunatorio ambas dosis maldonado campus puesto,1
147,147,147,Federico Bacalini,@FBacalini,2021-03-05,feliz rumbo centro vacunacion mejor toque sadopmdp adridonzelli,1
148,148,148,Alfredo Toker,@AlfredoToker2,2021-03-05,salud economia,1
149,149,149,Victoria Adami #9720,@vadamig,2021-03-05,agendada respeto q murieron x familias q sufren enfermedad evitar siga propagando virus pais,1
150,150,150,María José,@mariajo_nh,2021-03-05,primera dosis vacuna puesta,1
151,151,151,eduardo katz oltarz,@edukatzoltarz,2021-03-05,tipor tuyospor todosdebemos vacunarnos pandemia salimos feliz viernes disfrutar findeeeee,1
152,152,152,Dialisis Peritoneal,@dialisis_p,2021-03-05,tras 12h sintomas dolor brazo suenoaunque tal vez madrugon ayer fiebre importante,1
153,153,153,Lilia,@Liliaalvme,2021-03-05,viernes viernes cualquiera astrazeneca vemos tarde,1
154,154,154,Mamadoc,@Mamidoc43,2021-03-05,hoy vamos segunda dosis vacuna dios quiera principio fin,1
155,155,155,FUENSANTA GÓMEZ,@fuensantagg73,2021-03-05,ves amiga enfermera amiga tierra compartiste dias practicas estudiante anos trabajo despues piensas llevas ano verla vacunadas mierda acaba abrazas echas llorar,1
156,156,156,Jackie B.B.,@JackieBB9,2021-03-05,feliz lunes manana proxima 4 abrilfeliz gracias drdanielsalinas luislacallepou equipo gobiernogrs cohenengelman uda gachgrs ipmontevideo udelaruy q pusieron pais hombro,1
157,157,157,Marcelo de la Fuente,@MarcelodelaF,2021-03-05,55 59 agende vacunarme lunes tarde menos medio minuto wazzup 098 999999 toque toque,1
158,158,158,Alcaldía de Medellín,@AlcaldiadeMed,2021-03-05,medellin sigue floreciendo primavera llego asi va plan vacunacion ciudad hoy suministradas 142 dosis sinovac personas mayores llegando meta 1535 vacunas aplicadas centros geriatricos,1
159,159,159,Gabales,@gabbales,2021-03-05,pasado mas 48 horas vacune convertido lagarto salido tercer ojo siquiera detectaron microchip fiasco seguro unica manera salir colaborando,1
160,160,160,Matlab,@MatLabPer,2021-03-05,faltan solo 3 dias poder vacunar primera dosis miembros mesa,1
161,161,161,Verónica Pérez Papadopulos,@Veroperezpap,2021-03-05,vacuna darte disponible momento toque mejor vacuna todas previenen alta efectividad enfermedad grave muerte familia comunidad,1
162,162,162,Pancho_WHO,@Pancho_Who,2021-03-05,jajajaja visto covidiotas mostrando carnet vacuna logro logro sera si enferman cosa vacuna,1
163,163,163,Ismael Burone,@iburone,2021-03-05,creo vacuna precisan vacuna comun pizca empatia vacunate aunque caiga turismo despues puede ser demasiado tarde,1
164,164,164,Francisca Lira,@franlira_cl,2021-03-05,hoy vi abuela 97 anos despues ano siempre punta blanco pelo perfecto dos dosis vacuna listas,1
165,165,165,plopp,@PilarLopMont,2021-03-05,si pasado 3 camiones encima duelen todas articulaciones fiebre subir aun asi pienso va merecer pena,1
166,166,166,Ana Cencio,@germinadora,2021-03-05,crei sueno grupo personas agendarse manana cualquier persona bien miedo 55 59 anos alla ire 58 primaveras aquellos todavia toca,1
167,167,167,Camilo Anjari G,@delaluna_7,2021-03-04,hueon duele cuerpo brazo culiao llevo horas asi tarde dio fiebre leve dolor cuerpo llega ser molestoso,1
168,168,168,Evelyn Hemmelmann,@EveHemmel,2021-03-04,rezagados pueden vacunarse muchas personas pudieron vacunarse ahora permite,1
169,169,169,Nicolás Dorronsoro,@NDDiez,2021-03-04,si da miedo luz acostumbraste oscuridad recuerda cada vacuna damos paso salir tunel,1
170,170,170,Sandya,@Sayarce,2021-03-04,colombia iba tener mejor plan vacunacion mundo mundial solo publicidad tv estan anunciando debe hacer segunda dosis siquiera terminado poner primera primer grupo sera,1
171,171,171,Caterina Musse,@caterinamusse,2021-03-04,q saber vacuna covid 19 das vacuna gripe doy preguntas q componentes q laboratorio cuanto tiempo desarrollan vacuna importa sirve punto covid tb,1
172,172,172,Alonso,@aIxnsx,2021-03-04,si vivo florida debo vacunarme centros habilitados florida puedo ir cualquier comuna,1
173,173,173,Myriam González,@MyriamGomoure,2021-03-04,vacuno toque toque,1
174,174,174,AC Avellaneda,@AndreaA49908134,2021-03-04,principio fin pandemia vacunacion masiva hoy feliz 1er dosis familia colegas,1
175,175,175,Laura García,@LauraGarciaNo,2021-03-04,manana pueden anotar aquellos 55 59 anos restriccion edad vamos,1
176,176,176,Fran,@HogarDePony,2021-03-04,si sale bien proximo jueves deberia recibir segunda dosis,1
177,177,177,Julián Gómez ✪,@Nebiros96,2021-03-04,apenas vengo dar cuenta lema usan chile colombia proceso vacunacion mismo,1
178,178,178,Michael Liria,@michaelliria,2021-03-04,veo hijos esposas millonarios vacunandose personas pertenecen primera fase enterar,1
179,179,179,E v e,@Lyna_cv,2021-03-04,pude vacunar hoy pregunto cuantas dosis diarias enviaran sectores vacunacion llegue tenian dosis,1
180,180,180,Miillaray,@_NewDreams,2021-03-04,papas primera dosis abuelos listos 2 dosis comienza sentir alivio despues 1 ano 12 aprox unas semanas podremos viajar ver viejitos mama podra ver papas jovenes queda seguir cuidandonos,1
181,181,181,PIKI,@pikiayllon,2021-03-04,2 dosis puesta,1
182,182,182,Mauricio,@GestazionCL,2021-03-04,hoy gran parte mayores 71 anos vacunado hace 21 dias mas debieran ser inmunes covid severo casi,1
183,183,183,pH,@Patrher,2021-03-04,listos segunda dosis davidcardmatz sera comienzo fin,1
184,184,184,Florencia Pereira,@flopereira17,2021-03-04,si queremos mas gente vacune insistir campana referentes ambitos politicos deportivos religiosos sindicales etc hablar consecuencias vacunarse insistir,1
185,185,185,Joanna Heskia,@jheskia,2021-03-04,suegros segunda dosis mama primera bien atendidos feliz,1
186,186,186,Andy Celeste,@Anndycita,2021-03-04,alguien mas efectos adversos segunda dosis sinovac aca apunto letargia somnolencia diarrea dolor hermoso brazo,1
187,187,187,No me pises lo fregao,@wachunever,2021-03-04,despues 2 dosis anticuerpos andan miles asique vacuna funciona,1
188,188,188,Susana Muñoz E,@Su___,2021-03-04,tan contenta emocionada cabe pecho papa recibio hoy primera dosis vacuna contento leerlo tambien da tremenda esperanza futuro,1
189,189,189,XimeFer,@kitytta,2021-03-04,segunda dosis puse leeeeeentisima atencion comparada primera,1
190,190,190,María G,@meraiah8,2021-03-04,aqui profe recien vacunada,1
191,191,191,LUCHO AK7,@LuchoAK7,2021-03-04,toque vacuna habre contagiado volver enfermo 3 4 vez 2021,1
192,192,192,Alejandro Hernández,@janofelip27,2021-03-04,trabajadores universidades igualmente parte proceso vacunacion,1
193,193,193,Pamela Silva V.,@PameSV,2021-03-04,fin madres lactantes consideradas calendario gobiernodechile solo espero dejen final,1
194,194,194,Pedestre,@jpamayag,2021-03-04,cuarentena santiago si concepcion minsal,1
195,195,195,Camilo Anjari G,@delaluna_7,2021-03-04,despues 2 dosis empezare saludar beso boca dije eee,1
196,196,196,Jorge Maltrain,@JorgeMaltrain,2021-03-04,feliz recibi segunda vacuna muchas gracias extraordinario cuerpo enfermeras hosmetchile,1
197,197,197,Nathalia Lois,@nathalialois,2021-03-04,familia sociedad vacunas salvan vidas toque vacunate,1
198,198,198,Jully Carbonell ײַ,@Jully_carbonell,2021-03-04,hoy toca segunda dosis vacuna,1
199,199,199,Alejandro Ferrari,@AleFerrari_uy,2021-03-04,comenzamos importante seguir medidas basicas prevencion barbijo distanciamiento sostenido higiene manos socializacion controlada burbujas,1
200,200,200,𝕲𝖔𝖓𝖟𝖆𝖑𝖔 ϟ,@Esperonoes,2021-03-04,toca segunda dosis vacuna domingo,1
201,201,201,"Maru
Viví Peñarol",@MaruInCa,2021-03-04,dijo joda vacuno viernes pasado misma postura hoy di primera dosis familia,1
202,202,202,Cabeza,@Cabeza36466955,2021-03-04,vacunarse vamo arriba,1
