Nombre de usuario,Usuario,Fecha,Texto
MonicaJimenez,@Monicamoralesj4,2020-12-17T12:27:46.000Z,"#MeDaRisa Que la vacuna llegó primero al Ecuador que a COLOMBIA .Y nos creemos potencia sur americana,"
EDGAR PAPAMIJA,@EDGARPAPAMIJA,2020-12-17T12:24:27.000Z,"Méjico, Panamá, Costa Rica, Chile, Ecuador ya compraron la vacuna y en pocos días comenzarán a aplicarla. Y Colombia? Bien, gracias.
Que dirá ahora el ñeñeuribismo de su Gobierno? Que su prioridad es conseguirle puestos a los compañeros de Duque?
No jodas!"
Macondo en llamas,@garrotiando,2020-12-17T12:23:40.000Z,"Alguien sabe si ya 
@IvanDuque
 se vacunó contra el coronavirus? Viajó a Estados Unidos a colocarse la vacuna? Por qué él si y COLOMBIA no?"
"A |
au ༆",@stilloutzide,2020-12-17T12:22:19.000Z,"trump puede ser lo que sea, no tomó medidas contra el covid y lo minimizó sin embargo, cerró negocio con los laboratorios y las farmacéuticas antes que cualquier otro país en el mundo mientras que en colombia, a pesar de que siempre se le dio importancia, aún no tenemos vacuna +"
ala.mar.,@alarconmaria5,2020-12-17T12:06:33.000Z,Chile y Ecuador los primeros países latinoamericanos en tener la vacuna. Y Colombia? Los últimos de la fila.
eantonisil0613@hotmail.clm,eantonisil0613@hotmail.clm,2020-12-17T12:05:24.000Z,"Sr presidente 
Panama ecuador ya tienen la vacuna y colombia NO q sucede 
No hay dinero para eata compra  peri para pagarle altos suekdos a senadores millonarios  ?
Dismuyales el 50 % de sus ingresos para comprar vacunas para comprar vida ¡ Que vale mas elbbeneficio de ellos ?"
Steven Mejía,@dsmh,2020-12-17T12:00:00.000Z,Nada más vergonzoso que la gestión del gobierno para traer la vacuna a Colombia.
Santiago Ángel,@santiagoangelp,2020-12-17T11:59:42.000Z,HECHO: Ayer la autoridad sanitaria de Ecuador APROBÓ la vacuna de Pfizer. En Colombia el decreto que reglamenta la forma en la que el INVIMA debe aprobar las vacunas que el gobierno compre sigue siendo un BORRADOR. No hay vacunas aprobadas por autoridad sanitaria.
Juan Pablo Cala C.,@Calcor70,2020-12-17T11:57:13.000Z,"#MeDaRisa El programa COVAX, y Colombia esperando vacuna “gratis”. "
Juan Pablo Cala C.,@Calcor70,2020-12-17T11:54:31.000Z,"#ElGolDelAño El Covid 19 y ahora la vacuna, 
 cuando va a llegar a Colombia. $$$"
GoticaB,@gotica_b,2020-12-17T11:49:13.000Z,"#MeDaRisa nerviosa la vacuna para Colombia, la manipulación de los ilustres dirigentes."
Ludwing augusto quiñonez gomez,@LudwingQuinonez,2020-12-17T11:36:15.000Z,El gobierno no tiene el dinero para la vacuna. Que triste realidad. Nunca habra fondos para estas catastrofes dd pandemias ... Se la roban toda el que esta dd turno ... Asi es colombia. Una mina de oro para los grupos politicos gobernantes.
sergio merchan,@sergiomerchan6,2020-12-17T10:48:00.000Z,"#medarisa que el gobierno no gestione nada para que la vacuna llegué a Colombia #tissofw 
@WRadioColombia"
rene torres,@renetoco,2020-12-17T10:47:49.000Z,#medarisa escuchar las entrevistas pasadas del gobierno diciendo que Colombia sería de los primeros en tener la vacuna. #tissotw
Jean Garcia,@jeangarcia79,2020-12-17T10:46:07.000Z,#MeDaRisa el manejo que quieren darle a la vacuna en Colombia.
DANIEL PUENTES,@daniel8703,2020-12-17T10:44:10.000Z,#medarisa los 21 días de investigación interna del instituto de salud para aprobar vacuna en colombia #tissotw
Rodrigo londoño,@Rodrigolondoo18,2020-12-17T10:43:30.000Z,#Medarisa La velocidad con que se tramita la vacuna en Colombia. #TissotW
tatiana mendez,@petitetatiana,2020-12-17T10:41:18.000Z,#MeDaRisa nerviosa ver lo folclórico que se está tomando la navidad en Colombia y los contagios en cifras impresionantes . Me da risa la tramitología estupida para la vacuna y me da risa el desgobierno que tenemos #tissotw
@cardenas2009g,@cardenas2009g,2020-12-17T10:41:05.000Z,#MeDaRisa La gestión de Duque y el ministro de Salud con la vacuna para colombia como siempre de últimos#tissow
edwin gaviria,@egatino,2020-12-17T10:40:46.000Z,"#MeDaRisa que encarguen a ""Pachito Bloque Capital"" para conseguir la vacuna contra COVID para Colombia. Las vacunas de ésos eran otras!"
wilton lopez mosquer,@baron848,2020-12-17T10:38:35.000Z,#MeDaRisa tisso w  que esta vacuna del cobi  llegue para Colombia en amistad del próximo año para el 2022 jjjjjjjjjjj
Eduardo Guerrero,@midasmckalister,2020-12-17T10:35:57.000Z,#MeDaRisa que sigan creyendo que la vacuna va llegar pronto a Colombia #Tissot
La Joyita de la Familia,@esmemelo1,2020-12-17T10:32:59.000Z,#MeDaRisa la vacuna para Colombia #TissotW
Augusto Caro Escobar,@CaroCondor,2020-12-17T10:26:41.000Z,"Abro hilo. Argentina ya tiene vacuna rusa vs Covid-19. Algunos ex y magistrados de la Corte Constitucional de Colombia aseguran que todos los fallos, especialmente los de tutela hay que cumplirlos porque así dice la Constitución. Yo presentaré acción de tutela contra el"
Jorge Andrés Marín Lora,@JorgeAMarin2020,2020-12-17T10:21:47.000Z,"#medarisa la incertidumbre de la fecha en que se empezarán a aplicar la vacuna 
 en Colombia 
. ¿Quién nos dice la verdad?"
Hermann Molina,@hmolinap,2020-12-17T10:14:46.000Z,#MeDaRisa El cuento chino de la vacuna contra Covid en Colombia #tissotw
Carlos Mario De Caro,@cmario851,2020-12-17T09:59:49.000Z,"Hay q pedirle d regalo d navidad al Científico 
@ManuelElkinP
, q descubra la vacuna contra los ODIOS, DIFERENCIAS POLITICAS y d Clases en Colombia, ya q por el lado político no se a podido.
Ahhh y q le ponga a la vacuna un enlace q elimine la CORRUPCIÓN.
Dios haznos el milagro."
Gonzalo Guillén,@HELIODOPTERO,2020-12-17T04:11:02.000Z,"Mientras las farmacéuticas que lograron la vacuna no le ofrezcan coima al gobierno de Duque, en Colombia jamás habrá remedio contra el COVID."
Laura Villegas de Santos,@Laudelmedio,2020-12-17T03:58:52.000Z,"¡Go no rre a!

¿Entonces vacuna en Colombia hasta el 2024? 

Ya estamos muertos, no más no nos han avisado"
César Duran Vanegas,@1155Duran,2020-12-17T03:02:13.000Z,"En Colombia ya llegó la vacuna contra el COVID-19, siiiiiii, llegó diciembre y el CORONAVIRUS se fue, ejemplo Cúcuta. Que tragedia nuestras políticas preventivas de salud. Nombre de algunas vacunas contra el COVID 19: NIÑO DIOS Y PAPÁ NOEL."
Nestor Toro,@NestorT12798625,2020-12-17T02:57:11.000Z,"La investigación científica en Colombia no es tan buena como se publicita. Los mal llamados expertos en vacunas maravillosas,han sido incapaces de obtener una vacuna contra el covid 19 y el gobierno ha sido muy tacaño  e invertido muy poco para enfrentar este tipo de situaciones."
Byron Diaz Granados,@byron_313,2020-12-17T02:55:34.000Z,"El gob echa la culpa a la gente, pero ellos aumentan el aforo en el Transmetro, eliminan las PCR para los que llegan a Colombia, no refuerzan la salud, día sin iva, aumentan el 2%al SMMLV, no controlan la delincuencia y antes de vacuna, vendra  la reforma tributaria y pensional."
Sol y tinieblas,@RedLipsSays,2020-12-17T02:55:16.000Z,"Mk, una vez leí sobre el derecho a morir dignamente y, precisamente, no era sobre la eutanasia sino en el momento que uno quisiera así sin que e presentara un problema de salud.
Me pareció algo muy interesante y muy polémico.
Fijo llega primero que la vacuna del COVID a Colombia"
RounderCH,@Abrahamdelparc1,2020-12-17T02:51:26.000Z,Tanto que joden por la vacuna del COVID. En Colombia hace 2 años y medio tenemos la vacuna contra el uribismo gobernando y todavía hay muchas personas que no se la han aplicado.
Brayan Vargas,@brayandvargas,2020-12-17T02:50:23.000Z,La gente es bien ignorante pensando que la vacuna va a llegar rápido a Colombia.
Sr. López,@srlopez98,2020-12-17T02:47:06.000Z,"De aquí a qué llegue la vacuna a Colombia, ya voy a tener edad para ser prioridad a la hora de aplicarla "
LuisCarvajal,@valentinox8,2020-12-17T02:45:47.000Z,"La primera vacuna en Venezuela será para protegernos de la Cova-2021.
La del Covid-19 la haré en Colombia, por extrema seguridad con los laboratorios Pzifer o Astra-Séneca.
La Rusa que sé chingue a los rojos.."
Nestor Toro,@NestorT12798625,2020-12-17T02:45:34.000Z,"Colombia si está preparada y con infraestructura suficiente para garantizar el almacenamiento de la vacuna contra el covid 19?
Y el personal de salud si es suficiente para aplicar la vacuna,si es que el gobierno se decide a adquirirla pronto.?
Alcanzarán las dosis para todos.!!!."
German Fernandez,@MedicoFernandez,2020-12-17T02:36:00.000Z,"Red de ultracongelado para almacenamiento, distribución y aplicación de vacuna COVID Pfizer en Colombia inexistente. Gran desafío para programa vacunación 
@MinSaludCol
  Buscarán otras opciones? 
@NoticiasRCN
 @RedMasNoticias
 @elpaiscali
 @vanguardiacom
 @lapatriacom
 @elespectador"
Yeison López,@lopezmedc,2020-12-17T02:30:12.000Z,"Ya me imagino cuando llegue la vacuna contra el covid el próximo año en Colombia, entrando al centro de salud con la fotocopia ampliada al 150%, el consentimiento informado, y eso si haciendo una fila de 3 cuadras por q primero están vacunando a los ^recomendados^ del político X"
Gato,@cufinhojuan,2020-12-17T02:26:49.000Z,"Gracias a dios q en enero y febrero llega la vacuna a colombia, solo tengo una pregunta señor 
@IvanDuque
 llega en el 2022 o 2026?"
dario ladino g,@darioladinog,2020-12-17T02:06:33.000Z,"Los pobres de países pobres, como Colombia, no van a tener vacuna; pero, los ricos de estos países si, con nuestros impuestos. Hijueputas!!"
Arcenio Perdomo Calderón,@PerdomoArcenio,2020-12-17T02:05:27.000Z,"En el mundo las cifras de Coronavirus están disparadas, los países están tomando medidas extraordinarias de control, la vacuna todavía se demora y en Colombia es como si se viviera en otro planeta.

Duque, brilla por su ausencia."
mari leyendo snk !!,@cutie4sehun,2020-12-17T02:01:28.000Z,cómo así que a colombia llegaría la vacuna hasta 2024??? no me crean tan marica
𝐋𝐮𝐮𝐮,@Luisavillar16,2020-12-17T01:38:34.000Z,Necesito que la vacuna llegue rápido a colombia para regresar a Medellín y poder salir a rumbear con mis botas negras sin que me vean como una loca
Shalo,@_shaloo_,2020-12-17T01:27:54.000Z,"La vacuna del Covid en Colombia será como el metro de Bogotá, una eterna promesa."
Evate,@evate2009,2020-12-17T01:22:13.000Z,"Pamela Vertiz de 
@atv_noticias
: Nos engañaron, no hay vacuna. (Refiriéndose a Vizcarra y Mazzetti).
Lo que no dice es que Vizcarra se fue el 09 noviembre, con el golpe de estado, cuando otros países como Chile y Colombia por esos días concretaron la compra de vacunas."
Edwin Riveros,@eyecith,2020-12-17T01:17:49.000Z,"Que en Europa ya, que en países de Suramérica empiezan en diciembre y en colombia para cuando la vacuna, sera que veremos la corrupcion  en pleno, mientras el@pueblo se muere. Que creen ..."
Jose Ortiz Morales,@iJoshJack,2020-12-17T01:12:33.000Z,"A Chile llegará la vacuna de Pfizer la próxima semana y a México el 22 de diciembre, a Argentina la Sputnik V antes de Navidad,   ¿Y a Colombia?"
maria angelina quiñones,@mariaangelinaq3,2020-12-17T01:08:31.000Z,"Ecuador, Chile, Argentina, Brasil aprueban e inician la aplicación de la vacuna del covid la otra semana y en Colombia para cuando??? Abril 2021. Ministerio de salud de una explicación creíble."
victor Duque,@victorD26211330,2020-12-17T01:00:20.000Z,"Esperemos que se muera mucha gente con la vacuna Covid-19 si no se muere mucha gente no paga poner la vacuna en Colombia.

Atte Ivan Duque"
Juan Carlos Iragorri,@jciragorri,2020-12-17T00:42:18.000Z,"""A lo largo de la pandemia lo que hemos visto del gobierno del presidente 
@IvanDuque
 es una política reactiva. El hecho es que Colombia no sabe cuándo tendrá vacuna. Conclusión: morirán más ciudadanos, y seguramente los más pobres"", dice 
@HOLLMANMORRIS
 en 
@VocesRCN
."
Félix de Bedout,@fdbedout,2020-12-17T00:19:20.000Z,"En el mundo las cifras de Coronavirus están disparadas, los países están tomando medidas extraordinarias de control, la vacuna todavía se demora y en Colombia es como si se viviera en otro planeta."
Arteaga,@EpicuroDeSamos_,2020-12-17T00:10:27.000Z,"Buenas. Discúlpenme por no andar informado bien sobre la vacuna contra Covid en Colombia. 

¿Habrá (y cuándo) o no?

(Responder seriamente, por fa).

Gracias."
Miguel Hernández,@MiguelH54737081,2020-12-17T00:09:05.000Z,Por obra y gracia del Presidente nos quedamos sin vacuna. Estados Unidos compró nueve mil millones de vacuna. Y yo que creía que el peor Presidente que había tenido Colombia era Andrés  Pastrana.
Javier Arana,@arana_javier,2020-12-17T00:08:46.000Z,"Ecuador, Chile, México, Panamá y Costa Rica ya están en la lista de países latinoamericanos en haber dado luz verde a la vacuna de Pfizer, que ya comenzó a ser aplicada en Estados Unidos y Reino Unido. En Colombia: ¿y el anillo pa'cuando? Todo llega tarde, menos la desesperanza."
Gonzalo Guillén,@HELIODOPTERO,2020-12-17T00:03:00.000Z,"Hoy hubo 14 mil muertos en el mundo por el COVID.
La pandemia está disparada. Lo único qué hay y habrá en Colombia parecido a una vacuna es el aislamiento."
NoticiasBta,@NoticiasBta,2020-12-16T23:54:51.000Z,Colombia pagara mas de $250 mil millones para comprar la vacuna de AstraZeneca
Susana,@svelezhaller,2020-12-16T23:53:01.000Z,"Me puse a ver noticias sobre la vacuna contra el COVID y quedé como triste, esa vaina a Colombia no va a llegar "
Juan,@JuanPOssa,2020-12-16T23:33:03.000Z,"En Brasil están fabricando la vacuna china, van 1 millón de dosis, y tienen acuerdos para comprar 350 millones de vacunas con varios laboratorios. Esperan arrancar en febrero la campaña.

No será la maravilla, pero pinta mejor que Colombia y eso que no tuvieron gerente Covid"
Franklin Rada Ch,@Franklin9210Col,2020-12-16T22:40:13.000Z,"El Gobierno Nacional dice que en los meses de enero y febrero iniciará la vacunacion contra el Covid-19 en Colombia.

La vacuna debe permanecer a - 70°, es decir bajo una cadena de frío bastante estricta.

¿Están las regiones preparadas para garantizar esas condiciones?"
Gustavo Gallo,@ggalloma,2020-12-16T22:01:11.000Z,"Se disparan los casos de Covid en Colombia y las autoridades dicen que no van a tomar medidas a nivel nacional. Que Dios nos coja confesados, esto se salió de madres hace rato... (y sin vacuna a la vista)"
Fernando Rincón,@ferno2008,2020-12-16T21:58:49.000Z,#OjalaQue en Colombia se pueda producir la vacuna contra el coronavirus.
Juan Valderrama,@CocktailJuan,2020-12-16T21:56:44.000Z,"Yo no espero el día que llegue la vacuna, yo anhelo el día en que el uribismo deje en paz a Colombia. Esa si es una verdadera enfermedad, de las peores y las más letales. No sólo afecta a la sociedad, no tiene piedad nisiquiera con el medio ambiente. #Corrupcion #Colombia"
Jacobo Solano C,@JACOBOSOLANOC,2020-12-16T21:51:18.000Z,"Panamá, Costa Rica, Chile y Ecuador aprobaron la vacuna de Pfizer. En Colombia estamos en manos de Duque, que Dios meta su mano."
PeriodismoParaTodos,@LanataPPT,2020-12-16T21:41:10.000Z,"Vacunas covid-19: Chile, Ecuador, Costa Rica y  Panamá ya autorizaron el uso de la vacuna Pfizer. Muy pronto se sumaría Colombia. ¿Y qué pasa con Argentina? El gobierno de inútiles peronistas propuso algo raro en la negociación y la vacuna no llegaría al pais"
Elkin León,@Muereelkin,2020-12-16T21:13:58.000Z,"Colombia va a comprar la vacuna de covid con menos eficacia.

Gracias, país de mierda."
John M. González,@johnmgonzalez,2020-12-16T21:10:21.000Z,"#Colombia comprará la #vacuna AstraZeneca (Oxford). Adenovirus de chimpancé no replicativo, pero produce la proteína S de virus #SARSCoV2. Segura, induce inmunidad y protección >70%. El modelo se había estudiado antes. Se puede transportar 4º a 8ºC"
Gerson,@forastero2418,2020-12-16T19:51:31.000Z,"Sagasti vuelve a responder a un periodista diciendo: chile, Colombia y argentina no tuvieron problemas sociales como Perú que tuvo 2 meses de incertidumbre política...osea por eso no tenemos vacuna?"
Ricardo Pinedo Caldas,@RicardoPinedoC,2020-12-16T19:51:21.000Z,"Zagasti chalequeando a coimero Vizcarra: “Colombia, Chile y otros países tienen vacuna porq no tuvieron la “inestabilidad política” de Perú.
¿Acaso los peruanos tenemos la culpa que Vizcarra sea coimero?
Qué tal 
!!!"
adultoserio2000,@adultoserio2000,2020-12-16T19:30:18.000Z,"RECIBIMOS DEL GOBIERNO ANTERIOR DOS ACUERDOS PRELIMINARES, QUE NO TIENEN CONTRATO ALGUNO FIRMADO . (Y LA MAZETTI LA MISMA MINSA ALLI CON SU CARA DE PALO, EXPLICANDO COJUDECES),,,,NO HAY VACUNA ALGUNA ASEGURADA  COMO CHILE, ECUADOR, BRASIL, COLOMBIA , NO TENEMOS NADA !!"
marcel ivan gallo,@marcelivangallo,2020-12-16T19:26:56.000Z,"#ecuador acaba de autorizar la #vacuna de 
@pfizer
, #Panama decreta un toque de queda total 24 y 31 de diciembre #Colombia sigue pensando en la economía más que en la vida y salud de los colombianos. 
@IvanDuque
 @MinSaludCol
 @NoticiasCaracol
 @vanedelatorre
 @juanrobertovarg"
Jorge Uribe,@JorgeUr92579811,2020-12-16T19:22:32.000Z,El embajador de Colombia en Washington debería estar procurando la vacuna para los compatriotas y no lambiendole a Trump. Solo brutalidades.
carlos,@CarlosRuge,2020-12-16T19:15:05.000Z,"En Colombia no se ha autorizado la compra de la vacuna, porque Pfizer no ha enviado la fotocopia de la cédula del representante legal, ni los parafiscales, antecedentes judiciales, RUT, cámara de comercio no mayor a 30 días..."
Victor Hugo Salazar,@victoriusmedia,2020-12-16T18:49:57.000Z,"Pero 
@JuanPabloCalvas
 en 
@WRadioColombia
 la vacuna de Astrazeneca NO SIRVE  !!! todo a medias en Colombia que horror. Siempre con lo peorcito ! que mediocridad la que nos etiqueta !
  #comprarrobadoes"
Nelson Maica C,@jupiterxc,2020-12-16T18:48:40.000Z,Temas de interés = USA/ Venezuela bajo tiranía/ Brasil/ Colombia/ Trinidad y Tobago/ Guyana Esequiba/ Ecuador/ Perú/ Bolivia/ Chile/ Argentina/ Vacuna contra el virus chino/ UE/ RU/ Panamá/ Corea del Norte/ España/
Claudia Sterling,@claudiasterling,2020-12-16T18:38:34.000Z,"No está claro en Colombia cómo se manejará el tema de la refrigeración de la vacunas para que lleguen a todos, no está claro si hay el número de jeringas adecuado, ni protocolos de aplicación de la vacuna... pero en enero y febrero habrá vacunación ya según el gobierno ... MMmmmm"
Itza Pedreros-Cherbonneau,@ItzaCherbonneau,2020-12-16T18:33:47.000Z,"En la videollamada que tuve con mi padre ayer, me sentí infinitamente triste escuchando su frustración porque la vacuna no llegará a Colombia sino hasta mediados de 2021, y eso. Está cansado de estar encerrado [tiene 84 años] y quiere que vaya a visitarlo. 
Mucha impotencia."
MAURICIO SERRANO A,@MAURICI97968490,2020-12-16T18:23:46.000Z,"Alguien sabe para cuando el kakas 
@petrogustavo
 tiene convocada la primera movilización de la colombia humana? (Marcha), seguro post vacuna no va dejar trabajar!! Ojalá y cumpla lo de el retiro!! 
@RevistaSemana
 
@VickyDavilaH
 
@MAndreaNieto"
Alfonso Diaz,@alfonsodg777,2020-12-16T18:22:17.000Z,Que incertidumbre en Colombia al tener la seguridad de lo saber cuándo realmente tendremos la vacuna para el covid
Fernando,@luisrdzuribe95,2020-12-16T18:20:35.000Z,"La raza no se quiere poner la vacuna del Covid-19 pero si les gusta oler mesas de un producto que trae un malandro en el culo desde Colombia. Pero vean el lado amable, menos gente en el mundo."
Andres Bossa,@Bossaochoa,2020-12-16T18:17:31.000Z,"Me causa mucha risa que 
@IvanDuque
 diga que no quiere ser populista hablando respecto a los acuerdos bilaterales de la vacuna.
Diga la verdad, no hay plata ni capacidad logística para adquirir vacunas en Colombia."
Victorino Targaryen Moya,@futuro_r,2020-12-16T17:42:08.000Z,"Colombia no esta en capacidad de producir ninguna vacuna, solo esta en capacidad de producir Vergüenza y lástima."
Fernando Posada,@fernandoposada_,2020-12-16T16:37:40.000Z,Cualquier logro del gobierno en el manejo de la pandemia se ve opacado por la pésimo gestión que han dado a la llegada de la vacuna a Colombia. Somos de los últimos de la fila en América Latina (y del mundo). Ahí era donde había que poner el esfuerzo y recursos. Un gran fracaso.
P A U L A,@penuelacastaned,2020-12-16T16:14:24.000Z,Aprueban  la vacuna en todos los lados menos en Colombia.
Antonio Varela Ardila,@ArdilaLla,2020-12-16T16:04:59.000Z,"Parece que Chile se basó en la información técnica de la vacuna y en una reunión aprobó la vacunación. Sería impertinente sugerir que averigüe n con Chile.
En Colombia el procedimiento adoptado se emplea dos meses. suponiendo que la vacuna llega el 4 de enero de 2021, no habrá"
Álvaro E. González Baquero,@gonvaro,2020-12-16T15:52:14.000Z,"La financiación de la vacuna ha sido en su mayoría pública, ocupando recursos de numerosos estados. La cuestión es si sus beneficios también serán públicos.
Si Colombia debe realizar compras, entonces ¿Cúal fue la participación del ""Gobierno"" de Colombia?
@MinSaludCol"
Jacobo Solano C,@JACOBOSOLANOC,2020-12-16T15:26:31.000Z,"Chile es el primer país de Suramérica que aprueba la vacuna Pfizer, mientras tanto en Colombia nada, ni siquiera hemos cerrado un negocio con las farmaceuticas. Bastante preocupante el panorama."
silvio castro,@silvioelnegro19,2020-12-16T15:06:07.000Z,"Por qué razón Colombia no a comprado vacuna contra el COVID España , México , Inglaterra, usa , Italia, Brasil, ya compraron su vacuna y su distribución en diciembre enero. Que triste mi gobierno 
@JorgeIvanOspina
 @ColombiaNotici4
 @DanisRenteria
 @NoticiasCaracol
 @Antena2RCN"
PatriaTeAdoro,@PaterMionostro,2020-12-16T14:49:05.000Z,"El mundo tiene 193 paises, de dónde sacan que Colombia está de última en la vacuna??!! "
Juan Alies 2,@juan_alies,2020-12-16T14:16:38.000Z,"Con la Pandemia del Covid19, aparecerá la ""Vacuna chantaje"" en Colombia, otra obra del gobierno y su partido."
Harold Sebas Gómez A,@HaroldSebasG,2020-12-16T14:13:24.000Z,"De los mismos creadores de: ""Maduro tiene los días contados...""
Llega: ""la vacuna en Colombia la tendremos entre enero y febrero"".... 

Inigualable 
@IvanDuque
  "
Favio.,@Lanzadardos_,2020-12-16T14:05:51.000Z,"Colombia llegará a unas 40 mil o más muertes, antes de llegue la vacuna, si es que llega. El único Colombiano que debe estar vacunado a estas alturas de la vida, fue el que se quedó en Wuhan."
Connie,@ConnieAlfonso5,2020-12-16T14:02:21.000Z,La compra de la vacuna contra el #Covid19 en #Colombia no depende de la urgencia de proteger la #Vida sino del dueño del #NegocioSocio.
Liliana Coy B,@LiliCoyB,2020-12-16T13:53:18.000Z,Vacuna en Colombia ? No es necesaria acá nos cuida la Virgen de Chiquinquira bobis
La Opinión Crítica,@OpinionCriticaC,2020-12-16T13:39:40.000Z,"Ojo, en Colombia NO vacunen a los médicos primero, si la vacuna falla, nos quedamos sin ellos Comiencen por la Colombia Humana con 
@petrogustavo
 y 
@GustavoBolivar
 y con toda la Izquierda y su mamertada de seguidores."
Andrés Gaviria,@AndresGaviriaC,2020-12-16T13:28:07.000Z,"Panamá 
 y Costa Rica 
 están próximos a aprobar la vacuna de #Pfizer. Colombia no sabe ni dónde está parada"
Miguel Estupiñán,@HaciaElUmbral,2020-12-16T12:59:49.000Z,"""El gobierno de 
@IvanDuque
 se quedó dormido en lo que respecta a la negociación de la vacuna contra el #COVID19, negligencia que ubica a #Colombia al final de la fila de la vacunación junto con otros países pobres"", Tickner en 
@elespectador
."
Manuel Rodriguez,@ManuelRodCa,2020-12-16T12:08:46.000Z,"Mientras Europa podría vacunar a su gente 2 veces y Estado Unidos de America hasta 6 veces, nosotros aún andamos buscando quien nos venda la vacuna. Ayyyyyy mi Colombia !!!"
Claudia Archbold B.,@ClauArchbold,2020-12-16T12:06:39.000Z,Aislamiento voluntario debe ser nuestra normalidad hasta que llegue la vacuna! #Colombia #QuedateEnCasa
CataCh,@CataCh_,2020-12-16T11:44:47.000Z,"La única vacuna que existe y existirá en Colombia, es la que hay que pagar para sobrevivir a los grupos de crimen organizado."
José Gregorio Hdez G,@josegreghg,2020-12-16T11:31:33.000Z,El Gobierno Nacional debe explicar con claridad: ¿Cuándo tendremos en Colombia la vacuna contra COVID-19?
LUIS E. BELTRÁN,@ernestbelt,2020-12-16T11:26:14.000Z,"En Colombia todo lo que tiene que ver con la vacuna para el Covid-19 es confuso, con el cuento de la confidencialidad, los ciudadanos no sabemos nada, ni siquiera lo saben funcionarios del mismo gobierno. Un desastre eso."
Jamape,@Jamape3,2020-12-16T11:15:17.000Z,"Vacuna confiable es la de Pfizer, #Colombia debe colocar es vacuna a los colombianos. Nada de vacuna China ni Rusia. 
@IvanDuque
 estamos ATRASADOS."
editholarte,@editholarte,2020-12-16T11:14:36.000Z,Que le pasa al procurador Carrillo cual es el acoso al gobierno esperen él presidente está trabajando para cumplir con la vacuna a los Colombianos q pasa q en Colombia todo lo vuelven problema en los otros países esperaron la vacuna con tranquilidad pero aquí listos a criticar
Juan Carlos Guzman,@jcGuzmanP,2020-12-16T10:35:45.000Z,"Las personas que han tenido covid ya no requieren vacuna?
Si la respuesta es Si.... Colombia necesita comprar poquitas....."
Samuel Navarro,@Snavarro21,2020-12-16T04:59:36.000Z,"Yo era de los que en marzo decía que la vacuna estaba para julio y veía los avances de las vacunas en las noticias como un idiota... Al ritmo que va Colombia, me muero antes de ver una vacuna por acá."
Los Iluminados,@Los_iIuminados,2020-12-16T03:36:48.000Z,"#Atencion el Gobierno de #Colombia liderada por el encargado "" Periquito"" Duque los sigue engañando con la vacuna.

no han hecho ninguna negociación."
Sebastian,@SmilingtoMiley,2020-12-16T03:14:41.000Z,Colombia estaba esperando más el video de Juanda que la vacuna del virus.
JuanMosqueraRestrepo,@lluevelove,2020-12-16T02:50:28.000Z,"La vacuna ya llegó a Colombia. Y los primeros vacunados, que son muchísimos, fueron todos al centro de Medellín. Al menos eso parece porque por allá parece que ni pandemia, ni autocuidado, ni miedo. Qué susto."
"Maicol Ospina
-",@Gonococco,2020-12-16T02:45:23.000Z,"Colombia, donde una vacuna no es vacuna."
Juli,@SorryForN,2020-12-16T01:31:19.000Z,"Estaba leyendo el hilo de la vacuna del covid y es una mierda que en colombia estén retrasando el tema de la negociación porque saben que pueden hacer campaña electoral con ella. Porque saben la cantidad de votos que se puede comprar así. 

Les juro que odio al hijueputa gobierno"
Ramiro Velásquez,@ramirociencia,2020-12-16T01:21:51.000Z,"La vacuna contra #Covid_19 de Moderna recibirá aprobación en #EEUU el viernes. Es muy efectiva. ¿Qué puede decir 
@MinSaludCol
 de ella? ¿Le interesa? ¿La adquirieron? #Colombia"
Carlos Valderrama,@chinovera54,2020-12-16T01:08:47.000Z,"Chile, Colombia, Brasil, Argentina, ya tiene fecha de llegada, para las vacunas, su poblacion ya fue salvada, en cambio aqui, en el Peru, no tenemos fecha de llegada, un muevo fracaso de Vizcarra, nos quito nuestra Economia, y ahorra q no tenemos Vacuna, eso es muerte para todos"
Gabo Camero Gärtner,@GaboCamero,2020-12-16T00:58:08.000Z,"Cuando el COVID tenga su vacuna acá en Colombia y que tales. Yo igual seguiré usando tapabocas. Las alergias en la nariz, la gripa común, resfriados han bajado considerablemente este año en mi organismo. Solo me ha dado gripa una vez en lo que lleva el 2020."
Agustin Castillo,@Agustin96508247,2020-12-16T00:43:09.000Z,"La vacuna nos llegará tarde! Como comprarla para Colombia no fue posible mediante la inefable eficiencia de la corrupción, nos quedamos de últimos en la fila. “Todo nos llega tarde, hasta la muerte”, nos lo dijo con su voz profética el poeta Julio Florez."
Tundra,@JotaValmont,2020-12-16T00:42:19.000Z,Que paso con el hp encargado de gestionar la vacuna contra el covid19 para Colombia? Aaah verdad nunca hizo nada como siempre.
JuanseEnCasa,@Juan_Sebastian_,2020-12-16T00:42:18.000Z,"No hay información de la vacuna en Colombia, simplemente porque el gobierno no fue eficiente. SI, a pesar de el programa diario del presidente."
Nader Name Zaky,@ZakyName,2020-12-15T23:10:15.000Z,"En el mes de Abril #Venezuela realizará vacunación masiva a toda su población. En Colombia 
@IvanDuque
 invita a Leopoldo López a una charla de chismes y mentiras cuando la vacuna para #Colombia no será sino para el 2022. Quien es el tirano?"
