Nombre de usuario,Usuario,Fecha,Texto
Stefanny Fiffe,@Stefannyfiffe_,2020-08-26T19:28:16.000Z,Colombia participará en ensayos clínicos de una vacuna de Johnson & Johnson contra la COVID-19 en septiembre.
tomaslafoti,@tomaslafoti,2020-08-26T19:11:49.000Z,"Usted cree que si llegara la #vacuna para #COVID__19 en Colombia, se la aplicarían primero a:Altas cortes
0 %
Políticos
100 %
Ricos
0 %
Pobres
0 %
1 voto
·
Resultados finales"
Carlos Ramirez,@caenrap,2020-08-26T18:58:04.000Z,"Lideres politicos, aspirantes presidenciales, magistrados periodistas, caricaturistas, uribistas, petristas, ivan, Roy, vicky, santos y más, deberian ser voluntarios a la prueba experimental de la vacuna contra el covid-19 en Colombia. Asi si les creeriamos"
Julián Ramírez,@julianperroD,2020-08-26T18:55:32.000Z,"Ya pa' qué vacuna, en Colombia desapareció el COVID de golpe de decreto."
Ing. Armando,@ing_armando1,2020-08-26T18:27:28.000Z,Para probar la vacuna en Colombia propongo se hagan las pruebas en uribistas mayores de 40 años. La idea era hacerla en simios pero como defendemos las especies hay que utilizar lo que más se asemeje
Elmer Sanchez,@sanchezconzeta,2020-08-26T18:25:49.000Z,Que chimba los HP de Johonsson& Johonsson escogen a países subdesarrollados como Colombia para probar su vacuna.
Winston אני.,@winstonbc,2020-08-26T18:25:41.000Z,"Jajajajaja hijos De p.... van a venir con esta paja que hasta aquí llega el esta. No cabrones hasta aquí llegó la estafa y ahora nos cuidamos nosotros para que nos claven con lo que viene impuestos subida de gasolina y la basura mayor la maldita vacuna #Colombia 
#MeridianoBLU"
Juli Rendón Press,@JuliRendonPress,2020-08-26T17:45:09.000Z,"Mientras gobiernos del mundo cierran negocios con Rusia para vacunar a su gente lo más pronto, el Gobierno de Colombia apenas gestiona pruebas clínicas para determinar si la vacuna de Johnson y Johnson sirve o no.

#En2022NoVotaríaPor el que diga Uribe."
Arge,@Angelreyesy,2020-08-26T13:57:28.000Z,Yo también probaría la vacuna para no tener más lágrimas #Colombia Jhonson & Jhonson
Jorge Eliécer Orozco Dávila,@jorgelieceroroz,2020-08-26T13:17:32.000Z,"A ver. ¿Cuantos quindianos entre los 18 y lo 60 años que no tengan comorbilidades, aceptarían probar la vacuna de J&J contra el Vid19?
@MinSaludCol
  anunció que Colombia hará parte del ensayo. 
Las vacunas se aplicarán a partir de la 2a semana de septiembre."
IvannaM. Campo,@IvannaCampo,2020-08-26T13:05:36.000Z,"El mundo esperando la vacuna que no sé qué, que Rusia y en Colombia teníamos la cura nada más era acabar con la cuarentena y desterrábamos el Covid "
Emisora UdeA,@emisoraudea,2020-08-26T12:55:35.000Z,".
@PecetColombia
 será uno de los 12 centros habilitados en #Colombia y el único en Medellín, para realizar las pruebas en tercera fase de la vacuna contra el #Covid19 desarrollada por 
@JNJNews"
Llanera.com,@llaneracom,2020-08-26T12:45:22.000Z,En máximo dos semanas iniciarían estudios con vacuna COVID en Colombia.
Cesar Camargo,@cesarkilikce,2020-08-26T12:12:10.000Z,No entendí la vacuna rusa no se podía probar en Colombia por su rayoo socialista pero la gringa obvio si capitalizame algo así ??
Picio,@CalaveraSurfer,2020-08-26T12:11:48.000Z,"Hace unos días estaban todos indignados diciendo ""¡esa vacuna rusa no sirve, está aún en tercera fase!"".  ¿Qué dirán ahora que van a realizar la tercera fase de la vacuna de J&J en Colombia?"
Elsa Gil Álvarez,@elsagila412,2020-08-26T12:05:31.000Z,"México participará en desarrollo de vacuna italiana contra Covid-19. Colombia buscará participar en más ensayos de vacuna para COVID-19, no volverá a cuarentena total."
John Cristancho,@alexcrist1988,2020-08-26T11:47:30.000Z,"En Colombia fueron autorizados 15 centros de investigación para realizar los ensayos de la vacuna contra el Covid-19 que está desarrollando la firma Johnson & Johnson, a través de la farmacéutica Janssen. Iniciará desde el 5 de septiembre con 
60.000 voluntarios, una sola dosis"
María del Rosario Guerra,@charoguerra,2020-08-26T11:17:45.000Z,"#BuenaNoticia El 
@invimacolombia
 aprueba ensayos de vacuna contra el #Covid_19 en #Colombia Un paso más en la lucha contra este enemigo silencioso. 
@MinSaludCol"
El Mirandino,@Escualidodosmil,2020-08-26T11:15:27.000Z,"México participará en desarrollo de vacuna italiana contra Covid-19. Colombia buscará participar en más ensayos de vacuna para COVID-19, no volverá a cuarentena total.

Flávio Bolsonaro, senador e hijo mayor de Bolsonaro, informa que tiene Covid-19."
Johanna Franco T.,@JohannaFraTe,2020-08-26T11:08:29.000Z,Sería genial ser voluntario en las pruebas de la vacuna en Colombia. Es como un granito de arena que se puede poner. #voluntario #vacunaCOVID19
Maritza Aristizabal,@Maryaristizabal,2020-08-26T09:57:59.000Z,"Buenos días Colombia. Nos vemos a la 5:30AM en 
@NoticiasRCN
-562.128 casos de COVID19 395.470 recuperados.
-Nueva masacre en Norte de Santander.
-Aplazan clases presenciales en Bogotá.
-EE.UU. no ha negado extradición de Mancuso
-INVIMA aprueba ensayos clínicos de vacuna."
Emilio Santiago,@IRREVERENT7,2020-08-26T06:05:21.000Z,"#Colombia participará en la fase 3 de la vacuna de 
@JNJCares
Las enfermeras de #Panama se manifestaron para exigir el pago de sus salarios atrasados y equipo para trabajar"
Carlos Fabio,@elintranquilo1,2020-08-26T03:30:07.000Z,"Cuantos prototipos de vacuna contra el coronavirus esta probando Colombia?
Un país donde se roban 50 billones al año y no tiene investigaciones de la mayor pandemia en la historia reciente."
Juls Estrada Rodríguez,@JusitaEstrada,2020-08-26T01:45:10.000Z,Y si le pedimos al profesor Utonio que nos ayude en este Colombia con la vacuna del covid 
BluRadio Colombia,@BluRadioCo,2020-08-26T01:40:37.000Z,"#AlAire Hablamos con el doctor Carlos Alvarado, director médico de Janssen en América Latina, sobre la vacuna que probarán en Colombia en #MesaBLU"
Fredymauriciovoiceover,@fmdjvanegas,2020-08-26T01:04:53.000Z,"Preguntas:
¿Como está Colombia si se presenta segunda ola de contagios? ¿Cuando llega la vacuna? ¿Qué tan avanzada está la vacuna rusa? Esta es la verdadera realidad del coronavirus en nuestro país.
Los leo!"
santiago west,@West01Santiago,2020-08-26T00:31:24.000Z,"Tanto que jodían porque el gobierno no se ofrecía para que se probara la vacuna rusa en Colombia y hasta muchos decían que se ofrecían de voluntarios.
Ahora que se va a experimentar con la de una empresa reconocida como J&J dicen que no van a ser los conejillos de indias de nadie"
jairoaram,@jairoaram,2020-08-26T00:20:45.000Z,"La vacuna de Oxford es la más adelantada, que bueno que en Colombia pensáramos en ir negociándola"
carlos candela,@carloscandela3,2020-08-26T00:18:56.000Z,Pacho santos era el encargado de tramitar la extradición. De Mancuso a Colombia ...y dónde termino Mancuso en Italia ....y Pacho santos está encargado d la traída de la vacuna del covid 19... Pa cuando será
Daniel conde,@Daniiconde2,2020-08-26T00:14:50.000Z,"En colombia miles de personas perderán y perdieron sus empleos, la economia de la informalidad sera màs comun y él país tendrá más pobreza, además no hay la capacidad hospitalaria para sostener un rebrote, y la vacuna aun es experimental, la Prensa y los medios mienten."
Piel Roja,@PielMuyRoja,2020-08-25T22:55:07.000Z,"Johnson & Johnson, que hace poco tuvo un escándalo por vender talcos para bebé con compuestos cancerígenos, ahora realizará ensayos clínicos de una vacuna en Colombia. Suerte a los víctimas."
CamilaUC,@CamilaUC19,2020-08-25T22:17:06.000Z,"Gracias a la ineptitud del títere, Colombia será de los últimos países del mundo en recibir la vacuna"
El Informómetro,@ElInformometro,2020-08-25T22:16:23.000Z,"#Colombia participará en las pruebas de la fase 3 de la vacuna contra el #COVID19 de Johnson& Johnson (
@JNJNews
 ).
#Covid_19 
#COVID__19 
#vacunaCOVID19 
#Vacunas"
Luis Orellano C,@luisoc18,2020-08-25T22:14:53.000Z,"Colombia hace una semana: no usaremos la vacuna rusa porque no ha hecho la fase 3.
Colombia hoy:
Usaremos la vacuna de Jhonson & Jhonson, seremos la fase 3 de ellos"
ACINNACIONAL,@acinnacional,2020-08-25T22:03:14.000Z,"¿Qué sabemos de la compañía que hará estudios para la vacuna contra la #COVIDー19 en Colombia?
En 1886 nace Johnson & Johnson en New Brunswick (New Jersey) Estados Unidos, como una compañía para el cuidado de la salud."
Henry Forero,@HENRYFOREROJ,2020-08-25T21:39:58.000Z,"La cotización del dólar para mañana miércoles en Colombia será de $3.867,38 con un alza de $23,69 ante los anuncios de una posible nueva reducción de tasas por parte del 
@BancoRepublica
 y las noticias de una posible vacuna contra el COVID-19 en Estados Unidos ."
Noticias 0241,@Noticias0241,2020-08-25T21:36:22.000Z,Daniel_RiosVE: #Colombia participará en ensayos clínicos de una vacuna de Johnson & Johnson. Los ensayos clínicos en el país están previstos para septiembre y se iniciarán una vez se tengan los datos provisionales del estudio de las primeras dos fases de desarrollo de la vac…
Carabobo News,@CaraboboNews,2020-08-25T21:32:23.000Z,Daniel_RiosVE: #Colombia participará en ensayos clínicos de una vacuna de Johnson & Johnson. Los ensayos clínicos en el país están previstos para septiembre y se iniciarán una vez se tengan los datos provisionales del estudio de las primeras dos fases de desarrollo de la vac…
Gaceta Carabobo,@GacetaCarabobo,2020-08-25T21:22:20.000Z,Daniel_RiosVE: #Colombia participará en ensayos clínicos de una vacuna de Johnson & Johnson. Los ensayos clínicos en el país están previstos para septiembre y se iniciarán una vez se tengan los datos provisionales del estudio de las primeras dos fases de desarrollo de la vac…
Yas,@yasss_mh,2020-08-25T19:53:54.000Z,Estoy pensando seriamente en ser voluntaria para la prueba de la vacuna en Colombia.
Chucho Martinez,@chumarte_,2020-08-25T19:40:01.000Z,"#Pasto. No obstante que Jhonson & Jhonson perdió demanda por producir talcos cancerígenos, está produciendo la vacuna contra el Covid que pretende disponer de 60.000 voluntarios en Colombia.¡Plop!"
*Anabelle*,@pacovasqez,2020-08-25T19:37:47.000Z,"Pues yo si estoy mamado de esta cuarentena. 

No vamos a estar 2 años encerrados hasta que llegue la vacuna a Colombia. 

Eso si, el autocuidado será la clave."
Carlos González,@carlosgonzacom,2020-08-25T18:52:32.000Z, ¡Colombia encontró la vacuna! Se llama ignorar el virus. #AislamientoSelectivo
Oscar Jardey Suárez,@OscarJardeySua,2020-08-25T18:44:12.000Z,"Dizque buscando vacuna para el #COVID19 #COVIDー19 .

En Colombia, 
@Bogota
, un decreto fue suficiente para decir o fingir que ya no hay porque tener miedo a tal #COVID__19"
Carlos González,@carlosgonzacom,2020-08-25T18:31:46.000Z,"En Colombia 
@IvanDuque
 encontró la vacuna al COVID19 antes que el resto del mundo. Se llama dejarnos salir a todos al matadero. Gravísimo ese cuentico del #AislamientoSelectivo"
Alexandra Hernández,@ALEXAHERNANDEZC,2020-08-25T16:55:14.000Z,"#Colombia Johnson & Jonhson  probará  la vacuna experimental Ad26.COV25 contra el #Covid_19 en 60.000 voluntarios el próximo mes de septiembre 
@JorgeIvanOspina
       @MiyerTorresA
 @DilianFrancisca
 @MinSaludCol
 qué bueno que Cali sea una de las ciudades escogidas."
Andrés Fernández S.,@comunicandres,2020-08-25T16:22:50.000Z,"Oficialmente hago parte del equipo de voluntarios para los estudios clínicos fase 3 de la vacuna Ad26.COV2.S desarrollada por Johnson & Johnson que se probará en Colombia.

#TodoVaaEstarBien "
fredy armando culma aparcio (tekken colombia),@culma_fredy,2020-08-25T16:16:50.000Z,"¿ usted  estaria dispuesto a ser  voluntario en la pruebas vacuna del covid  llegan para  colombia ?si
40 %
no
60 %
5 votos
·
Resultados finales"
Lutxo Lopez,@lucholopezh,2020-08-25T15:26:09.000Z,"En colombia no hubo necesidad de vacuna para acabar con la pandemia, la acabamos con decretos y un numeral  #FinDelAislamiento"
𝔽𝕖𝕣𝕟𝕒𝕟𝕕𝕠 ℙ𝕒𝕝𝕞𝕒 𝕊𝕠𝕝𝕒𝕟𝕠,@Palmaradio,2020-08-25T15:16:20.000Z,"Hoy:
“Más de 5.000 colombianos se ofrecen como voluntarios para probar vacuna de Johnson & Johnson en Colombia”

Mañana:
“Johnson & Johnson enfrenta más de 5.000 demandas en Colombia por efectos secundarios en voluntarios de su vacuna”

#Colombianos"
Thais,@thaisalemg,2020-08-25T15:15:08.000Z,¿Con quién hablo para ser voluntaria en la prueba de la vacuna contra el Covid-19 en Colombia?
Luisa Maria Aranda,@cochecharia,2020-08-25T14:48:35.000Z,"Yo: Van a probar una vacuna en Colombia.
Rafa: Una vacuna en Colombia, no."
MANUEL VIVERO,@ManuelViveroB,2020-08-25T14:46:38.000Z,"Por Dios, no sigan, las políticas de Duque y Claudia López, el COVID- 19 está en toda la tierra, el confinamiento es necesario, Colombia entre países con más muertes diarias,sin incluir los que fallecen en las casas.Para ellos primero la economía por encima de la vida, vacuna si."
Juliana Valencia,@juli_valencia23,2020-08-25T14:39:48.000Z,"Me rehuso a salir hasta que haya una vacuna y llegue a Colombia.
Así sea en el 2060."
Me dicen Cristo,@CristoMC,2020-08-25T14:35:46.000Z,"Johnson&Johnson condenados por vender productos cancerigenos y que era de su conocimiento esta realizando la vacuna que colombia pretende usar y de los cuales buscan voluntarios, complicada la cosa 
@BluRadioCo"
Milton,@Milton98901468,2020-08-25T14:31:47.000Z,Gracias a dios coincidió con la vacuna de johnson y johnson que en colombia no hubo contención ni mitigacion. Tampoco brasil ni mexico. Los tres tuvieron politicas muy parecidas para que la economia no colapsara#MañanasBLU
Alberto Sandoval,@AlberdinhoSand,2020-08-25T14:27:49.000Z,"""Colombia participará en la fase 3 de la vacuna""

La participación: poner unos pelagatos a q la prueben"
Pedro Suárez Vacca,@suarezvacca,2020-08-25T14:17:41.000Z,"Que tranquilidad saber que Fachito Santos, encargado de tramitar la extradición de Mancuso a Colombia, sea el mismo encargado de tramitar la compra de la vacuna contra el Covid 19. Nos llevó el ..tas."
buho ™,@buho_media,2020-08-25T14:04:23.000Z,"#Alertasbuho #COVID_19 25/08

1. Colombia participará en ensayos clínicos de la vacuna de J&J 
@JNJNews
 .
@Canalunocol
 

2. 
@CundinamarcaGob
 confirma que desde el 01/09 se puede transitar por carreteras del departamento y asistir a casas de descanso y fincas .
@WRadioColombia"
Wilmer Martinez V,@wilanthon,2020-08-25T13:51:31.000Z,"#COVID_19ENAMERICA 
#Colombia participará en ensayos clínicos de una vacuna de Johnson & Johnson"
Cley con c de caca,@cley2312_,2020-08-25T12:54:33.000Z,"En Colombia también probarán la vacuna, por lo que Perú no es un conejillo de indias. Debe probarse en países donde se extendió el contagio, razón por la cual se eligió a Brasil, México y Perú para comprender la efectividad de esta vacuna en un ambiente tan hostil."
Alicer Martinez,@AlicerMartinez,2020-08-25T12:40:41.000Z,"Colombia participará en pruebas de vacuna de Johnson & Johnson.   60.000 colombianos harán parte de la fase tres de estudios clínicos de la vacuna contra el coronavirus que desarrolla el laboratorio Janssen, propiedad de Johnson & Johnson"
MaPilar R.,@pilaruidiaz,2020-08-25T12:39:20.000Z,"A 
@PachoSantosC
 le encomendaron dos trabajos: Traer a Mancuso de regreso a Colombia para que repare sus víctimas y la segunda es gestionar la vacuna para que llegue rápido. Ya se daño la primera vuelta! #salvesequienpueda"
Carlos Arturo,@Carlos_Arturo_P,2020-08-25T12:25:25.000Z,"Colombia hará parte de estudios fase 3 vacuna COVID, no será que nos están tratando como conejillo de indias???"
Jorge Luis Bacca M,@jlbaccam,2020-08-25T12:21:24.000Z,Dónde es la fila para ser voluntario de la vacuna covid-19 de Johnson & Johnson en Colombia?
Catedra de Ciudadanía,@CConstrucion85,2020-08-25T12:13:25.000Z,"*LO ÚLTIMO*
Colombia participará en ensayos clínicos de una vacuna de Johnson & Johnson ."
Carlos Ensuncho,@Karlosfederiko,2020-08-25T11:48:41.000Z,Como amanece el país que encomendó la gestión de la vacuna para Colombia y la extradición de Mancuso en pachito Santos....
Carlos Arenas,@carlosarenas88,2020-08-25T11:46:43.000Z,"Desde hace más de 7 días, se ha hablado de esto ye s algo que tenemos que conocer día a día en #Colombia la vacuna recombinante Ad26.COV2-S por #JohnsonyJohnson
#FinDeLaCuarentenaEs es saber de la misma. 
#SOSMasacres 
@infopresidencia
 @MinSaludCol
 mirar también #Aztrazeneca "
SUPERNOTICIAS,@radiosupercali,2020-08-25T11:20:50.000Z,"#Nacional 
@MinSaludCol
 confirmó que Colombia adelantará estudios clínicos a partir de septiembre con la vacuna del laboratorio Johnson & Johnson en cerca de 60.000 personas voluntarias. Se trata de la investigación de la fase 3 de su vacuna"
Esperanza Rico Laverde,@EsperanzaRicoL,2020-08-25T10:53:14.000Z,"Colombia reveló que adelantará estudios en seres humanos de vacuna de Johnson & Johnson.

En Medellín y el Valle de Aburrá reabrirán la próxima semana restaurantes, iglesias y gimnasios.

Cartagena se prepara para reabrir restaurantes, hoteles y pequeños comercios."
Maritza Aristizabal,@Maryaristizabal,2020-08-25T10:09:36.000Z,"Buenos días Colombia nos vemos a las 5:30AM en 
@NoticiasRCN
-551.696 casos de COVID19 384.171 recuperados.
-¿Qué es aislamiento selectivo?
-Modelo de 4x4 en Bogotá.
-Plan de reactivación en Medellín.
-Colombia en ensayos clínicos de vacuna.
-Mancuso será deportado a Italia."
Noticias Ya!,@noticiasyabq,2020-08-25T08:31:40.000Z,Colombia participará en los ensayos clínicos de Johnson & Johnson en  fase 3 de la vacuna para COVID-19 en el país y que busca desarrollar la multinacional. Está previsto que el estudio se inicie en septiembre. Ya fue firmado un acuerdo de confidencialidad. ElEspectador.
jabaji60,@jabaji60,2020-08-25T07:17:30.000Z,"Te pondrías la vacuna experimental que se probará en Colombia por jhonson tu jhonson.Si
0 %
No
100 %
No sabe no opina
0 %
1 voto
·
Resultados finales"
Carlos Gutiérrez,@Carl_Granados,2020-08-25T04:48:18.000Z,La cuarentena debe seguir hasta que llegue a Colombia la hpta vacuna
𝒶𝒹𝓇𝒾𝒶𝓃𝒾𝓉𝒶,@Adriana57788770,2020-08-25T04:45:02.000Z,"#AislamientoSelectivo Primero ponen en redes sociales ""Colombia con la cuarentena más larga, déjenos salir"" pero cuando quitan la cuarentena se quejan, en fin la hipocresía (Aclaro que no soy Uribista) pero deberían aprender a vivir con un virus, no hasta que esté la vacuna"
Ysabel Machaca,@YsaEstefani,2020-08-25T02:48:25.000Z,"¿Porqué Jhonson & Jhonson no hace pruebas de la vacuna en su país origen (eeuu)?, ¿Porqué en países latinos como Perú y Colombia?, ¿Porqué nadie se alarma?, ¿Porqué hago tantas preguntas? Jaja"
SERGIO MARÍN,@SergioComunes,2020-08-25T02:45:27.000Z,"#EncuestaDelDía ¿A qué estrato socioeconómico cree usted que pertenecen las personas que van a someter a los ""ensayos clínicos"" en Colombia de la vacuna contra el Covid de Johnson & Johnson?1, 2 y 3
72,8 %
4, 5 y 6
6,1 %
Estrato Tomás y Jerónimo
21,1 %
114 votos
·
Resultados finales"
InfoCOVID19,@InfoCOVID19__,2020-08-25T02:38:36.000Z,"#ENCUESTA ¿Usted participaría como voluntario de una vacuna experimental para COVID-19 ahora que se harán ensayos de fase III en Colombia?Si
68,8 %
No
31,2 %
260 votos
·
Resultados finales"
Bairon Cruz,@ByronCross93,2020-08-25T02:15:27.000Z,"¿Por qué Colombia no prueba la vacuna contra el COVID/19 hecha por Rusia, y si lo hace con la vacuna hecha por una multinacional estadounidense cómo Johnson y Johnson? ¿No se les hace raro? Así o más vendidos."
Yuliana Botero,@yulbotero,2020-08-25T02:06:44.000Z,"60 MIL COLOMBIANOS SUJETOS A EXPLORACIÓN. Colombia hará parte de los esquemas globales para probar las vacunas que están en fase tres, así lo confirmó 
@IvanDuque
 La vacuna es desarrollada por el laboratorio 
@JanssenGlobal
 propiedad de 
@JNJCares"
Valbuena.,@harold_valbuena,2020-08-25T02:04:30.000Z,Realmente si me gustaría ser voluntario para las pruebas de la vacuna que van a hacer en Colombia.
Andres Afanador V.,@afanador_andres,2020-08-25T01:32:33.000Z,"Estaría dispuesto a exponer su cuerpo a la vacuna experimental de Johnson & Johnson que se iniciará en el mes de septiembre en Colombia? 
@JRicardoAyala
 @BachirMirep
 @javiercorona_29
 @AlonsoVellojin
 @AntenaGabriel
 @laopinioncucuta
 @fredyparada90
 @CarlosJaimesabg
 @EsmerojasoSI
41,7 %
NO
58,3 %
24 votos
·
Resultados finales"
Javier Contreras,@jcontrerasa,2020-08-25T01:32:28.000Z,Voluntarios sanos entre 18 y 60 años podrán ser parte del ensayo III de la vacuna de Johnson & Johnson. Colombia hará parte de esa fase experimental. ¿Usted se le apunta?
Henry Rios,@HenryRiosD,2020-08-25T01:28:37.000Z,"Ahora Colombia probará la vacuna de Johnson & Johnson, para darle fin al aislamiento preventivo y ""no más lágrimas""."
juan olarte,@jaojaobat,2020-08-25T01:18:02.000Z,"Entonces Colombia feliz con la vacuna de Johnson & Johnson cuando múltiples veces ha demostrado que ha hecho productos nocivos para la salud, que oculta efectos secundarios de muchas de sus drogas. #ColombiaSiempreRastrera"
FONTECHA,@CARLOSFONTECHA2,2020-08-25T01:13:56.000Z,"Colombia hará parte de la fase III de la vacuna contra el COVID-19 que desarrolla Johnson & Johnson
¿Como será esto?"
NoticiasBta,@NoticiasBta,2020-08-25T01:04:56.000Z,Colombia firmó un acuerdo con Johnson & Johnson para que se puedan adelantar pruebas de la fase III de la investigación de su vacuna
Alejandro Rosie,@Alejo_Rosie,2020-08-25T00:57:18.000Z,Los que andan poniendo peros por la vacuna de Johnson & Johnson en Colombia les tengo la solución..... No se la apliquen y ya 
Isabel,@IsabeltelaVelo,2020-08-25T00:43:36.000Z,Por supuesto que la empresa que demandaron porque su talco le dio cáncer de ovarios a alguien va a empezar a testear la vacuna en Colombia.
Jhonny Hernández T.,@jhonnyht80,2020-08-25T00:38:18.000Z,"Tener presente al terminar la cuarentena obligatoria:
1. No ha pesado la Pandemia.
2. No ha llegado la vacuna a Colombia.
3. Se reactiva el pais para evitar daños economicos mayores.
4. La capacidad del sistema de salud mejoró y la disponibilidad en UCI es del 35%."
Viviana Oyola Madroñero,@VivianaOM03,2020-08-25T00:37:46.000Z,"#HotelesMalditos 1- a partir del 1 de septiembre se acaba el aislamiento obligatorio - Nacional
2 - a partir del miércoles se acaba la cuarentena en las localidades de Bogotá.
3 - Se va a probar en Colombia la vacuna del covid de Jhonson & Jhonson
Comienza la nueva normalidad."
MIL DE PAN INDIGNADO,@MiIdePan,2020-08-25T00:18:08.000Z,"Si los talcos Johnson's & Johnson's son cancerígenos no me quiero imaginar que puede traer esa dichosa vacuna de prueba para Colombia.

#ReporteCOVID19 #coronavirus"
jabaji60,@jabaji60,2020-08-25T00:17:34.000Z,"Colombia una tragedia.  550 mil contagiados, 18 mil muertos, 10 mil nuevos casos, 350 muertos diarios, y el gobierno de Duque habla de autorizar abrir las cantinas, bares y escuelas. Con pruebas de vacuna de jhonson y jhonson y aislamiento selectivo."
Ronny Suárez Celemín,@RonnySuarez_,2020-08-25T00:16:16.000Z,"¿Usted aceptaría ser voluntario de una vacuna experimental para covid-19, ahora que se harán ensayos de fase III en Colombia?Sí
64,9 %
No
35,1 %
3.692 votos
·
Resultados finales"
Nattaly Rueda,@NattiRueda,2020-08-25T00:15:33.000Z,"Colombia será parte de los estudios clínicos de la fase 3 de la vacuna de Johnson & Johnson contra el COVID-19. Sería a partir de septiembre con una dosis en hasta 60.000 voluntarios sanos entre 18 y 60 años, según lo anunció 
@MinSaludCol"
ABC sport Colombia,@ABCsport_co,2020-08-25T00:12:28.000Z,"Es verdad que  Duque y varios de sus ministros serán voluntarios, en la prueba de la vacuna que se puede realizar en Colombia?"
1312,@DianaErre,2020-08-25T00:11:16.000Z,"¿Qué opinan de la vacuna de Johnson & Johnson en Colombia? Desde mi desconocimiento, tengo entendido que ellos tienen investigaciones porque sus productos tienen algunos efectos negativos, no sé"
Sofia Garcia-Reyes Meyer,@sgarciareyes5,2020-08-25T00:09:11.000Z,"Tengo una duda... Colombia va a ser parte del estudio de la vacuna de Johnson&Johnson, ¿ustedes se la pondrían?Si me la pondría
66 %
No me la pondría
34 %
94 votos
·
Resultados finales"
Daniel Figueroa,@tocarymirar,2020-08-25T00:07:47.000Z,"Ya salió el magnífico Iván Duque a decir que la vacuna de Jhonson & Jhonson contra el coronavirus será probada en Colombia para que no haya más lágrimas por los ""homicidios colectivos""."
fran,@frannciscoooooo,2020-08-25T00:05:13.000Z,"No me parece la gente que dice “sálvese quien pueda” por la nueva fase de la pandemia acá en Colombia, pienso que ya es hora de aprender a cuidarse y en estos meses fue suficiente para aprender a lidiar con este virus. No podemos seguir encerrados hasta encontrar una vacuna"
Aemon Targaryan,@Aemon3428,2020-08-25T00:03:56.000Z,"¿Cuánto quieren apostar la vacuna gringa no va servir en los colombianos y si la vacuna rusa?

Se imagina Venezuela vacunada y Colombia muriendo colombiano como frutas por día."
Jorge Galindo,@JorgeGalindo,2020-08-25T00:01:44.000Z,"Tres noticias hoy para el cauto optimismo.

1. Las reinfecciones suceden, pero parece que la reacción inmune de anteriores funciona.

2. Bogotá probará convivencia medida con el virus.

3. Colombia entrará en septiembre a formar parte de la fase III de un proyecto de vacuna."
Ana María U.,@Annieuse,2020-08-25T00:01:02.000Z,"Si ud tiene entre 18 y 60 años y es una persona sana, podría ser parte del ensayo fase III de la vacuna de Johnson & Johnson en Colombia. ¿Se aplicaría una vacuna que aún se encuentra en fase de confirmación de efectividad, seguridad y dosis?1. Si
53,8 %
2. No
46,2 %
292 votos
·
Resultados finales"
Edgar Porras,@porras_edgar,2020-08-24T23:38:59.000Z,El presidente Iván Duque anuncia el convenio entre Colombia con Johnson & Johnson para probar su vacuna que se encuentra en etapa 3 con 60 mil voluntarios.
Janus,@janusinho,2020-08-24T23:37:44.000Z,"Parece que Johnson y Johnson hará pruebas en Colombia de su posible vacuna para el coronavirus... UD sería voluntario?Si
47,8 %
No
52,2 %
138 votos
·
Resultados finales"
Maritza Aristizabal,@Maryaristizabal,2020-08-24T23:36:45.000Z,Atención Colombia participará en fase 3 de la vacuna que desarrolla Johnson y Johnson.
Jorge Jesús Montaño Acosta,@jormon26,2020-08-24T23:34:51.000Z,"Presidente 
@IvanDuque
 y 
@MinSaludCol
 @Fruizgomez
 anuncian que Colombia ingresa a ser parte de los países para probar una vacuna covid 19 en fase tres y se hará en 60.000 colombianos para su validación técnica."
Relior,@relior1980,2020-08-24T23:31:11.000Z,"Se acabó la cuarentena.... y en Colombia van a probar una vacuna... 
Ahora salen los hptas inconformes izquierdos a criticar... Porque como nada les sirve."
Henry Forero,@HENRYFOREROJ,2020-08-24T23:29:42.000Z,"Colombia entra en la fase 3 de las pruebas de la vacuna contra el COVID-19 , tras firmar convenio con la farmacéutica Johnson y Johnson !"
Dairo Mateus - GMH Abogados,@GMHABOGADOS,2020-08-24T23:18:33.000Z,"Cifras de Covid-19 Colombia 

Recuperados - 384,171 Personas
Casos activos - 148,807

En Colombia ya tenemos la vacuna y no nos hemos dado cuenta..."
ramiro antonio hinca,@ramiroa38631408,2020-08-24T23:11:30.000Z,"Hola en lo k ami respecta., si el problema de la vacuna para el Covid_19 en Colombia es por no gastar los dineros públicos y dejarlos más bien para que los corruptos se apoderen de ellos , entonces a mi me la cobran pero la quiero ya y ya es ya"
Juan,@cdquindio,2020-08-24T22:33:35.000Z,Primero llega a vacuna del Covid a Colombia antes de encontrar el amor de mi vida.
Sergi0 carevergª,@Gudizman,2020-08-24T19:13:15.000Z,La vacuna de Oxford saldrá al mercado en 3 meses por lo que calculo que llegará a Colombia en 3 siglos
WEIMAR ESCOBAR S,@WESCOLOMBIA,2020-08-24T17:28:05.000Z,"Colombia y el mundo ha estado en manos del sector salud casi todo 2020 debido a #coronavirus. Ya han dicho y realizado lo que sabían y podían y hoy queda: esperar vacuna #Covid_19,usar tapabocas,lavar manos,distancia física, evitar aglomeraciones. Ahora todos a tener disciplina."
Fernanda Trías,@trias_fernanda,2020-08-24T17:25:58.000Z,¿Será que Mercado Libre Rusia hace envíos a Colombia de la vacuna Sputnik?
