,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
32,32,32,elioedel Gibert Quintana,@ElioedelQ,2021-03-06,seguimos adelante lucha acabar covid esperanza vacuna,1
33,33,33,Angela,@anyi_vb,2021-03-06,vacunada,1
34,34,34,Laaus,@Laau_MS,2021-03-06,animo habeis puesto semanas dosis vacuna ponen pronto tambien24h sintomas volar vacunarse,1
35,35,35,One World no walls,@Pichulito,2021-03-06,tan vacunado vos tan indefensa,1
36,36,36,FERNWEH,@TimmyBurch2,2021-03-06,hastags tribuneo partido juega boludeces saber votaron,1
37,37,37,Abel Gilvonio,@abelgilvonio,2021-03-06,frente toda banda mafiosa delincuencial quiere bajarse gobierno transicion solo queda cerrar filas companerosdefender presidente seguir campana salvar vida millones peruanosviva prueblo peruano,1
38,38,38,Claudia Truccelli,@CTruccelli,2021-03-06,martes voy sinovac,1
39,39,39,Jime,@jimesaret,2021-03-06,buen diaya vacunarse,1
40,40,40,Vane,@vanesolaa,2021-03-06,dosis vacuna covid puesta efectos secundarios pequena sensacion febricula dolor articular mejor intubada ninguna duda,1
41,41,41,Jennie Goslino Biassini,@jemago62,2021-03-06,izquierda vacuno,1
42,42,42,Diego Costemalle,@CostemalleDiego,2021-03-06,escala confiariasa cientificob politicoc pit cntdun terraplanistae drsalle,1
43,43,43,Piece of Cake uy,@Pieceof48057522,2021-03-06,pasa siguen quedando vacunas apuro tanta queja siguen quedando miles dosis,1
44,44,44,Silvia Massi,@SilviaMassi1,2021-03-06,agendada martes vacuno,1
45,45,45,Dani,@Guante_De_Goma,2021-03-06,vacune ahora esperando segunda dosis,1
46,46,46,mariela.n,@marielanavasc,2021-03-06,hoy agende vacuno martes,1
47,47,47,Alejandro,@zapatatataa,2021-03-06,deberia ebrio viendo,1
48,48,48,Gonzalo Na_Cabro,@Na_Cabro,2021-03-06,si lee siguientes numeros ritmo usted vacunar03 pdme robe fb perdi enlace sorry,1
49,49,49,Sebastián Marroni,@sebamarroni89,2021-03-06,inepto diciendo izquierda queremos vacunartodo vas politizar,1
50,50,50,Silvina,@SilvinaTeacher,2021-03-06,che si toca vacunarse hacen semana cae oferta apunta grupo vamos esperar convenzan,1
51,51,51,Ro Ocampo,@roxaocampo,2021-03-06,agendada vacuna,1
52,52,52,Δnd3r RyeS,@Bandr3s,2021-03-06,gente quiere tener titulo universitario gente quiere tener carnet vacunacion covid,1
53,53,53,Fernando Panizza,@FernandoPanizza,2021-03-06,agendado martes manana,1
54,54,54,Sebastian Briones,@sebabriones,2021-03-06,poblacion primera dosis,1
55,55,55,Silvia,@Silvia68375851,2021-03-06,hijo primera dosispersonal esencialesposo agendado 032021mi nuera esperando franjadesicion tomada momento familiapor mipor tipor,1
56,56,56,Marita del mar Botero C,@Boteromarita,2021-03-06,habla pandemia pasado muertes continuan personal salud sigue agotado gobierno sido insuficiente gestion aun vacuna vacios siguen mostrando mundo,1
57,57,57,Enrique Baliño,@ebalino,2021-03-06,gente enemigo comun llama covid19 vamos vacunarnos amigos familias uruguayos ponerse celeste ganarlewhatsapp vamoooo,1
58,58,58,Consuelo,@con_j,2021-03-06,molesta mas gente quiere vacunarse inconscientes egoistas ignorantes saltan fila vacunarse mientras vacunen mejor,1
59,59,59,Jantoka,@jantoka,2021-03-06,obligacion gobierno proveer vacuna ningun esfuerzo humano favor trabajo ningun regalo pagada dinero cierto informacion bloqueo anos,1
60,60,60,Fresia,@fresiasandra,2021-03-06,segunda dosis ok gracias,1
61,61,61,"Silmora,",@SilmoraUy,2021-03-06,toque,1
62,62,62,Pablo Martínez.,@Pablouruguay,2021-03-05,lunes tarde vacuno,1
63,63,63,SalvadorSchwartzmann,@S_Schwartzmann,2021-03-05,campana vacunacion masiva coronavirus alcanzo vacunados sigamos cuidandonos turno,1
64,64,64,Ceci,@Ceciiii83,2021-03-05,feliz segunda dosis vacuna solo duele brazo mas influenza,1
65,65,65,Alfredo Martínez,@FredoalMartinez,2021-03-05,imaginan hermoso seria tiempo poder abrazarnos festejarlofestejar haberlo logrado ser primeros paises mundo lograr vacunar mayor parte poblacion,1
66,66,66,Una chica muy normal,@Lumosvevi,2021-03-05,corre venas,1
67,67,67,Rolando Manuel,@Rolando_Manuel,2021-03-05,toque quiere empezar ver final horror significado pandemia vacunas fin si comienzo alcanzar final tanta muerte paralisis social,1
68,68,68,gracielacassina,@gracecassina,2021-03-05,lunes,1
69,69,69,GobiernoAlerta,@GobiernoAlerta,2021-03-05,bio actualizada bienvenidos cuenta oficial twitter gobierno,1
70,70,70,Pia,@piastopia,2021-03-05,contentisima papas hora vacunarse,1
71,71,71,Mariana Margulis,@MarianaMarguli1,2021-03-05,tendencia llena orgullo anos demos ejemplo,1
72,72,72,Tincho Tejera,@tincho_tejera,2021-03-05,obvio varios pelotudos quejaron demora vacunas llegaran iban ir manual solo romper huevos toque toque,1
73,73,73,Paciel Daniela,@PacielDaniela,2021-03-05,alcanz acon decir querias vacunas aca estanse quiere lograr gente vacune pues campana publicitaria fullreferentes expliquen creen creen vacunan,1
74,74,74,@pizarraenblanco,@pizarraenblanco,2021-03-05,conocen cuento quinto piso bueno parece asi orientales in cre i ble,1
75,75,75,Gaston Nicolas Castillo,@GCastillo_uy,2021-03-05,hoy vacunarse mejor gesto hacia otroa podemos hacercuando corresponda segmento riesgo recomendacion medica haremosnos toca ser responsables cuidarnos todosas vamos ganamos,1
76,76,76,Cataldito,@aguscata,2021-03-05,baja vacunacion muestra cosas grieta politica quieren instaurar llega vacuna politice vacuna bloqueo,1
77,77,77,L a m a r c e w a l l e s,@MarcelawallesL,2021-03-05,vacuna,1
78,78,78,Luciano Paiva C.,@lucianopaivac,2021-03-05,madre tratamiento cancer anos logramos ir dia vacunacion dia miercoles pasado puedo hacer vacuna agradezco ayuda,1
79,79,79,GobiernoAlerta,@GobiernoAlerta,2021-03-05,bio actualizada cuenta oficial gobierno espana informacion interes ciudadania cuestiones salud publica,1
80,80,80,BrendaAlvarez,@alvabren,2021-03-05,papa queria vacunarse fake news acaba registrarse emociona deja mas tranquila sigamos promoviendo vacunacion personas adultas mayores vacunas salvan vidas,1
81,81,81,Tiago Farias,@TiagoFarias65,2021-03-05,oficialmente recibido primera dosis,1
82,82,82,Pablo D. Dans,@DansPablo,2021-03-05,lugar propongo hashtag alternativo,1
83,83,83,SC,@SandraC27G,2021-03-05,hoy vacunaron puedo decir nunca pense gracias estare bien solo pense gracias dios podre atender pacientes podre ver familia amigos tener miedo terminen uci si ustedes,1
84,84,84,Irene Telias Hasson,@IreneTelias,2021-03-05,da pena perdio compostura dignidad medico convirtio titere piso,1
85,85,85,Luc@s24™,Luc@s24™,2021-03-05,listo dosis laboratorio,1
86,86,86,Xenia Covarrubias,@xeniavcb,2021-03-05,verdad gobierno piensa joven anos mas riesgo enfermar gravemente joven enf cronica ultimos anos llevado hospitalizada veces mayoria uci,1
87,87,87,Macarena Lizana,@Macalizanach,2021-03-05,alguien sabe algun centro vacunacion manana sabado,1
88,88,88,Andrea Tabárez,@AndreaTabarez,2021-03-05,llore entere vacunaron quiero cuidado ano riesgo llore vacuna principio fin pandemia mundo uruguayos mas q tener causa comun,1
89,89,89,Claudia Radó,@claurado,2021-03-05,favor respuestahola buen dia procede trabajadores centro visual trabajamos diario pacientes padecen patologias corneales complejas mas laboratorio fabricacion rubro optica rut 0no acceso aun vacuna,1
90,90,90,Pablo D. Dans,@DansPablo,2021-03-05,marzo llegan dosis vacuna sinovac empieza vacunacion masiva vamo arriba cortemos pandemia buena vez final poner,1
91,91,91,España Forever,@MarellaSpain,2021-03-05,si regalan pais vacuna permite adquirir viajar problema poder ver familiares pondriais esperaria turno1 voto23 horas restantes,1
92,92,92,Cristina_RR,@_Cris_20,2021-03-05,bueno pues aunque costado dado apuro hacerme foto rigor puesta primera dosis vacuna dos compis enfermeras tambien,1
93,93,93,ScarletteJara,@ScarletteJara1,2021-03-05,hice tener familia antivacuna,1
94,94,94,Johan Prada,@Johan_PradaC,2021-03-05,tranquilo dentro embolsao,1
95,95,95,"Foquita leopardo
#Apruebo",@Pudu_28,2021-03-05,vacunada ahora voy morir,1
96,96,96,Carla,@grin_ais,2021-03-05,ayer vacunaron covid parece falta si difteria hepatitis b menos protegida asi pueden ir centro salud mas cercano,1
97,97,97,Charlie Wheel,@carrue1970,2021-03-05,viejos suegra vacunados dosisprimera vez anos siento retorno,1
98,98,98,Flora,@floralv85,2021-03-05,vacune obligan firmar consentimiento nadie hace responsable si pasa tb dice q vacunacion voluntaria embargo circulan comunicados anep obliga vacunar dicho hermosos eufemismos voluntad,1
99,99,99,Luis Cubilla,@LCubilla10,2021-03-05,hacen rebeldes rechazan vacunacion demostrar libres bien manana abran fronteras pidan vacunacion viajar van salir corriendo vacunarsela libertad responsabilidad,1
100,100,100,Pablo,@pablodmv,2021-03-05,vacunarse acto solidaridad acto responsabilidad individualte quieren hacer creer sos heroe mismo tiempo sacan prestaciones mas necesitan si queres ser heroe solidario ayuda mas vulnerables lucha,1
101,101,101,Lupita,@TipicaLoca,2021-03-05,amsj contratar personal apuro piso entero enfermo covid vacunense hecho espero segunda dosis,1
102,102,102,Martín Bazzino,@mbazzino,2021-03-05,aqui tema sinovac pfizer personalmente confianza ambas vacunas voy vacunar designen dia designen confianza vacunas probadas seguras confiables,1
103,103,103,Mónica Cappetta,@MonicaCappetta,2021-03-05,ojala anos,1
104,104,104,Paola Delgado,@abogado_paola,2021-03-05,hipotiroidismo tiroiditis hashimoto enfermedad autoninmune considera cronico efectos vacunacion covid alguien sabe,1
105,105,105,Xime,@Atrapasilencios,2021-03-05,vine pabellon araucania temuco ver si vacunaban tener enfermedad autoinmune vacunaron cc,1
106,106,106,Gabriela Silva,@teachgab,2021-03-05,primero militaron ahora llegaron dijo quieren vacunar xq prefieren cura xra idiotez di primera segunda cuanto debemos salir epidemia maldita,1
107,107,107,Bettina SC,@la_bettina,2021-03-05,agendada lunes hora y30,1
108,108,108,¥ubii,@Yubisw,2021-03-05,abuela renovo plan datos contenta segunda dosis tranquila,1
109,109,109,"ℝ𝕒𝕔𝕙𝕖𝕝 𝕂𝕒𝕣𝕖𝕟 𝔾𝕣𝕖𝕖𝕟
🅐🅟🅡🅤🅔🅑🅞",@trayken2021,2021-03-05,tal vez si vacunando primer dia clases cada escuela pais podria haber sido buen comienzo ninos aun fecha vacuna,1
110,110,110,Antonio Yañez Betanzo,@conceantonio,2021-03-05,elige vivir contagiado contagiandonuevo programa gobiernotodo exitoaun funcione bastante mejor programa,1
111,111,111,Sonia Rodriguez,@soni_rodri52,2021-03-05,agendada lunes vacuno nomas invito agendarse,1
112,112,112,Lucero de Vivanco,@sinluz_0,2021-03-05,pucha comenzo pandemia chile solo dias mas casos diarios hoy,1
113,113,113,Andrés Álvarez Piedra.,@Andresalvarezgp,2021-03-05,van dejar vacuna oficinistas ministerio vacunar internos,1
114,114,114,Nacho González,@NacheteGperera,2021-03-05,v viernes vacuna vacunado gracias personal sanitario,1
115,115,115,Pelu2881,@OlgaAhumada13,2021-03-05,creo quiere muerta enferma cronica licencias rechazadas rechazado fecha vacunacion postergado hijo asmatico gracias,1
116,116,116,⚘,@IvetteDePaula1,2021-03-05,gua vacunafulgencio hijos menores edad trabaja chofer transporte publico ademas tener envejecientes casa muere familiar dice medicos pais sirven,1
117,117,117,Javu,@javita10,2021-03-05,plazo cumpla deuda pague aqui esperando dosis vacuna,1
118,118,118,SoyAIvaro,@SoyAIvaro,2021-03-05,listo segunda dosis vacuna,1
119,119,119,Carlos Delfino,@CDelfino64,2021-03-05,agendado lunes primera dosis,1
120,120,120,Dra. Silvia Zuluaga,@doctorazuluaga,2021-03-05,empiezo fin semana subidon da saber semana viene vacunan gracias,1
121,121,121,Profarm,@profarmgipuzkoa,2021-03-05,hoy farmaceuticos comunitarios gipuzkoanos recibiendo llamadas convocarnos vacunacion gracias tod hecho posible,1
122,122,122,Ale,@vale1977ale,2021-03-05,pedian vacunas llegaron ahora q sos q toca haces xq cuestionas vacuna cunado nunca hiciste ademas mezclan politico xq si sido gobierno izquierda vacunados,1
123,123,123,Camila María,@Camiileiins,2021-03-05,vacune ctm casi lloro emocion dolor pinchazo,1
124,124,124,La Paty de la pipol,@la_tia_paty,2021-03-05,che agendense vacunarse gritos pidiendo vacunas ahora estanes forma proteger pueden vacunar protegernos parece mentira escribiendo,1
125,125,125,api,@api_playera,2021-03-05,agendada,1
126,126,126,Gabriella,@Gabriella750222,2021-03-05,atentos nueva agenda vacunarse agendate,1
127,127,127,daniel yanibelli,@danielyanibelli,2021-03-05,amigos conocidos anos pido favor agenden vacunarse hoy abrio agenda franja edad importar actividad,1
128,128,128,Hugo Sosa,@sosareta,2021-03-05,dicen convencer gente vacune solo pienso certificado vacunacion pedido entrar tienda vas ver convencen entender lentitud pensar empatia varios existe,1
129,129,129,daniel yanibelli,@danielyanibelli,2021-03-05,conocidos amigos trabajan ensenanza pido favor vacunense,1
130,130,130,Patricia Noble Lema,@pattynoblelema,2021-03-05,agendada 3,1
131,131,131,Marta Izquierdo,@martaizquierd,2021-03-05,astrazeneca cuerpo ser parte solucion problema,1
132,132,132,Daneou,@Daneou_,2021-03-05,llego etapa vacunacion jovenes anos momento vacunarnos amazonas,1
133,133,133,Verdadera Alegría,@VerdaderaAlegr1,2021-03-05,felizmente agendada vacunarme vamoooo uruguay,1
134,134,134,Ò•••hp,@o_hhpp,2021-03-05,esperando sintomas g,1
135,135,135,JP OLIVIERI BONINO,@jolivieribonino,2021-03-05,acabo agendar padre vacunarse covid19 feliz feliz,1
136,136,136,Dave Ortgui,@dortega_g,2021-03-05,pues aqui vacunado noto wifi llega mejor,1
137,137,137,Municipalidad de San Miguel,@Muni_San_Miguel,2021-03-05,trasplantados cancer tratamiento enfermedades autoinmune anos segundas dosis segun indique carnet vacunacion use mascarilla presente cedula identidad pasaporte,1
138,138,138,marievitale,@marievitale2,2021-03-05,marzo dia mujer dare primera dosis vacuna primero salud uruguayos podemos,1
139,139,139,Fernando Pena #YoMeVacuno #YoMeQuedoEnCasa,@fpenafotografo,2021-03-05,hoy vacuno momento avisaron habilitado festejo paciente renal juego vida favor vacunate,1
140,140,140,Alejandro Collazo,@candrocollazo,2021-03-05,agendadolunes marzohora 30,1
141,141,141,Adriana Troccoli Garcia,@AdrianaTroccoli,2021-03-05,brillante pagina web agendar,1
142,142,142,Natalia Venegas Valdeavellado,@MerlinaIsAVamp,2021-03-05,alguien sabe si segunda dosis vacuna necesario periodo observacion prox semana abuela da dosis mama si ra vacuna queremos organizarnos bien idea exponer menos posible abuela,1
143,143,143,Ghule87,@danita_hirasawa,2021-03-05,decir si losasmaticos debemos ir vacunarnos luneslos diabeticos tambien,1
144,144,144,Pablo Ordóñez,@PabloOrdonez50,2021-03-05,agende dia hora vacuna covid19el proximo lunes recibire primera dosis abril segunda hospital britanico hago familia amigos,1
145,145,145,ℬ,@Beittta_,2021-03-05,vacuna covid,1
146,146,146,h daniel garcia,@hdanielge,2021-03-05,solicitud agenda vacunacion covid registrado forma exitosaagenda asignadarimera dosis 08032021 00segunda dosis 05042021 00vacunatorio ambas dosis maldonado campus puesto,1
147,147,147,Federico Bacalini,@FBacalini,2021-03-05,feliz rumbo centro vacunaciony mejor toque,1
148,148,148,Alfredo Toker,@AlfredoToker2,2021-03-05,salud economia,1
149,149,149,Victoria Adami #9720,@vadamig,2021-03-05,agendada respeto q murieron x familias q sufren enfermedad evitar siga propagando virus pais,1
150,150,150,María José,@mariajo_nh,2021-03-05,primera dosis vacuna puesta,1
151,151,151,eduardo katz oltarz,@edukatzoltarz,2021-03-05,tipor tuyospor todosdebemos vacunarnosde pandemia salimos todosmuy feliz viernes disfrutar findeeeee,1
152,152,152,Dialisis Peritoneal,@dialisis_p,2021-03-05,tras h sintomas dolor brazo suenoaunque tal vez madrugon ayer fiebre importante,1
153,153,153,Lilia,@Liliaalvme,2021-03-05,viernes viernes cualquiera astrazeneca vemos tarde,1
154,154,154,Mamadoc,@Mamidoc43,2021-03-05,hoy vamos segunda dosis vacuna dios quiera principio fin,1
155,155,155,FUENSANTA GÓMEZ,@fuensantagg73,2021-03-05,ves amiga enfermera amiga tierra compartiste dias practicas estudiante anos trabajo despues piensas llevas ano verla vacunadas mierda acaba abrazas echas llorar,1
156,156,156,Jackie B.B.,@JackieBB9,2021-03-05,feliz lunes manana proxima abrilfeliz gracias equipo gobiernogrs uda gachgrs q pusieron pais hombro,1
157,157,157,Marcelo de la Fuente,@MarcelodelaF,2021-03-05,55 agende vacunarme lunestarde menos medio minuto wazzup toque toque,1
158,158,158,Alcaldía de Medellín,@AlcaldiadeMed,2021-03-05,medellin sigue floreciendo primavera llego asi va plan vacunacion ciudad hoy suministradas dosis sinovac personas mayores llegando meta vacunas aplicadas centros geriatricos,1
159,159,159,Gabales,@gabbales,2021-03-05,pasado mas horas vacune convertido lagarto salido tercer ojo siquiera detectaron microchip fiascopero seguro unica manera salir colaborando,1
160,160,160,Matlab,@MatLabPer,2021-03-05,faltan solo dias poder vacunar primera dosis miembros mesa,1
161,161,161,Verónica Pérez Papadopulos,@Veroperezpap,2021-03-05,vacuna darte disponible momento toque mejor vacuna todas previenen alta efectividad enfermedad grave muerte familia comunidad,1
162,162,162,Pancho_WHO,@Pancho_Who,2021-03-05,jajajaja visto covidiotas mostrando carnet vacuna logro logro sera si enferman cosa vacuna,1
163,163,163,Ismael Burone,@iburone,2021-03-05,creo vacuna precisan vacuna comun pizca empatia vacunate aunque caiga turismo despues puede ser demasiado tarde,1
164,164,164,Francisca Lira,@franlira_cl,2021-03-05,hoy vi abuela anos despues ano siempre punta blanco pelo perfecto dos dosis vacuna listas,1
165,165,165,plopp,@PilarLopMont,2021-03-05,si pasado camiones encima duelen todas articulaciones fiebre subiraun asi pienso va merecer pena,1
166,166,166,Ana Cencio,@germinadora,2021-03-05,crei sueno grupo personas agendarse manana cualquier persona bien miedo anos alla ire primaveras aquellos todavia toca,1
167,167,167,Camilo Anjari G,@delaluna_7,2021-03-04,hueon duele cuerpo brazo culiao llevo horas asi tarde dio fiebre leve dolor cuerpo llega ser molestoso,1
168,168,168,Evelyn Hemmelmann,@EveHemmel,2021-03-04,rezagados pueden vacunarse muchas personas pudieron vacunarse ahora permite,1
169,169,169,Nicolás Dorronsoro,@NDDiez,2021-03-04,si da miedo luz acostumbraste oscuridad recuerda cada vacuna damos paso salir tunel,1
170,170,170,Sandya,@Sayarce,2021-03-04,colombia iba tener mejor plan vacunacion mundo mundial solo publicidad tv estan anunciando debe hacer segunda dosis siquiera terminado poner primera primer grupo sera,1
171,171,171,Caterina Musse,@caterinamusse,2021-03-04,q saber vacuna covid das vacuna gripe doy preguntas q componentes q laboratorio cuanto tiempo desarrollan vacuna importa sirve punto covid tb,1
172,172,172,Alonso,@aIxnsx,2021-03-04,si vivo florida debo vacunarme centros habilitados florida puedo ir cualquier comuna,1
173,173,173,Myriam González,@MyriamGomoure,2021-03-04,vacuno toque toque,1
174,174,174,AC Avellaneda,@AndreaA49908134,2021-03-04,principio fin pandemia vacunacion masiva hoy feliz er dosis familia colegas,1
175,175,175,Laura García,@LauraGarciaNo,2021-03-04,manana pueden anotar aquellos anos restriccion edadvamos,1
176,176,176,Fran,@HogarDePony,2021-03-04,si sale bien proximo jueves deberia recibir segunda dosis,1
177,177,177,Julián Gómez ✪,@Nebiros96,2021-03-04,apenas vengo dar cuenta lema usan chile colombia proceso vacunacion mismo,1
178,178,178,Michael Liria,@michaelliria,2021-03-04,veo hijos esposas millonarios vacunandose personas pertenecen primera fase enterar,1
179,179,179,E v e,@Lyna_cv,2021-03-04,pude vacunar hoy pregunto cuantas dosis diarias enviaran sectores vacunacion llegue tenian dosis,1
180,180,180,Miillaray,@_NewDreams,2021-03-04,papas primera dosis abuelos listos dosis comienza sentir alivio despues ano 2 aprox unas semanas podremos viajar ver viejitos mama podra ver papas jovenes queda seguir cuidandonos,1
181,181,181,PIKI,@pikiayllon,2021-03-04,dosis puesta,1
182,182,182,Mauricio,@GestazionCL,2021-03-04,hoy gran parte mayores anos vacunado hace dias mas debieran ser inmunes covid severo casi,1
183,183,183,pH,@Patrher,2021-03-04,listos segunda dosis comienzo fin,1
184,184,184,Florencia Pereira,@flopereira17,2021-03-04,si queremos mas gente vacune insistir campana referentes ambitos politicos deportivos religiosos sindicales etc hablar consecuencias vacunarsehay insistir,1
185,185,185,Joanna Heskia,@jheskia,2021-03-04,suegros segunda dosis mama primera bien atendidos feliz,1
186,186,186,Andy Celeste,@Anndycita,2021-03-04,alguien mas efectos adversos segunda dosis sinovac aca apunto letargia somnolencia diarrea dolor hermoso brazo,1
187,187,187,No me pises lo fregao,@wachunever,2021-03-04,despues dosis anticuerpos andan miles asique vacuna funciona,1
188,188,188,Susana Muñoz E,@Su___,2021-03-04,tan contenta emocionada cabe pecho papa recibio hoy primera dosis vacuna contento leerlo tambien da tremenda esperanza futuro,1
189,189,189,XimeFer,@kitytta,2021-03-04,segunda dosis puse leeeeeentisima atencion comparada primera,1
190,190,190,María G,@meraiah8,2021-03-04,aqui profe recien vacunada,1
191,191,191,LUCHO AK7,@LuchoAK7,2021-03-04,toque vacuna habre contagiado volver enfermo vez,1
192,192,192,Alejandro Hernández,@janofelip27,2021-03-04,trabajadores universidades igualmente parte proceso vacunacion,1
193,193,193,Pamela Silva V.,@PameSV,2021-03-04,fin madres lactantes consideradas calendario solo espero dejen final,1
194,194,194,Pedestre,@jpamayag,2021-03-04,cuarentena santiago si concepcion,1
195,195,195,Camilo Anjari G,@delaluna_7,2021-03-04,despues dosis empezare saludar beso boca dije eee,1
196,196,196,Jorge Maltrain,@JorgeMaltrain,2021-03-04,feliz recibi segunda vacuna muchas gracias extraordinario cuerpo enfermeras,1
197,197,197,Nathalia Lois,@nathalialois,2021-03-04,familia sociedadlas vacunas salvan vidas toque vacunate,1
198,198,198,Jully Carbonell ײַ,@Jully_carbonell,2021-03-04,hoy toca segunda dosis vacuna,1
199,199,199,Alejandro Ferrari,@AleFerrari_uy,2021-03-04,comenzamos importante seguir medidas basicas prevencion barbijo distanciamiento sostenido higiene manos socializacion controlada burbujas,1
200,200,200,𝕲𝖔𝖓𝖟𝖆𝖑𝖔 ϟ,@Esperonoes,2021-03-04,toca segunda dosis vacuna domingo,1
201,201,201,"Maru
Viví Peñarol",@MaruInCa,2021-03-04,dijo joda vacuno viernes pasado misma posturahoy di primera dosis familia,1
202,202,202,Cabeza,@Cabeza36466955,2021-03-04,vacunarse vamo arriba,1
203,203,203,Gorda! Zine Laura Contrera,@gordazine,2021-03-04,papa turno vacuna matanza falta mama felicidad total sistema vacunatorio orgullo caba vimos,1
204,204,204,Álvaro Jeria,@aijeria,2021-03-04,ahora acompanando persona enfermedades cronicas autoinmunes recibir vacunaemociona ver cantidad gente esperando turno manera responsable genuina preocupacion salud resto apenas posible usted vacunese,1
205,205,205,Cristina Carrillo,@cris__carrillo,2021-03-04,experiencia vacuna astrazeneca fiebre anoche dolor cabeza leve solucionado paracetamol hoy perfecta,1
206,206,206,Daniel El Diablillo,@Darjel,2021-03-04,chucha hace calendario vacunacion edad tan weonesejemplo hoy vacunan anos cronicos profes bomberos etc manana pasado,1
207,207,207,Maria Paz,@Estoesloquesoy_,2021-03-04,segunda dosis sinovac duele enganosamente venia pensando seria igual indolora primera,1
208,208,208,Daniel G. Alén,@dani_alen,2021-03-04,segunda dosis recibida aunque foto momentoespero funcione igual,1
209,209,209,Laura García,@LauraGarciaNo,2021-03-04,vayan vacunarse soretesno queres perderte turismo bueno tal unas vacaciones semanas cti,1
