Nombre de usuario,Usuario,Fecha,Texto
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-11-03T14:15:55.000Z,"“La población que más se infecta hoy está entre los 20 a 40 años, pero ellos nos están llevando el virus a la casa. Hay que insistir en cuidarnos”, Leopoldo Giraldo, gerente para la contención de #COVID19 en Antioquia en #SuMédicoEnCasa por 
@Teleantioquia"
Gobernación del Meta,@GobMeta,2020-11-01T00:58:47.000Z,"Hoy recibimos 369 pruebas negativas de #Covid_19 y 443 positivas: V/cio 396, Granada 2, Acacías 23, Puerto Gaitán 15, San Martín 1, Dan Carlos de Guaroa 2, Castilla la Nueva 2, Restrepo 2 y Vista Hermosa 1. Además 132 recuperados, 57 hospitalizados, 59 en UCI y 5 fallecidos."
Gobernación del Meta,@GobMeta,2020-10-31T20:00:00.000Z,"¡Disfruta en casa! Celebremos #Halloween de una forma diferente, pero igual de divertida. 

Es muy importante cuidar a nuestros niños y niñas porque el #Covid_19 sigue presente entre nosotros. ¡Siga las recomendaciones! 
#EnElMetaNosCuidamos"
Supersalud,@Supersalud,2020-10-31T19:50:45.000Z,"El #COVID_19 sigue siendo una amenaza, no te confíes y evita salir y entrar en contacto con personas que no hagan parte de tu núcleo familiar en la celebración de Halloween. No pongas en riesgo tu salud y la de tu familia. ¡El autocuidado es #TareaDeTodos!"
Gobernación del Meta,@GobMeta,2020-10-31T01:58:48.000Z,"Hoy recibimos 252 pruebas negativas de #Covid_19 y 240 positivas: V/cio 123, Granada 45, Acacías 24, Pto Gaitán 12, Pto López 11, Guamal 5, Pto Rico 5, San Martín 3, Cumaral 2, Mesetas 2, San Carlos de Guaroa 1, Castilla la Nueva 1, Restrepo 1, Cubarral 1, Barranca de Upía 1."
Presidencia Colombia,@infopresidencia,2020-10-31T01:37:09.000Z,"Al intervenir en el programa #PrevenciónyAcción, el Ministro de Salud, 
@Fruizgomez
, informó que durante los últimos seis meses los municipios dotados con unidades de cuidado intensivo (UCI) aumentaron de 80 a 112.En seis meses, municipios con UCI aumentaron de 80 a 112 en el país: MinSalud
Al intervenir en el programa ‘Prevención y Acción’, el Ministro de Salud, Fernando Ruiz, informó que durante los últimos seis meses los municipios dotados con unidades de cuidado intensivo (UCI)...
idm.presidencia.gov.co"
Gobernación del Meta,@GobMeta,2020-10-31T01:30:00.000Z,"¡Disfruta en casa! Celebremos #Halloween de una forma diferente, pero igual de divertida. Es muy importante cuidar a nuestros niños y niñas porque el #Covid_19 sigue presente entre nosotros. ¡Siga las recomendaciones! 
#EnElMetaNosCuidamos0:39
228 reproducciones"
Presidencia Colombia,@infopresidencia,2020-10-31T00:51:03.000Z,"#PrevenciónyAcción | ""Hay que tener cuidado porque no queremos que los niños estén de casa en casa, recibiendo dulces que han pasado por las manos de muchas personas, exponiéndose a transmitir el virus"" Presidente 
@IvanDuque"
Presidencia Colombia,@infopresidencia,2020-10-31T00:20:50.000Z,"""El número de casos activos en Colombia es de 70.130; de todas las personas que han sido agredidas por este virus, el 94.4% ha estado atendido en casa, el 2.1% ha estado en hospitalización y el 0.2% en Unidad de Cuidado intensivo"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
MinSaludCol,@MinSaludCol,2020-10-30T23:52:51.000Z,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 hizo un llamado a celebrar Halloween en casa, con el núcleo familiar, y a evitar cualquier tipo de fiestas y aglomeraciones que eleven el riesgo de contagio. #SiNosCuidamosAvanzamos"
Presidencia Colombia,@infopresidencia,2020-10-30T22:59:55.000Z," #EnVivo | Avances de las medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Avances de las medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-10-30T22:05:29.000Z,"Matías sabe muy bien cómo evitar el contagio de #COVID19. 
""Usa tapabocas y ayuda a tu gente. Recuerda siempre lavarte las manos frecuentemente, recuerda que el #COVID está presente"", "
Supersalud,@Supersalud,2020-10-30T21:53:49.000Z,"El #COVID_19 sigue siendo una amenaza, no te confíes y evita salir y entrar en contacto con personas que no hagan parte de tu núcleo familiar en la celebración de Halloween. No pongas en riesgo tu salud y la de tu familia. ¡El autocuidado es #TareaDeTodos!"
Gobernación del Meta,@GobMeta,2020-10-30T20:00:02.000Z,"¡Disfruta en casa! Celebremos #Halloween de una forma diferente, pero igual de divertida. 

Es muy importante cuidar a nuestros niños y niñas porque el #Covid_19 sigue presente entre nosotros. ¡Siga las recomendaciones! 
#EnElMetaNosCuidamos"
Presidencia Colombia,@infopresidencia,2020-10-29T23:00:18.000Z," #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país.Presidencia Colombia
@infopresidencia
 #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país.
pscp.tv"
MinSaludCol,@MinSaludCol,2020-10-29T17:13:54.000Z,"En Yopal, Casanare, el ministro 
@Fruizgomez
 se reunió con autoridades municipales y departamentales, para evaluar la situación que se presenta por la COVID-19 y coordinar acciones que permitan contener y mitigar la pandemia. #PrevenciónYAcción"
Gobernación de Antioquia,@GobAntioquia,2020-10-29T00:06:18.000Z,"“No estamos restringiendo la economía sino la actividad social”: Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
Presidencia Colombia,@infopresidencia,2020-10-29T00:05:16.000Z,"""Hoy se registraron 188 fallecimientos, les expresamos a las familias que han perdido sus seres queridos nuestro sentimiento de compañía y de oración"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
MinSaludCol,@MinSaludCol,2020-10-28T23:48:33.000Z,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 realizó un balance de la situación de COVID-19 en Antioquia e informó las medidas de restricción que se tomarán en el departamento para mitigar su afectación en Halloween."
MinSaludCol,@MinSaludCol,2020-10-28T23:44:51.000Z,"El presidente 
@IvanDuque
 anunció en #PrevenciónYAcción, la extensión del Aislamiento Selectivo con Distanciamiento Individual Responsable, hasta el 30 de noviembre, manteniendo las condiciones actuales. #SiNosCuidamosAvanzamos"
Gobernación de Antioquia,@GobAntioquia,2020-10-28T23:41:21.000Z,"""Un aspecto trascendental: el compromiso conjunto del Gobierno nacional, departamental, y Alcaldía de Medellín para avanzar en la consolidación y el crecimiento de las Unidades de Cuidados Intensivos"":Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
Gobernación de Antioquia,@GobAntioquia,2020-10-28T23:40:03.000Z,"""Queremos ser responsables para evitar que la meseta alta que tenemos se crezca, pero al mismo tiempo buscar mantener la reactivación económica y la generación de empleo"": Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
Gobernación de Antioquia,@GobAntioquia,2020-10-28T23:38:40.000Z,"""Estas medidas nos permitirán no tener que tomar otras más restrictivas en el futuro y protegernos el mes de noviembre y diciembre de cierres más fuertes"":Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
Gobernación de Antioquia,@GobAntioquia,2020-10-28T23:34:28.000Z,"""Al iniciar la pandemia, Antioquia tenía un total de 480 camas de Unidades de Cuidados Intensivos, y vamos para 1.400, prácticamente un crecimiento del 300%"":Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
Presidencia Colombia,@infopresidencia,2020-10-28T23:33:50.000Z,"En #PrevenciónyAcción el Presidente 
@IvanDuque
 anunció que el Aislamiento Selectivo con Distanciamiento Individual Responsable, se extenderá hasta el 30 de noviembre manteniendo la vigencia de las condiciones actuales."
Gobernación de Antioquia,@GobAntioquia,2020-10-28T23:33:25.000Z,"""Nos hemos propuesto una meta de 1.400 camas de Unidades de Cuidados Intensivos. Hoy el departamento de Antioquia tiene en su totalidad 1.211 en funcionamiento. Es decir, buscamos crecer 190 en los próximos días"":Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
Gobernación de Antioquia,@GobAntioquia,2020-10-28T23:32:09.000Z,"“Un llamado a todos los antioqueños para que sigamos cuidándonos, el uso del tapabocas, el distanciamiento social y el lavado de manos son fundamentales”: Gobernador, 
@anibalgaviria
 en #PrevenciónyAcción 
@infopresidencia"
MinSaludCol,@MinSaludCol,2020-10-28T00:18:14.000Z,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 informó cómo avanza el giro de la bonificación al talento humano en salud que atiende pacientes sospechosos y confirmados de COVID-19"
Presidencia Colombia,@infopresidencia,2020-10-28T00:12:23.000Z,"#PrevenciónyAcción | ""Del total de casos registrados en Colombia como positivos a lo largo de toda esta pandemia, el 94.4% ha estado atendido en casa, el 2.1% ha estado en algún nivel de tratamiento hospitalario y el 0.2% ha estado en UCI"" Presidente 
@IvanDuque"
Presidencia Colombia,@infopresidencia,2020-10-28T00:12:22.000Z,"""Muy importante también destacar lo siguiente: el país registró hoy 8.838 recuperados y llegamos a 932.882 recuperados, para un porcentaje de recuperación del 90.3%, eso quiere decir que los casos activos de #COVID19 en Colombia son 67.395"" Presidente 
@IvanDuque"
Presidencia Colombia,@infopresidencia,2020-10-28T00:12:21.000Z,"""Colombia ha llegado ya de manera agregada a 4.838.104 pruebas realizadas, de las cuales de manera acumulada durante toda esta pandemia se han registrado 1.033.218 casos"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
Presidencia Colombia,@infopresidencia,2020-10-27T22:59:51.000Z," #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
Supersalud,@Supersalud,2020-10-27T20:31:43.000Z,"@supersalud
 participa en la décimo tercera mesa de seguimiento a la emergencia sanitaria ocasionada por la #Covid_19 en el departamento del #Amazonas, convocada por 
@DefensoriaCol"
Presidencia Colombia,@infopresidencia,2020-10-27T02:04:18.000Z,"Al día de hoy, Colombia tiene 68.310 casos activos de covid-19, informó este lunes el Presidente 
@IvanDuque
 al intervenir en el espacio televisivo #PrevenciónyAcciónColombia tiene 68.310 casos activos de covid-19: Duque
Al día de hoy, Colombia tiene 68.310 casos activos de covid-19, informó este lunes el Presidente Iván Duque al intervenir en el espacio televisivo ‘Prevención y Acción’, que dirige desde la Casa de...
idm.presidencia.gov.co"
Gobernación del Meta,@GobMeta,2020-10-27T00:54:52.000Z,"Hoy recibimos 439 pruebas negativas de #Covid_19 y 402 positivas: Villavicencio 265, Acacías 48, Granada 44, Pto Gaitán 19, Cumaral 5, Pto López 4, Restrepo 4, Vista Hermosa 3, San Carlos de Guaroa 2, La Macarena 2, Cabuyaro 2, Pto Rico 2, Barranca de Upía 1 y San Martín 1."
MinSaludCol,@MinSaludCol,2020-10-27T00:17:53.000Z,"""Tenemos una circulación de influenza que podría llegar a Colombia, con lo cual es posible tener confluencia de este virus con COVID-19. Por eso en este momento es muy importante estar protegidos, ser disciplinados y no bajar la guardia"" ministro Ruiz en #PrevenciónYAcción"
MinSaludCol,@MinSaludCol,2020-10-27T00:05:49.000Z,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 hizo un balance de la afectación por COVID-19 que a la fecha presenta Colombia."
Presidencia Colombia,@infopresidencia,2020-10-26T23:24:16.000Z,"""Hoy se adelantaron 40.851 pruebas y se registraron hoy 9.167 casos positivos para una positividad del 22.4%, donde el 56.3% de los casos estuvo concentrado en 5 municipios"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
Presidencia Colombia,@infopresidencia,2020-10-26T23:20:52.000Z,"#PrevenciónyAcción | ""Importante destacar que de todos los casos que se han registrado en el país el 94.4% ha estado atendido en casa, el 2.1% ha estado en hospitalización y el 0.2% en Unidad de Cuidado Intensivo"" Presidente 
@IvanDuque"
Presidencia Colombia,@infopresidencia,2020-10-26T23:19:58.000Z,"#PrevenciónyAcción | ""A la fecha, desde que empezó la pandemia, en Colombia se han adelantado 4.780.625 pruebas, durante todos estos meses el país registra 1.025.052 casos positivos, importante destacar que el país registra también 924.044 recuperados"" Presidente 
@IvanDuque"
Presidencia Colombia,@infopresidencia,2020-10-26T22:58:54.000Z," #EnVivo | Balance de la medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en Colombia. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance de la medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en Colombia. #PrevenciónyAcción
pscp.tv"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-10-24T16:09:12.000Z,"Llegamos a la vereda La Casiana de 
@AlcaldiaJardin
 para continuar con la toma masiva de muestras entre los recolectores de café. Así mismo, para hacer entre ellos promoción de la salud y prevención de la #COVID19"
Supersalud,@Supersalud,2020-10-24T13:00:00.000Z,"Salir a la calle, a trabajar o a sitios de comercio NO significa que el #Covid_19 ya no represente un riesgo para la salud. Hoy más que nunca no podemos relajarnos, hay que mantener el aislamiento físico, el lavado de manos constante y el uso del tapabocas. #TareaDeTodos"
Supersalud,@Supersalud,2020-10-24T01:10:00.000Z,"Cuando respetas la distancia física, usas el tapabocas y te lavas las manos, evitas que pequeñas gotas que otras personas expulsan al hablar, toser o estornudar, caigan sobre ti y te contagien con #Covid_19. ¡Evita el coronavirus! ¡El Autocuidado es tarea de todos! #TareaDeTodos"
Presidencia Colombia,@infopresidencia,2020-10-24T00:44:29.000Z,"""Mañana vamos a estar haciendo un ejercicio de reactivación económica en el departamento de Caldas y vamos a estar visitando el terraplén de lo que será el proyecto del Aerocafé, un proyecto moderno de un nuevo terminal aeroportuario"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
Presidencia Colombia,@infopresidencia,2020-10-24T00:43:18.000Z,"""Hoy quiero enviarle un mensaje de solidaridad y de apoyo a la Dra. 
@mluciaramirez
, nuestra vicepresidenta, que después de haberse practicado la prueba de #COVID19 salió positiva y estará en el proceso de aislamiento y de recuperación"" Presidente 
@IvanDuque"
MinSaludCol,@MinSaludCol,2020-10-24T00:19:04.000Z,"""Asignamos $109 mil millones para obras de infraestructura, dotación y equipamiento, que serán invertidos en 128 proyectos que benefician a 300 municipios y buscan fortalecer, de manera estratégica, la atención de la pandemia por COVID-19"" ministro 
@Fruizgomez
 #PrevenciónYAcción"
Presidencia Colombia,@infopresidencia,2020-10-23T22:59:58.000Z," #EnVivo | Avances de las medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19. #PrevenciónyAcción1:00:48
6,9 mil espectadores
Presidencia Colombia
@infopresidencia
 #EnVivo | Avances de las medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19. #PrevenciónyAcción
pscp.tv"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-10-23T22:39:34.000Z,"En la visita por 
@AlcaldiaJardin
 abrimos también, el espacio para instalar la sala de riesgo de fallecimiento por #COVID19. Secretarios del gabinete municipal, fuerza pública y actores de salud aclaran dudas y desarrollan estrategias para la contención del virus en el territorio"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-10-23T21:12:18.000Z,"El recorrido para la toma masiva de muestras para diagnosticar #COVID19 continúa en 
@AlcaldiaJardin
La búsqueda activa se enfoca en población vulnerable: adultos mayores, personal de salud, fuerza pública, población privada de la libertad y miembros de la administración municipal"
Supersalud,@Supersalud,2020-10-23T19:54:21.000Z,"#Comunicado
| El hospital de Maicao, referente para la atención del COVID-19.
El centro asistencial actualmente es la institución mejor dotada y fortalecida para combatir a la #COVID_19, al completar 30 camas de cuidado crítico. 

Mayor información:
https://bit.ly/3jxDLOV"
MinSaludCol,@MinSaludCol,2020-10-23T19:08:42.000Z,"El ministro 
@Fruizgomez
 participó de la reapertura de la Unidad de Cuidado Intensivo y de la unidad mental del Hospital General San Isidro E.S.E. 
@SanIsidroESE
 en Manizales, Caldas. #PrevenciónYAcción"
Supersalud,@Supersalud,2020-10-23T17:00:01.000Z,"Si presentas síntomas de #Covid_19, no salgas de tu vivienda, comunícate a la línea 192 y solicita la prueba a tu EPS. Si alguien más vive contigo, deberán aislarse y cumplir con la cuarentena. ¡Recuerda, el Autocuidado es tarea de todos! #AislamientoSelectivo"
Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-10-23T01:17:18.000Z,"#Antioquia declara alerta roja hospitalaria debido al aumento en la ocupación de camas UCI por el crecimiento de los casos de #Covid_19. 

Esto quiere decir que se suspenden servicios no urgentes en centros de salud para atender pacientes covid o con situaciones graves de salud."
MinSaludCol,@MinSaludCol,2020-10-23T00:14:55.000Z,"El ministro 
@Fruizgomez
 explicó en #PrevenciónYAcción en qué consiste la circular orientada a alcaldes y gobernadores, para la toma de medidas que permitan reducir el riesgo de contagios de COVID-19 durante la celebración de Halloween."
Presidencia Colombia,@infopresidencia,2020-10-23T00:08:27.000Z,"“Vamos a trabajar para que este sea un Halloween de alegría, al interior de la familia, que los niños lo disfruten pero tomando todas las medidas de precaución” Presidente 
@IvanDuque
 en #PrevenciónyAcción"
Presidencia Colombia,@infopresidencia,2020-10-23T00:08:26.000Z,"#PrevenciónyAcción | “Colombia hoy registró 8.817 recuperados y con eso llegamos a 893.712 recuperados. Estamos en 90.2% de recuperación, queremos que ese porcentaje crezca y eso depende de nuestra disciplina”"
Presidencia Colombia,@infopresidencia,2020-10-22T23:52:31.000Z,"#PrevenciónyAcción | “Del total de los casos positivos en el país, el 94.3% ha estado atendido en casa, el 2.14% en algún tipo de tratamiento de hospitalización y el 0,22% en Unidad de Cuidado Intensivo” Presidente 
@IvanDuque"
Presidencia Colombia,@infopresidencia,2020-10-22T23:52:30.000Z,"#PrevenciónyAcción | “El país logró de manera agregada a lo largo de esta pandemia 4.615.614 pruebas realizadas, de las cuales el número acumulado agregado durante todos estos meses de casos positivos ha sido 990.270”"
