Nombre de usuario,Usuario,Fecha,Texto
Narciso Sánchez G.,@narcisoalfonso,2021-03-05T19:40:06.000Z,"Pandemia hizo que desde principios d 2020, gobiernos, fundaciones filantrópicas y promotores privados unieran esfuerzos económicos en apoyo de centros de investigación e industria farmacéutica para encontrar vacuna contra Covid-19 con estructura respectiva."
Carlos Elías Furman periodista,@FurmanElias,2021-03-05T19:39:39.000Z,"URGENTE:
Vergüenza internacional, presos con privilegios recibieron la vacuna contra el covid antes que millones de personas mayores de 70 años!!!"
Eri,@erikacorrea22,2021-03-05T19:39:36.000Z,Mi mamá ya está agendada para darse la primera dosis de la vacuna contra el Covid-19 y nada mis hermanos y yo estamos contentazos!!! ¿Que querés que te diga?
𝑨𝒑𝒓𝒊𝒄𝒐𝒕 𝑷𝒓𝒊𝒏𝒄𝒆𝒔𝒔,@Karen_cg99,2021-03-05T19:34:31.000Z,mis 4 abuelitos ya tienen la vacuna del covid gad 
Niña Conurbano,@MarinaBairos,2021-03-05T19:32:57.000Z,"Estoy en la fila para vacunarme y estoy muy nerviosa. No porque sea la vacuna contra el covid, si no que hace años no me vacuno y tengo miedo de desmayarme. Porque así de trolo soy"
Camila,@KmiLa_,2021-03-05T19:20:56.000Z,"Ayer me inyectaron la segunda dosis vacuna covid.. la primera niun poco de dolor! Solo seguí trabajando, ahora con la segunda dosis que me pusieron el miércoles!!! Ando todavía adolorida y ayer hasta dolor corporal tenía! "
josemariomunozcr,@josemariomunoz1,2021-03-05T19:20:40.000Z,"Le comparto que hoy recibí la primera dosis de la vacuna contra el covid. Cualquier vacuna de las aprobadas hasta el momento reducen en más de un 90% la posibilidad de contraer enfermedad grave. Cuando tengan la oportunidad de vacunarse, háganlo. "
Paola,@Pao__Picon,2021-03-05T19:18:25.000Z,A ver si alguien me puede ayudar... uno se anota en la vacuna por el domicilio legal? O real?. #Vacuna #Covid
Raúl Morales #ChileDespertó,@raul_morales,2021-03-05T19:17:50.000Z,"#holachilelared 
@jananeme
 
La vacuna da inmunidad?
No.
Un profesor vacunado puede contagiarse y contagiar?
Sí!
Lo que hace la vacuna es que, si te da Covid, pueda ser menos grave o posibilidad de morir se reduzcan.
@diaz_marchant
 debe tenerlo claro."
Cable Notizzias Morelos,@CableNoticiass,2021-03-05T19:17:30.000Z,¡Confirmado! A partir del próximo lunes 08 de marzo la vacuna contra COVID-19 para adultos mayores será en el municipio de #Cuautla. El Gobierno Federal envió a #Morelos más de 19 mil dosis de vacuna Pfizer. 
vladimirmartinez,@unirendgi01,2021-03-05T19:11:14.000Z,"Estudio: Anticuerpos y vacunas contra Covid-19 son menos efectivos contra variantes. Los investigadores probaron las variantes contra los anticuerpos en sangre de personas recuperadas de un contagio por SARS-CoV-2 o que recibieron la vacuna de Pfizer. 
@SocCivilMx
 @DavidMendivilg"
Sr. Keko,@SrKekoJones1,2021-03-05T19:06:55.000Z,"Cuando me dió el Covid-19 duré 12 días sin beber, los tres que hay que durar después de la vacuna que lo cojan de ahí."
Silvina Marsimian,@smarsimian,2021-03-05T19:06:10.000Z,"Este twit es para expresar mi fuerte repudio a los mercaderes de vacunas a espaldas de la gente. Una vacuna de más en un lugar es una de menos en otro. La médica que atendía a mi mamá, promedio 45 años, acaba de morir de COVID por no haber sido vacunada."
Alejandro Pérez Lndz,@aplindez,2021-03-05T19:05:53.000Z,Me flipa el disco de C. TANGANA. ¿Estoy orgulloso? No. ¿Es un efecto secundario de la vacuna del COVID-19? Puede ser. Pero hay que ir de cara.
Diana Prince,@luuland,2021-03-05T19:04:51.000Z,"“Ya tengo mi primera dosis de la vacuna del COVID.”

Yo, ligando."
% SYD ♡'s KAi !! mejor mikan stan,@iKTBOi,2021-03-05T19:03:37.000Z,yo no le tengo miedo a lo que tenga la vacuna del covid porque vi los spoilers de shingeki no kyojin
María Alejandra = Parler,@venezuelasos86,2021-03-05T19:03:28.000Z,"“Es inaceptable que la dictadura le haya donado 200 mil $ a Granada para comprar vacunas contra el Covid-19, mientras los venezolanos no tienen acceso a ninguna vacuna aún y en los hospitales persiste la escasez de insumos para prevenir y atender a los enfermos del virus""."
Jorge,@jorgecarias107,2021-03-05T19:01:43.000Z,"Me va doler la vacuna del covid, tengo 0 dudas."
Moisés Montes de Oca,@moshe_shalom,2021-03-05T18:58:26.000Z,"Hola.
¿Cuánto dura la inmunidad de las vacunas contra el Covid-19?

¿Este año estaremos todos vacunados de acuerdo al programa del gobierno federal?

¿Qué sale más barato, comprar la vacuna o el tratamiento resultado de las consecuencias del Covid?"
El de la trenza,@dacaatpa,2021-03-05T18:57:14.000Z,"Después de tener una chance ni la hpta de complicarme por infectarme por covid 19, hoy me aplican la vacuna sin haberme contagiado al día de hoy, lo único que siento es un alivio muy grande."
LA RUEDA,@laruedanoticias,2021-03-05T18:44:32.000Z," VACUNA 
Canadá autorizó este viernes la vacuna contra el COVID-19 de Johnson & Johnson, que se suma a las de AstraZeneca, Pfizer-BioNTech y Moderna en la lista de las ya aprobadas en ese país."
Luiggi,@luiggidoc,2021-03-05T18:43:50.000Z,"Si dicen que la gente que tuvo covid puede llegar a necesitar una sola dosis de vacuna, no deberían habilitar lugares para detectar anticuerpos sin tener que paga 4 lucas para esos que tuvimos un caso ""dudoso""?"
Ilse Lundt,@ilselundt,2021-03-05T18:43:23.000Z,"Marcelo Peretta en vez de gestionar programas de capacitación sarasa, que es importante pero no es mas urgente  que defender  y exigir   acceso YA a la vacuna contra el Covid 19 para tus bases (farmacéuticos y bioq)."
NARVAL,@Qir43w0XiGT3gQg,2021-03-05T18:42:47.000Z,"En mi opinión, el gobierno 
@IvanDuque
 @MinSaludCol
 debería permitir que las empresas privadas y/o medicinas prepagadas adquirieran y vendieran al público las vacunas Covid, incluso podría subsidiarse así la vacuna a más colombianos. 
@mluciaramirez"
EFE Extremadura,@EfeExtremadura,2021-03-05T18:42:14.000Z,"Extremadura ha inoculado 125.191 dosis de la vacuna contra la covid-19, el 82,1 % de las recibidas, y las personas inmunizadas con la pauta completa ascienden a 43.176, según los últimos datos del 
@sanidadgob
 #EfeExtremadura"
JK 병 브릿지 2.mp3,@kooitty,2021-03-05T18:42:06.000Z,para que hacen la vacuna del covid si jungkook ya acabo con el virus con su versión de disease
Faby García Villafaña,@fgavilla,2021-03-05T18:40:35.000Z,"RECIBIRÁN ADULTOS MAYORES DE #CUAUTLA VACUNA CONTRA COVID-19

•Se aplicarán más de 19 mil dosis Pfizer a este sector de la población"
José Novejil,@Gordo_30307,2021-03-05T18:38:26.000Z,"No se pongan la vacuna del covid, es una caca."
Marissa Camacho,@Marissa60904321,2021-03-05T18:37:37.000Z,"Mi abuelita ya recibió la vacuna contra el COVID, estoy tan feliz por ella"
Eva María,@Evagarfe77,2021-03-05T18:37:33.000Z,"A la Junta de Andalucía se le ha ocurrido la brillante idea de mandar las citas para la vacuna del covid por sms a octogenarios. Habrá quién sepa usar correctamente un móvil pero muchos no. En fin, fabuloso."
Rosario,@rosariob11,2021-03-05T18:36:41.000Z,"En Laferrere,la matanza,mesas en la calle para anotarse y ser vacunados covid,señora mayor q le costaba mucho caminar preguntando algunas dudas sobre la vacuna,la analfabestia a cargo le dice:mami..vos estás siempre x acá?..pasa y te contesto(?)/q puede salir mal"
Carlos Viña,@carlosvina06,2021-03-05T18:35:53.000Z,"Un Integrante de el GACH dijo que las vacunas no es para que no nos contagiemos más de coronavirus, es para evitar más muertes por covid y enfermarnos gravemente, pero enfermar nos vamos a enfermar igual dándote la vacuna o no..."
Clarys,@claragraciao1,2021-03-05T18:35:01.000Z,"Mis amigos de la u dicen que sincelejo es una porqueria , todo y porqueria están colocándole  la vacuna contra el covid  ahora mismo a mi abuelo "
Nea,@neacbontemps,2021-03-05T18:34:24.000Z,"“La mejor vacuna para el COVID es aquella que te ofrezcan de primero” - 
@JuanCGabaldon"
Venezuela Libre A.C,@lab225sucre,2021-03-05T18:18:28.000Z,"En medio de las iniciativas de crear vacunas: 
Los invito a crear la Vacuna para salir de Maduro y su Gente. 
Esos PARÁSITOS son peores que el Covid-19."
Arto_Laut,@Dr_Artola,2021-03-05T18:12:24.000Z,"Llega el otoño, toda la campora vacuna y la clase media?? Quienes tendrán Covid y un pequeño % morirá???"
𝙀𝙙𝙪𝙖𝙧𝙙𝙤 ,@edugonzalezv_,2021-03-05T18:08:11.000Z,"Buenas tardes 
@DrNESTORSOSA2
 una pregunta. Q vacuna usted recomendaría para las personas como yo q ya nos dio el COVID. Entiendo que Pfeizer son 2 dosis y las de Astra Zeneca y Johnson & Johnson son 1. Los estudios indican q solo necesitaríamos 1 sola dosis pero cual casa seria?"
IlPrincipe,@emipetto,2021-03-05T18:07:24.000Z,Ya recibí la primer dosis de la vacuna contra el Covid. Celebro la organización y el protocolo que se está llevando a cabo.
Geiny,@geinybarajas,2021-03-05T18:06:52.000Z,Que ganas de la vacuna del covid 
nan,@arquinancho,2021-03-05T18:06:44.000Z,"En una semana tengo la cita para ponerme la primera dosis de la vacuna COVID, y de Moderna que no es lo mismo. Esperar a ver si todo es tan cierto y bueno."
Alejandro Cortell,@CortellFuster,2021-03-05T18:04:03.000Z,"Ayer me vacunaron del COVID. 
Hoy tengo a mi hija deshaciendo continuamente la cama, esparciendo los juguetes por toda la casa, ensuciando mesas y paredes... 
Me siento muy cansado. Creo que va a ser de la vacuna."
Amparo Bodaño,@AmparoBodano,2021-03-05T18:04:02.000Z,"VACUNAS A MI ME GUSTARIA QUE HICIESEN UN 
CARNET DE LA VACUNA DEL COVID, CREO QUE
ESTARIA BIEN COMO LAS CARTILLAS QUE TENIAN
MIS HIJOS CUANDO ERAN PEQUEÑOS 
DE VACUNACIONES."
Cris Nunes,@crisn92,2021-03-05T18:03:23.000Z,Hoy mis abuelas recibieron la primera dosis de la vacuna contra el COVID 
Silvina Fantin,@silvina_pr,2021-03-05T18:03:10.000Z,"Papá, te vas a vacunar contra el covid?     - no, le tengo más miedo a la vacuna que a la enfermedad, yo tengo un cuerpo virgen m’hija, sólo tomo tafirol (77 años) "
Karen M.,@__Karenroms,2021-03-05T17:59:27.000Z,"Hoy le pusieron la primer dosis de la vacuna contra la Covid a mi Nonita
Soy feliz."
Aixu,@Aixu_b,2021-03-05T17:57:28.000Z,yo quiero que mi vacuna del COVID se la den a la mego
ªZ,@Acendra__,2021-03-05T17:55:43.000Z,Mi papá se colocó la primera docis de la vacuna contra el COVID
Darling,@Darlingsauria,2021-03-05T17:51:29.000Z,"Lo único que falta en el sorteo de 
@rpintosa_
 es la vacuna contra el Covid 
 "
Mariana Olvera,@Mariana_Olza,2021-03-05T17:51:23.000Z,Noticias buenas y saber que hoy mi mamá recibe su vacuna contra Covid-19. Ya pronto podrá volver a su Centro de Salud a trabajar en lo que tanto le gusta.
"Adry Diaz (At
)",@AdryMariaDiazD,2021-03-05T17:46:56.000Z,"Normalicemos que recibir la primera dosis de la vacuna contra el Covid-19, no es estar inmunizado! Inmunizado es recibir LAS DOS dosis de las plataformas que requieren las dos dosis obviamente!"
Poli,@Poli__24,2021-03-05T17:35:03.000Z,"Situación: Almuerzo familiar hablando de la vacuna del covid. 
Papá: Yo con la rusa no, a mi ya me vacunaron con una rusa - - - > mi mamá es de la aldea "
Yosser Urzúa,@YurzuaG,2021-03-05T17:31:55.000Z,Mi abuelo de 91 años hoy se puso su segunda vacuna contra el covid :)
Neto Santos,@NetoSan28206066,2021-03-05T17:31:04.000Z,"Las 800 mil dosis de la vacuna china anti Covid-19 de Sinovac, que llegaron al País el 27 de febrero, llevan varios días varadas, debido a que no tienen aún el certificado de calidad para que Cofepris avale su aplicación. Que se pongan a trabajar esos huevones."
Myri,@mejornifunifa,2021-03-05T17:28:43.000Z,no puedo ir xq estoy con covid y soy de riesgo luchando con el virus y estos hdp me robaron la vacuna. pero dino estaría en la plaza de mayo exigiendo la intervención. esto no va más #FormosaExplota
paola,@paolarohner,2021-03-05T17:26:33.000Z,qué pasa si te das la vacuna teniendo covid sin saber que tenés covid
Vaquera Galáctica,@eiffel_torres,2021-03-05T17:25:24.000Z,"Qué coraje ver que el desorden en la organización para la aplicación de la vacuna covid en este hospital, viene de las autoridades del mismo y hasta de los agentes de vialidad. 

Pero qué orgullo ver a los adultos mayores poniendo todo de su parte a pesar del caos."
Yanita,@YanitaCNH,2021-03-05T17:24:56.000Z,Hubo un punto en que sentía que el covid me estaba respirando en la nuca pero ahora siento la vacuna cerquita de mi.
Alejandro,@AlejandroMereM,2021-03-05T17:22:50.000Z,"Si 
@PartidoMorenaMx
 les da dinero por su voto; tómenlo voten por quien quieran y guarden ese dinero es posible que lo tengan que necesitar  para comprar tu propia vacuna COVID"
Maite García,@Maitegarcia41,2021-03-05T17:21:49.000Z,"Si no me mata la vacuna contra el covid, no me mata nada. "
Tourism Optimizer Platform,@TOP_Platform,2021-03-05T17:18:46.000Z,"Con motivo del aniversario de la Independencia de Ghana, hemos tenido un encuentro con William C. Manful, en el que analizamos cómo la COVID-19 ha modificado la tradicional celebración en la Embajada de Madrid y cuáles son las perspectivas del país tras la llegada de la vacuna."
Mariola Marrero Diaz,@mariolamarrero,2021-03-05T17:15:07.000Z,"Tareas que podrían salir de la consulta:
- respuestas de Interconsulta virtual tal que “citaremos”. 
- citas telefónicas para preguntar por citas en hospital
- citas telefónicas para preguntar por vacuna COVID 
..."
melt91 ◟̽◞̽/ fav y rt,@Melchuxhabit,2021-03-05T17:06:27.000Z,Ustedes se pondrían la vacuna del covid?
IAN,@iannn100,2021-03-05T17:05:40.000Z,"Iba a saludar a una ex profesora del secundario por facebook, hasta que vi sus publicaciones provida, antivacuna, diciendo que el yoga y raiki te oculta el pase divino para ir hacia dios, que la vacuna del covid te instalan un chip en la cabeza...
Pero hacete ver loca de mierda"
anemona,@_anemona,2021-03-05T17:01:06.000Z,"El quiere se vacuna, el que quiere manda sus hijos al colegio, ”elige morir de covid”."
Doug,@DougRiSan,2021-03-05T16:56:24.000Z,¿Seré de las pocas personas que están desacuerdo que haya una campaña de vacunación contra el covid sin haber una vacuna establecida aún?
Yaritza Diaz,@YaribyDiaz,2021-03-05T16:50:48.000Z,"No tengo abuelitos, pero sí mi tía abuela, y estoy emocionada porque ella en los próximos días podrá recibir la vacuna. Durante la pandemia le detectaron cáncer, y a los meses COVID, así que se imaginarán qué significa esto para nosotros."
NARANJOTE,@NARANJOTE,2021-03-05T16:50:39.000Z,"Pdvsa hoy en un OPERATIVO DE SALU,y la vacuna contra el covid? no Sr.estamos es haciendo la prueba!  ok y si alguien sale positivo? de una vez par los hospitales de guerra""y esa vacuna lo que cuesta al detal son 20$,el Pais no tiene para comprar esas vacunitas?"
Facu,@Facu_6_10,2021-03-05T16:45:13.000Z,"La verdad todo bien con la gente que se vacuno contra el covid, pero alardear me da por las pelotas. Sabiendo que gente adulta como muchos abuelos, y plantel de sanidad no reciben esa vacuna"
pixelburgales,@MorenusB,2021-03-05T16:39:47.000Z,"Ayer me pusieron la segunda dosis de la vacuna anti COVID. El final de esta mierda está más cerca.  Me emociono. Por vosotros/as mismos/as, por vuestra familia, por los demás, SED RESPONSABLES y vacunaros"
Emiliano,@Emiliano_Akd22,2021-03-05T16:37:59.000Z,Hoy al fin le ponen la vacuna contra el Covid a mí vieja 
Nidya,@nidytaa,2021-03-05T16:36:54.000Z,Ayer me preguntaron cuando fue la última vez que abracé a alguien y fue a mi familia en LA. Luego tuve covid y tengo pánico de tocar gente. YA LA VACUNA PORFA QUE NO AGUANTO.
Nicolas,@DavisElHumano,2021-03-05T16:34:14.000Z,¿Algun consejo antes de recibir la vacuna contra el covid-19?
OSCAR A. COVA HDZ,@cova_hdz,2021-03-05T16:34:02.000Z,"Oigan señores de salud de cdmx ya lleven la vacuna contra el covid a las alcaldías fifis (Benito Juárez,Álvaro Obregón,Miguel Hidalgo,Coyoacán) porque hay quien se está quejando amargamente que solo benefician a las que tienen administración de morena"
Gabriel Arquero,@gamaride,2021-03-05T16:30:51.000Z,"3 datos vacuna anti COVID Johnson&Johnson 

1.-Es de una sola dosis 
2.-A los 28 días te protege un 100% de no morir por COVID
3.-No se han registrado reacciones alérgicas severas

Lo aberrante es que este Gobierno de 4ta no ha contratado una sola dosis con esta farmacéutica....."
Aldo G.,@Aldo10G,2021-03-05T16:30:44.000Z,"Estimados 
@lopezobrador_
 @m_ebrard
 @GobiernoMX
 @SSalud_mx
 @HLGatell
 les escribo por este medio para saber si cuentan con una fecha estimada para la aplicación de la vacuna contra el COVID a la gente de la 3ra edad del municipio de Gutierrez Zamora, Ver. 
@GobiernoVer
 Saludos."
Alexandra,@ggalejandra,2021-03-05T16:30:41.000Z,"En Texas una ciudadana madre de 4 hijos jovenes adultos tardo 5 minutos para aplicarse todos la vacuna con cita COVID-19. México por edades en una familia unos si, otros no, en espera, parados, poca distancia.
Si una familia se enferma puede contagiar a los abuelos vacunados?."
,@JanyFlux,2021-03-05T16:28:33.000Z,Mi tío de Temuco (89) se contagió igual de COVID teniendo la primera dosis de la vacuna :/ hay mucha gente contagiada en el sur gracias a las vacaciones irresponsables que se dieron algunos 
Chica Lunar,@CamilEnrq,2021-03-05T16:25:22.000Z,Acá llorando porque me anoté para la vacuna del covid pero tengo miedo de ponerme vacunas.
Diego Fernández G.,@DFG_Diego,2021-03-05T16:25:16.000Z,".
@m_ebrard
 anunció que las autoridades mexicanas recibieron el Certificado de Análisis de CoronaVac, vacuna anti-COVID elaborada por el laboratorio chino Sinovac.

Así, a partir de mañana se comenzarán a aplicar las 800 mil dosis que arribaron al país el pasado 27 de febrero."
Ricardo Pinto,@pintoperiodista,2021-03-05T16:24:35.000Z,Hay gente joven que ya anda alumbrando con su segunda dosis de la vacuna Covid... Otros ni siquiera tienen acceso a la primera. Asi es el pais del pituto y la inexistente meritocracia...
Tatiana de los ríos.,@T_ospina1,2021-03-05T16:19:28.000Z,"Me llamaron para aplicarme la vacuna contra el covid 19 y tengo gripe
 
Quiero mi vacuna yaaaaaa"
Josep Maria Sempere,@kr3at0r,2021-03-05T16:18:46.000Z,Esperando a que salga la primera persona que pondría el grito en el cielo si le dijesen de ponerse la vacuna Sputnik contra el COVID de los rusos pero que sí se pondría sin rechistar la vacuna contra la muerte de Dalas.
ₙₐₜₕₐₗᵢₑ,@niamonisoberano,2021-03-05T16:18:37.000Z,"Parece  que la gente de la tercera edad no entendió que la vacuna no es la inmunidad total del COVID, mucho viejit@ en las calles paseándose hasta sin mascarilla"
MedicenTiki,@KhandarVZ,2021-03-05T16:18:33.000Z,Si da negativo Gloria a Dios y si da Positivo Gloria a Dios también y a cuidar cada día y cada momento. Dios es mi vacuna contra el Covid-19
NoticiasSimonBolivar,@NoticiasSB1,2021-03-05T16:15:22.000Z,"ALERTA-COVID
Vacunas en mercado negro. Pueden ser falsas y recibir agua nada más. Además los cuidados de las vacunas son extremos, sino se conserva la cadena de frío la vacuna se daña.
Gente sin escrúpulos hace negocio con lo q sea, hasta con la vida
Vacunate en sitios oficiales"
EvenFlow,@paudumbria,2021-03-05T16:14:47.000Z,Vieron que cuando sos chico te aplican como tres dosis o refuerzos de una vacuna? Bueno me di una sola creo porque mi mamá se olvidó (pues hija n° 3) y yo obvio me hice la boluda para zafar así que imagínense las ganas que tengo de ponerme la del covid
LISA•MARIA,@Ginngeer__,2021-03-05T16:14:24.000Z,"YA ME PUSIERON LA PRIMERA VACUNA / COVID-19 
La enfermera que me inyectó me susurró en el oído “En el nombre De Dios” "
Jorge Andrés,@Jorge_AndresGG,2021-03-05T16:13:20.000Z,"El nivel de desinformación que maneja el VP de la empresa donde trabajo está cañón. Para empezar el wey no usa cubrebocas, luego dice que la vacuna modifica tu ADN y después le dijo a una chica que no se vacunara que porque ya le dio Covid a ella"
Arturo Miguel chacon,@Arturo22720833,2021-03-05T16:13:08.000Z,"Buenos días señores de 
@EsSaludPeru
  una consulta mis abuelos son jubilados como puedo registrarlos para que le apliquen la vacuna contra el Covid?"
Rocío,@rxcioc,2021-03-05T16:10:40.000Z,"Si te ponen la vacuna del Covid, y te contagias, igualmente puedes contagiar a los no vacunados? "
Javier De Villa MD,@JavierDeVilla,2021-03-05T16:10:38.000Z,"Cada relajado en los cuidados contra el covid, lleva la misma carga de culpa que el que se robó una vacuna."
𝓜𝓪𝓵𝓿𝓲,@Mmaallvvii1,2021-03-05T16:06:36.000Z,"Obligadamente me toca ponerme la vacuna de covid-19, espero que no me haga mal como sus mentiras "
Quico,@quicovm,2021-03-05T16:04:57.000Z,"Hola 
@Mario_Bergara
 cómo va todo? Ya vi que estuviste en todos los noticieros pidiendo que el gobierno gaste 1000 millones de USD,
Cuando tengas 5 minutos entrá a la web del MSP y te agendea para recibir la vacuna contra el COVID. Y no te olvides de subirlo en tus redes sociales"
Tᥲყᥣᥱᥒᥲ,@Lessmx,2021-03-05T16:00:32.000Z,"Hoy mi hermano (que es médico) recibe la primera dosis de la vacuna contra el covid. 

Y pues, la neta sí me emociona porque el pobre tenía miedo de estar cerca de alguien más por miedo a contagiar. Y está aislado. 

A los demás aún nos falta mucho, pero al menos vamos avanzando."
Paola Delgado,@abogado_paola,2021-03-05T15:57:28.000Z,"El hipotiroidismo,  tiroiditis de hashimoto  es una enfermedad autoninmune. Se considera crónico para efectos de vacunación por covid 19 ? Alguien sabe. 
@ministeriosalud
 @sebasugarte
 @colmedchile
 @pdazan
 #YoMeVacuno #COVID19 #vacunacion #vacuna"
KRC,@Karipvv,2021-03-05T15:47:01.000Z,No confían en la vacuna contra el covid pero si confían ciegamente en el aguardiente de tanque que vende la vecina al granel en funda.
iktor,@ElViktorSv,2021-03-05T15:46:05.000Z,"Esa caída de #Cucalon.

Son lo efectos secundarios de la Vacuna para el Covid."
mochi,@_lilbag,2021-03-05T15:44:13.000Z,"mi papá se anotó para recibir la vacuna del covid y me manda foto del comprobante porque está contento, que tipazo la verdad lo queremos"
MY,@YeralMolano,2021-03-05T15:42:24.000Z,"Amigos, ustedes no se imaginan la felicidad que siento al saber que mis papitos ya recibieron la primera dosis de la vacuna contra el COVID maldito"
ByHades_Twitch,@ByHadesTwitch,2021-03-05T15:41:48.000Z,"Hoy seguramente no haga stream, ya que a mi abuela la vacunan esta tarde de la vacuna del Covid, y me gustaría saber cuándo salga del ambulatorio y sepa cómo está."
